shelf_id,batch_code,item_category,item_subcategory,standard_batch_size,received_date,expiry_date,batch_quantity_total,batch_quantity_store,batch_quantity_warehouse,location
BEEIMP53,B-1065,BEERS,Imported,42,2025-11-25,2027-02-03,30,30,0,in-store
BEEIMP54,B-3793,BEERS,Imported,48,2025-11-26,2027-02-28,36,36,0,in-store
BEEIMP55,B-2415,BEERS,Imported,60,2025-11-25,2027-08-13,44,44,0,in-store
BEEIMP56,B-7207,BEERS,Imported,24,2025-11-26,2027-05-30,19,19,0,in-store
BEEIMP57,B-3912,BEERS,Imported,18,2025-11-23,2027-05-22,18,18,0,in-store
BEEIMP57,B-6406,BEERS,Imported,18,2025-11-24,2027-11-10,11,11,0,in-store
BEEIMP58,B-2263,BEERS,Imported,18,2025-11-23,2027-08-11,18,18,0,in-store
BEEIMP58,B-5446,BEERS,Imported,18,2025-11-25,2027-05-16,9,9,0,in-store
BEEIMP59,B-4383,BEERS,Imported,48,2025-11-25,2026-12-24,41,41,0,in-store
BEENON1,B-1029,BEERS,Non-alcoholic,30,2025-11-24,2027-02-20,23,23,0,in-store
BEENON2,B-3093,BEERS,Non-alcoholic,42,2025-11-25,2027-09-30,40,40,0,in-store
BEENON3,B-1774,BEERS,Non-alcoholic,24,2025-11-25,2027-11-19,24,24,0,in-store
BEENON3,B-3603,BEERS,Non-alcoholic,24,2025-11-24,2027-05-07,10,10,0,in-store
BEENON4,B-9398,BEERS,Non-alcoholic,24,2025-11-26,2027-08-03,23,23,0,in-store
BEEFLA1,B-7474,BEERS,Flavored,18,2025-11-24,2027-01-23,18,18,0,in-store
BEEFLA1,B-3796,BEERS,Flavored,18,2025-11-26,2027-05-28,3,3,0,in-store
BEEFLA2,B-2287,BEERS,Flavored,42,2025-11-24,2027-05-02,41,41,0,in-store
BEEFLA3,B-4945,BEERS,Flavored,60,2025-11-26,2027-07-26,42,42,0,in-store
WINBRI1,B-2387,WINES,Brick Wines,24,2025-11-25,2027-11-13,20,20,0,in-store
WINBRI2,B-2927,WINES,Brick Wines,36,2025-11-24,2027-08-02,32,32,0,in-store
WINBRI3,B-8974,WINES,Brick Wines,24,2025-11-25,2027-01-26,18,18,0,in-store
WINBRI4,B-4988,WINES,Brick Wines,60,2025-11-25,2027-01-16,56,56,0,in-store
WINBRI5,B-9106,WINES,Brick Wines,18,2025-11-25,2027-08-31,16,16,0,in-store
WINBRI6,B-9286,WINES,Brick Wines,18,2025-11-24,2027-04-13,17,17,0,in-store
WINBRI7,B-8088,WINES,Brick Wines,36,2025-11-26,2027-04-04,26,26,0,in-store
WINBRI8,B-1986,WINES,Brick Wines,42,2025-11-25,2027-06-10,36,36,0,in-store
WINBRI9,B-8298,WINES,Brick Wines,18,2025-11-26,2027-01-03,14,14,0,in-store
WINBRI10,B-3169,WINES,Brick Wines,18,2025-11-26,2027-04-28,17,17,0,in-store
WINBRI11,B-2167,WINES,Brick Wines,24,2025-11-26,2027-07-27,21,21,0,in-store
WINBRI12,B-6330,WINES,Brick Wines,48,2025-11-24,2027-05-30,45,45,0,in-store
WINBRI13,B-1405,WINES,Brick Wines,48,2025-11-24,2026-12-28,36,36,0,in-store
WINBRI14,B-9354,WINES,Brick Wines,24,2025-11-25,2027-10-08,23,23,0,in-store
WINBRI15,B-9322,WINES,Brick Wines,42,2025-11-24,2027-08-04,38,38,0,in-store
WINBRI16,B-6800,WINES,Brick Wines,36,2025-11-26,2027-03-01,34,34,0,in-store
WINBRI17,B-2933,WINES,Brick Wines,42,2025-11-26,2027-08-27,35,35,0,in-store
WINBRI18,B-3979,WINES,Brick Wines,60,2025-11-26,2027-03-04,59,59,0,in-store
WINBRI19,B-3636,WINES,Brick Wines,48,2025-11-26,2027-10-14,44,44,0,in-store
WINWHI1,B-1346,WINES,White Wines,30,2025-11-26,2027-06-21,21,21,0,in-store
WINWHI2,B-3542,WINES,White Wines,60,2025-11-25,2027-06-15,56,56,0,in-store
WINWHI3,B-5326,WINES,White Wines,60,2025-11-25,2027-01-24,48,48,0,in-store
WINWHI4,B-1447,WINES,White Wines,18,2025-11-24,2027-09-06,15,15,0,in-store
WINWHI5,B-3415,WINES,White Wines,60,2025-11-25,2027-03-06,58,58,0,in-store
WINWHI6,B-4035,WINES,White Wines,48,2025-11-26,2027-01-06,34,34,0,in-store
WINWHI7,B-5926,WINES,White Wines,42,2025-11-26,2027-08-29,41,41,0,in-store
WINWHI8,B-6825,WINES,White Wines,36,2025-11-24,2027-01-02,34,34,0,in-store
WINWHI9,B-8118,WINES,White Wines,60,2025-11-26,2027-04-14,55,55,0,in-store
WINWHI10,B-7595,WINES,White Wines,24,2025-11-26,2027-08-09,23,23,0,in-store
WINWHI11,B-6492,WINES,White Wines,24,2025-11-25,2026-12-23,23,23,0,in-store
WINWHI12,B-8468,WINES,White Wines,24,2025-11-26,2027-10-06,20,20,0,in-store
WINWHI13,B-6234,WINES,White Wines,60,2025-11-24,2027-06-17,43,43,0,in-store
WINWHI14,B-3443,WINES,White Wines,60,2025-11-26,2026-12-15,43,43,0,in-store
WINWHI15,B-2137,WINES,White Wines,60,2025-11-25,2027-08-05,52,52,0,in-store
WINWHI16,B-9864,WINES,White Wines,42,2025-11-25,2026-11-27,30,30,0,in-store
WINWHI17,B-9951,WINES,White Wines,36,2025-11-25,2027-05-14,31,31,0,in-store
WINWHI18,B-1519,WINES,White Wines,48,2025-11-25,2027-10-12,47,47,0,in-store
WINWHI19,B-7467,WINES,White Wines,42,2025-11-25,2027-10-12,39,39,0,in-store
WINWHI20,B-2822,WINES,White Wines,42,2025-11-26,2026-12-07,36,36,0,in-store
WINWHI21,B-1379,WINES,White Wines,42,2025-11-26,2026-12-18,31,31,0,in-store
WINWHI22,B-9807,WINES,White Wines,24,2025-11-24,2027-07-24,22,22,0,in-store
WINWHI23,B-9643,WINES,White Wines,24,2025-11-24,2027-02-11,21,21,0,in-store
WINWHI24,B-9097,WINES,White Wines,18,2025-11-25,2027-08-12,16,16,0,in-store
WINWHI25,B-7318,WINES,White Wines,36,2025-11-25,2027-06-09,26,26,0,in-store
WINWHI26,B-6505,WINES,White Wines,36,2025-11-25,2027-06-13,31,31,0,in-store
WINWHI27,B-7020,WINES,White Wines,18,2025-11-25,2027-02-06,14,14,0,in-store
WINWHI28,B-5588,WINES,White Wines,24,2025-11-24,2027-05-11,16,16,0,in-store
WINWHI29,B-7290,WINES,White Wines,42,2025-11-24,2027-02-05,34,34,0,in-store
WINWHI30,B-6457,WINES,White Wines,36,2025-11-26,2027-03-06,31,31,0,in-store
WINWHI31,B-3854,WINES,White Wines,42,2025-11-26,2027-02-18,37,37,0,in-store
WINWHI32,B-4440,WINES,White Wines,42,2025-11-24,2027-10-25,31,31,0,in-store
WINWHI33,B-1066,WINES,White Wines,60,2025-11-26,2027-06-08,53,53,0,in-store
WINWHI34,B-1926,WINES,White Wines,18,2025-11-25,2027-07-05,15,15,0,in-store
WINWHI35,B-4749,WINES,White Wines,18,2025-11-26,2026-12-17,15,15,0,in-store
WINWHI36,B-9133,WINES,White Wines,30,2025-11-25,2027-03-07,25,25,0,in-store
WINWHI37,B-1827,WINES,White Wines,30,2025-11-24,2027-03-15,21,21,0,in-store
WINWHI38,B-6149,WINES,White Wines,60,2025-11-24,2027-05-23,57,57,0,in-store
WINWHI39,B-6091,WINES,White Wines,60,2025-11-26,2027-11-23,51,51,0,in-store
WINWHI40,B-2313,WINES,White Wines,30,2025-11-26,2027-02-19,24,24,0,in-store
WINWHI41,B-4102,WINES,White Wines,24,2025-11-24,2027-04-10,17,17,0,in-store
WINWHI42,B-7930,WINES,White Wines,48,2025-11-26,2027-05-14,47,47,0,in-store
WINWHI43,B-9304,WINES,White Wines,18,2025-11-24,2027-08-05,15,15,0,in-store
WINWHI44,B-4331,WINES,White Wines,18,2025-11-24,2027-07-03,15,15,0,in-store
WINWHI45,B-2363,WINES,White Wines,60,2025-11-24,2026-12-07,58,58,0,in-store
WINWHI46,B-7652,WINES,White Wines,36,2025-11-25,2027-11-20,27,27,0,in-store
WINWHI47,B-4432,WINES,White Wines,36,2025-11-26,2027-09-25,35,35,0,in-store
WINWHI48,B-7652,WINES,White Wines,48,2025-11-24,2027-06-16,35,35,0,in-store
WINWHI49,B-2349,WINES,White Wines,48,2025-11-25,2026-12-04,35,35,0,in-store
WINWHI50,B-8055,WINES,White Wines,30,2025-11-24,2027-08-05,25,25,0,in-store
WINWHI51,B-9055,WINES,White Wines,60,2025-11-26,2027-04-04,44,44,0,in-store
WINWHI52,B-9109,WINES,White Wines,18,2025-11-26,2026-12-25,15,15,0,in-store
WINWHI53,B-3283,WINES,White Wines,48,2025-11-26,2027-02-26,42,42,0,in-store
WINWHI54,B-9134,WINES,White Wines,36,2025-11-26,2027-11-21,30,30,0,in-store
WINWHI55,B-4614,WINES,White Wines,42,2025-11-24,2027-06-08,30,30,0,in-store
WINWHI56,B-8095,WINES,White Wines,18,2025-11-24,2026-12-20,17,17,0,in-store
WINWHI57,B-9309,WINES,White Wines,48,2025-11-25,2026-11-26,43,43,0,in-store
WINWHI58,B-8819,WINES,White Wines,36,2025-11-24,2027-05-09,25,25,0,in-store
WINWHI59,B-3505,WINES,White Wines,36,2025-11-25,2026-12-15,29,29,0,in-store
WINWHI60,B-3687,WINES,White Wines,42,2025-11-24,2027-07-14,41,41,0,in-store
WINWHI61,B-1402,WINES,White Wines,48,2025-11-25,2027-02-18,42,42,0,in-store
WINWHI62,B-8968,WINES,White Wines,36,2025-11-25,2027-08-05,30,30,0,in-store
WINWHI63,B-5823,WINES,White Wines,42,2025-11-26,2027-04-24,39,39,0,in-store
WINWHI64,B-5043,WINES,White Wines,24,2025-11-25,2027-08-12,22,22,0,in-store
WINWHI65,B-4816,WINES,White Wines,18,2025-11-25,2027-03-05,13,13,0,in-store
WINWHI66,B-5105,WINES,White Wines,48,2025-11-26,2027-05-11,45,45,0,in-store
WINWHI67,B-5054,WINES,White Wines,48,2025-11-26,2027-05-01,38,38,0,in-store
WINWHI68,B-4998,WINES,White Wines,24,2025-11-25,2027-04-01,23,23,0,in-store
WINWHI69,B-2465,WINES,White Wines,42,2025-11-24,2027-04-11,40,40,0,in-store
WINWHI70,B-2536,WINES,White Wines,18,2025-11-26,2027-08-19,14,14,0,in-store
WINWHI71,B-8260,WINES,White Wines,36,2025-11-26,2027-08-29,35,35,0,in-store
WINWHI72,B-1210,WINES,White Wines,36,2025-11-24,2027-04-03,31,31,0,in-store
WINWHI73,B-7504,WINES,White Wines,30,2025-11-24,2027-11-03,24,24,0,in-store
WINWHI74,B-9423,WINES,White Wines,48,2025-11-24,2027-10-22,40,40,0,in-store
WINWHI75,B-9425,WINES,White Wines,24,2025-11-25,2027-09-13,21,21,0,in-store
WINWHI76,B-3147,WINES,White Wines,24,2025-11-25,2026-12-03,22,22,0,in-store
WINWHI77,B-2723,WINES,White Wines,30,2025-11-25,2027-08-05,21,21,0,in-store
WINWHI78,B-1731,WINES,White Wines,48,2025-11-26,2027-03-28,34,34,0,in-store
WINWHI79,B-1269,WINES,White Wines,60,2025-11-25,2027-05-15,59,59,0,in-store
WINWHI80,B-2154,WINES,White Wines,60,2025-11-26,2027-01-18,48,48,0,in-store
WINWHI81,B-8015,WINES,White Wines,30,2025-11-26,2027-03-03,28,28,0,in-store
WINWHI82,B-6636,WINES,White Wines,48,2025-11-26,2027-08-13,38,38,0,in-store
WINWHI83,B-3751,WINES,White Wines,24,2025-11-26,2027-03-22,21,21,0,in-store
WINWHI84,B-7156,WINES,White Wines,42,2025-11-24,2027-03-21,37,37,0,in-store
WINWHI85,B-5163,WINES,White Wines,60,2025-11-26,2027-07-01,57,57,0,in-store
WINWHI86,B-5486,WINES,White Wines,48,2025-11-24,2027-07-14,40,40,0,in-store
WINWHI87,B-9964,WINES,White Wines,30,2025-11-25,2027-02-25,28,28,0,in-store
WINWHI88,B-4246,WINES,White Wines,18,2025-11-24,2027-09-25,14,14,0,in-store
WINWHI89,B-6911,WINES,White Wines,42,2025-11-25,2027-02-21,41,41,0,in-store
WINWHI90,B-6208,WINES,White Wines,60,2025-11-26,2027-04-15,42,42,0,in-store
WINWHI91,B-3779,WINES,White Wines,36,2025-11-26,2027-11-25,30,30,0,in-store
WINWHI92,B-4246,WINES,White Wines,36,2025-11-24,2027-01-15,29,29,0,in-store
WINWHI93,B-6432,WINES,White Wines,36,2025-11-26,2027-06-22,34,34,0,in-store
WINWHI94,B-6339,WINES,White Wines,60,2025-11-25,2027-09-12,46,46,0,in-store
WINWHI95,B-3026,WINES,White Wines,30,2025-11-25,2027-09-16,28,28,0,in-store
WINWHI96,B-5212,WINES,White Wines,60,2025-11-24,2027-05-07,55,55,0,in-store
WINWHI97,B-6118,WINES,White Wines,42,2025-11-25,2027-04-11,31,31,0,in-store
WINWHI98,B-6269,WINES,White Wines,18,2025-11-25,2027-07-05,14,14,0,in-store
WINWHI99,B-6614,WINES,White Wines,24,2025-11-24,2027-07-19,23,23,0,in-store
WINWHI100,B-1266,WINES,White Wines,60,2025-11-26,2027-02-02,50,50,0,in-store
WINWHI101,B-2880,WINES,White Wines,18,2025-11-24,2027-04-24,13,13,0,in-store
WINWHI102,B-2635,WINES,White Wines,36,2025-11-25,2026-12-08,32,32,0,in-store
WINWHI103,B-8417,WINES,White Wines,60,2025-11-25,2027-05-17,44,44,0,in-store
WINWHI104,B-6570,WINES,White Wines,18,2025-11-25,2027-02-11,14,14,0,in-store
WINWHI105,B-2951,WINES,White Wines,18,2025-11-24,2027-07-25,15,15,0,in-store
WINWHI106,B-2009,WINES,White Wines,36,2025-11-26,2027-10-05,34,34,0,in-store
WINWHI107,B-8140,WINES,White Wines,36,2025-11-25,2027-03-05,27,27,0,in-store
WINWHI108,B-3648,WINES,White Wines,60,2025-11-25,2027-05-12,46,46,0,in-store
WINWHI109,B-5852,WINES,White Wines,48,2025-11-26,2027-05-17,36,36,0,in-store
WINWHI110,B-3452,WINES,White Wines,60,2025-11-25,2027-10-15,48,48,0,in-store
WINWHI111,B-9576,WINES,White Wines,48,2025-11-24,2027-11-25,40,40,0,in-store
WINWHI112,B-8536,WINES,White Wines,48,2025-11-24,2026-12-04,39,39,0,in-store
WINWHI113,B-1146,WINES,White Wines,24,2025-11-25,2027-09-30,19,19,0,in-store
WINWHI114,B-4754,WINES,White Wines,48,2025-11-24,2026-12-01,41,41,0,in-store
WINWHI115,B-1977,WINES,White Wines,24,2025-11-25,2027-02-13,23,23,0,in-store
WINWHI116,B-7052,WINES,White Wines,60,2025-11-24,2027-09-16,42,42,0,in-store
WINWHI117,B-5390,WINES,White Wines,42,2025-11-25,2027-07-28,37,37,0,in-store
WINSPA1,B-6883,WINES,Sparkling White Wines,42,2025-11-26,2027-04-04,38,38,0,in-store
WINSPA2,B-4578,WINES,Sparkling White Wines,42,2025-11-26,2027-05-09,39,39,0,in-store
WINSPA3,B-6781,WINES,Sparkling White Wines,30,2025-11-26,2027-02-02,29,29,0,in-store
WINSPA4,B-1829,WINES,Sparkling White Wines,60,2025-11-25,2027-04-09,50,50,0,in-store
WINSPA5,B-1659,WINES,Sparkling White Wines,60,2025-11-25,2027-11-05,58,58,0,in-store
WINSPA6,B-9523,WINES,Sparkling White Wines,36,2025-11-26,2027-03-31,35,35,0,in-store
WINSPA7,B-7799,WINES,Sparkling White Wines,36,2025-11-26,2027-07-06,25,25,0,in-store
WINSPA8,B-1354,WINES,Sparkling White Wines,18,2025-11-25,2027-10-04,16,16,0,in-store
WINSPA9,B-5194,WINES,Sparkling White Wines,48,2025-11-25,2027-07-08,34,34,0,in-store
WINSPA10,B-4162,WINES,Sparkling White Wines,42,2025-11-24,2027-09-28,30,30,0,in-store
WINSPA11,B-9395,WINES,Sparkling White Wines,18,2025-11-25,2027-09-18,15,15,0,in-store
WINSPA12,B-9076,WINES,Sparkling White Wines,18,2025-11-26,2027-07-21,12,12,0,in-store
WINSPA13,B-5874,WINES,Sparkling White Wines,42,2025-11-25,2027-03-22,33,33,0,in-store
WINSPA14,B-9173,WINES,Sparkling White Wines,24,2025-11-25,2027-10-07,23,23,0,in-store
WINSPA15,B-8917,WINES,Sparkling White Wines,42,2025-11-26,2027-02-25,36,36,0,in-store
WINSPA16,B-8487,WINES,Sparkling White Wines,24,2025-11-24,2027-08-04,22,22,0,in-store
WINSPA17,B-4723,WINES,Sparkling White Wines,18,2025-11-25,2027-04-15,14,14,0,in-store
WINSPA18,B-8312,WINES,Sparkling White Wines,60,2025-11-25,2027-04-20,51,51,0,in-store
WINSPA19,B-4212,WINES,Sparkling White Wines,42,2025-11-25,2027-05-11,37,37,0,in-store
WINSPA20,B-3164,WINES,Sparkling White Wines,60,2025-11-25,2027-01-09,53,53,0,in-store
WINSPA21,B-6140,WINES,Sparkling White Wines,18,2025-11-24,2027-04-21,12,12,0,in-store
WINSPA22,B-6167,WINES,Sparkling White Wines,42,2025-11-25,2026-12-19,40,40,0,in-store
WINSPA23,B-4600,WINES,Sparkling White Wines,18,2025-11-26,2027-03-15,17,17,0,in-store
WINSPA24,B-6196,WINES,Sparkling White Wines,24,2025-11-25,2027-09-25,23,23,0,in-store
WINSPA25,B-5787,WINES,Sparkling White Wines,30,2025-11-25,2027-08-22,22,22,0,in-store
WINSPA26,B-4890,WINES,Sparkling White Wines,60,2025-11-24,2027-02-18,46,46,0,in-store
WINSPA27,B-5029,WINES,Sparkling White Wines,30,2025-11-25,2027-05-14,22,22,0,in-store
WINSPA28,B-6777,WINES,Sparkling White Wines,48,2025-11-24,2027-01-28,41,41,0,in-store
WINSPA29,B-3192,WINES,Sparkling White Wines,24,2025-11-26,2027-01-13,17,17,0,in-store
WINSPA30,B-6422,WINES,Sparkling White Wines,36,2025-11-24,2027-08-11,33,33,0,in-store
WINSPA31,B-5176,WINES,Sparkling White Wines,18,2025-11-25,2026-12-12,16,16,0,in-store
WINSPA32,B-8238,WINES,Sparkling White Wines,24,2025-11-24,2027-05-28,17,17,0,in-store
WINSPA33,B-4663,WINES,Sparkling White Wines,48,2025-11-26,2027-02-23,44,44,0,in-store
WINSPA34,B-4302,WINES,Sparkling White Wines,18,2025-11-24,2027-11-25,15,15,0,in-store
WINSPA35,B-5101,WINES,Sparkling White Wines,48,2025-11-24,2027-02-20,44,44,0,in-store
WINSPA36,B-4217,WINES,Sparkling White Wines,42,2025-11-26,2027-11-17,38,38,0,in-store
WINSPA37,B-6816,WINES,Sparkling White Wines,24,2025-11-24,2027-01-19,21,21,0,in-store
WINSPA38,B-9927,WINES,Sparkling White Wines,60,2025-11-25,2027-04-21,43,43,0,in-store
WINRED1,B-8658,WINES,Red Wines,36,2025-11-24,2027-07-15,28,28,0,in-store
WINRED2,B-7492,WINES,Red Wines,60,2025-11-26,2027-11-02,59,59,0,in-store
WINRED3,B-3463,WINES,Red Wines,60,2025-11-25,2027-08-08,55,55,0,in-store
WINRED4,B-6781,WINES,Red Wines,30,2025-11-25,2027-10-10,26,26,0,in-store
WINRED5,B-8311,WINES,Red Wines,18,2025-11-24,2027-10-21,16,16,0,in-store
WINRED6,B-5000,WINES,Red Wines,48,2025-11-24,2027-07-30,35,35,0,in-store
WINRED7,B-8403,WINES,Red Wines,30,2025-11-24,2027-09-23,23,23,0,in-store
WINRED8,B-3317,WINES,Red Wines,42,2025-11-24,2027-09-10,30,30,0,in-store
WINRED9,B-7485,WINES,Red Wines,48,2025-11-25,2026-12-03,45,45,0,in-store
WINRED10,B-8482,WINES,Red Wines,36,2025-11-25,2027-05-18,35,35,0,in-store
WINRED11,B-7891,WINES,Red Wines,42,2025-11-26,2027-10-07,29,29,0,in-store
WINRED12,B-3163,WINES,Red Wines,48,2025-11-26,2027-11-09,43,43,0,in-store
WINRED13,B-8252,WINES,Red Wines,48,2025-11-26,2027-08-31,36,36,0,in-store
WINRED14,B-1554,WINES,Red Wines,30,2025-11-25,2027-03-25,21,21,0,in-store
WINRED15,B-5008,WINES,Red Wines,30,2025-11-25,2027-04-10,27,27,0,in-store
WINRED16,B-1188,WINES,Red Wines,42,2025-11-25,2027-09-02,35,35,0,in-store
WINRED17,B-7667,WINES,Red Wines,42,2025-11-25,2027-06-10,33,33,0,in-store
WINRED18,B-3907,WINES,Red Wines,30,2025-11-26,2027-03-29,23,23,0,in-store
WINRED19,B-2715,WINES,Red Wines,30,2025-11-26,2027-01-16,27,27,0,in-store
WINRED20,B-8809,WINES,Red Wines,42,2025-11-26,2027-09-23,37,37,0,in-store
WINRED21,B-1283,WINES,Red Wines,42,2025-11-25,2027-03-05,38,38,0,in-store
WINRED22,B-2611,WINES,Red Wines,60,2025-11-24,2027-03-16,42,42,0,in-store
WINRED23,B-9873,WINES,Red Wines,42,2025-11-25,2027-06-18,40,40,0,in-store
WINRED24,B-8630,WINES,Red Wines,60,2025-11-25,2027-05-01,48,48,0,in-store
WINRED25,B-5269,WINES,Red Wines,60,2025-11-26,2027-11-20,50,50,0,in-store
WINRED26,B-2789,WINES,Red Wines,18,2025-11-25,2027-01-02,17,17,0,in-store
WINRED27,B-7902,WINES,Red Wines,18,2025-11-26,2027-09-20,13,13,0,in-store
WINRED28,B-3666,WINES,Red Wines,24,2025-11-25,2026-12-06,18,18,0,in-store
WINRED29,B-1522,WINES,Red Wines,24,2025-11-26,2027-10-25,20,20,0,in-store
WINRED30,B-1597,WINES,Red Wines,60,2025-11-25,2027-05-02,46,46,0,in-store
WINRED31,B-3336,WINES,Red Wines,18,2025-11-24,2027-03-15,17,17,0,in-store
WINRED32,B-8683,WINES,Red Wines,36,2025-11-25,2027-02-07,34,34,0,in-store
WINRED33,B-4176,WINES,Red Wines,24,2025-11-24,2027-06-28,21,21,0,in-store
WINRED34,B-9394,WINES,Red Wines,18,2025-11-26,2027-02-17,13,13,0,in-store
WINRED35,B-2264,WINES,Red Wines,24,2025-11-26,2027-10-30,20,20,0,in-store
WINRED36,B-2554,WINES,Red Wines,30,2025-11-24,2027-09-09,25,25,0,in-store
WINRED37,B-1671,WINES,Red Wines,60,2025-11-26,2027-05-03,48,48,0,in-store
WINRED38,B-9274,WINES,Red Wines,42,2025-11-24,2026-12-04,40,40,0,in-store
WINRED39,B-4568,WINES,Red Wines,42,2025-11-26,2027-04-25,33,33,0,in-store
WINRED40,B-7978,WINES,Red Wines,48,2025-11-25,2027-06-07,47,47,0,in-store
WINRED41,B-8138,WINES,Red Wines,48,2025-11-26,2027-07-31,40,40,0,in-store
WINRED42,B-1534,WINES,Red Wines,60,2025-11-25,2027-02-11,54,54,0,in-store
WINRED43,B-8761,WINES,Red Wines,48,2025-11-26,2027-05-06,41,41,0,in-store
WINRED44,B-3162,WINES,Red Wines,42,2025-11-25,2027-01-23,30,30,0,in-store
WINRED45,B-7617,WINES,Red Wines,60,2025-11-24,2027-09-12,45,45,0,in-store
WINRED46,B-4692,WINES,Red Wines,30,2025-11-25,2027-07-25,27,27,0,in-store
WINRED47,B-5059,WINES,Red Wines,24,2025-11-26,2027-09-25,22,22,0,in-store
WINRED48,B-2527,WINES,Red Wines,48,2025-11-26,2027-10-22,47,47,0,in-store
WINRED49,B-7146,WINES,Red Wines,24,2025-11-25,2027-02-21,23,23,0,in-store
WINRED50,B-4695,WINES,Red Wines,36,2025-11-24,2027-08-14,31,31,0,in-store
WINRED51,B-3216,WINES,Red Wines,48,2025-11-26,2026-12-07,40,40,0,in-store
WINRED52,B-6479,WINES,Red Wines,42,2025-11-26,2027-01-13,35,35,0,in-store
WINRED53,B-4595,WINES,Red Wines,48,2025-11-24,2027-02-28,35,35,0,in-store
WINRED54,B-6001,WINES,Red Wines,30,2025-11-26,2027-08-24,24,24,0,in-store
WINRED55,B-3818,WINES,Red Wines,48,2025-11-26,2027-07-09,35,35,0,in-store
WINRED56,B-3163,WINES,Red Wines,18,2025-11-24,2027-09-08,14,14,0,in-store
WINRED57,B-9718,WINES,Red Wines,18,2025-11-26,2026-11-30,12,12,0,in-store
WINRED58,B-8434,WINES,Red Wines,60,2025-11-26,2027-04-23,47,47,0,in-store
WINRED59,B-5161,WINES,Red Wines,48,2025-11-25,2027-07-01,43,43,0,in-store
WINRED60,B-9077,WINES,Red Wines,48,2025-11-26,2027-11-10,39,39,0,in-store
WINRED61,B-5484,WINES,Red Wines,60,2025-11-26,2027-03-25,51,51,0,in-store
WINRED62,B-2790,WINES,Red Wines,60,2025-11-26,2027-09-08,42,42,0,in-store
WINRED63,B-6457,WINES,Red Wines,60,2025-11-24,2027-11-11,42,42,0,in-store
WINRED64,B-3250,WINES,Red Wines,42,2025-11-26,2027-08-13,35,35,0,in-store
WINRED65,B-9239,WINES,Red Wines,24,2025-11-24,2027-05-10,22,22,0,in-store
WINRED66,B-6847,WINES,Red Wines,30,2025-11-26,2027-07-12,26,26,0,in-store
WINRED67,B-6394,WINES,Red Wines,48,2025-11-26,2027-09-26,42,42,0,in-store
WINRED68,B-1897,WINES,Red Wines,30,2025-11-26,2027-03-18,25,25,0,in-store
WINRED69,B-5106,WINES,Red Wines,30,2025-11-26,2027-06-16,25,25,0,in-store
WINRED70,B-6150,WINES,Red Wines,24,2025-11-26,2026-12-22,19,19,0,in-store
WINRED71,B-4499,WINES,Red Wines,42,2025-11-24,2027-02-24,34,34,0,in-store
WINRED72,B-3561,WINES,Red Wines,24,2025-11-24,2027-05-13,23,23,0,in-store
WINRED73,B-7761,WINES,Red Wines,48,2025-11-24,2026-12-15,46,46,0,in-store
WINRED74,B-9329,WINES,Red Wines,60,2025-11-25,2027-09-16,55,55,0,in-store
WINRED75,B-6844,WINES,Red Wines,18,2025-11-26,2027-05-12,15,15,0,in-store
WINRED76,B-9733,WINES,Red Wines,48,2025-11-26,2027-09-21,42,42,0,in-store
WINRED77,B-1983,WINES,Red Wines,36,2025-11-24,2027-09-30,35,35,0,in-store
WINRED78,B-2915,WINES,Red Wines,60,2025-11-26,2027-01-09,47,47,0,in-store
WINRED79,B-9376,WINES,Red Wines,36,2025-11-24,2027-04-12,25,25,0,in-store
WINRED80,B-7778,WINES,Red Wines,36,2025-11-26,2026-12-13,29,29,0,in-store
WINRED81,B-9591,WINES,Red Wines,36,2025-11-26,2027-05-15,33,33,0,in-store
WINRED82,B-9430,WINES,Red Wines,36,2025-11-26,2026-12-04,32,32,0,in-store
WINRED83,B-9082,WINES,Red Wines,48,2025-11-24,2027-10-08,41,41,0,in-store
WINRED84,B-7620,WINES,Red Wines,42,2025-11-25,2027-10-11,38,38,0,in-store
WINRED85,B-8922,WINES,Red Wines,42,2025-11-25,2027-10-16,38,38,0,in-store
WINRED86,B-1233,WINES,Red Wines,36,2025-11-25,2027-07-30,35,35,0,in-store
WINRED87,B-5771,WINES,Red Wines,18,2025-11-26,2027-01-08,13,13,0,in-store
WINRED88,B-6003,WINES,Red Wines,18,2025-11-24,2027-04-24,13,13,0,in-store
WINRED89,B-5946,WINES,Red Wines,60,2025-11-25,2027-09-12,59,59,0,in-store
WINRED90,B-7653,WINES,Red Wines,30,2025-11-24,2027-10-25,21,21,0,in-store
WINRED91,B-6103,WINES,Red Wines,60,2025-11-25,2027-09-17,49,49,0,in-store
WINRED92,B-3625,WINES,Red Wines,36,2025-11-24,2027-07-25,32,32,0,in-store
WINRED93,B-4312,WINES,Red Wines,18,2025-11-26,2027-02-27,15,15,0,in-store
WINRED94,B-9070,WINES,Red Wines,24,2025-11-24,2027-03-15,17,17,0,in-store
WINRED95,B-9036,WINES,Red Wines,24,2025-11-26,2027-11-20,23,23,0,in-store
WINRED96,B-6898,WINES,Red Wines,30,2025-11-26,2027-06-08,26,26,0,in-store
WINRED97,B-1449,WINES,Red Wines,36,2025-11-26,2027-04-05,28,28,0,in-store
WINRED98,B-5633,WINES,Red Wines,18,2025-11-25,2027-01-20,13,13,0,in-store
