shelf_id,aisle,item_weight,shelf_weight,item_category,item_subcategory,maximum_stock,current_stock,item_price,time_stamp
BATSAN39,7,248,48608,BATH AND PERSONAL CARE,Sanitary pads and liners,196,137,2.25,2025-08-26 15:47:15
BATSAN40,7,375,127125,BATH AND PERSONAL CARE,Sanitary pads and liners,339,245,2.88,2025-08-26 15:50:15
BATSAN41,7,271,74254,BATH AND PERSONAL CARE,Sanitary pads and liners,274,240,2.46,2025-08-26 15:56:15
BATSAN42,7,300,124500,BATH AND PERSONAL CARE,Sanitary pads and liners,415,357,5.64,2025-08-26 15:56:15
BATSAN43,7,134,57218,BATH AND PERSONAL CARE,Sanitary pads and liners,427,302,5.32,2025-08-26 15:47:15
BATSAN44,7,315,134820,BATH AND PERSONAL CARE,Sanitary pads and liners,428,325,5.82,2025-08-26 15:51:15
BATSAN45,7,107,22577,BATH AND PERSONAL CARE,Sanitary pads and liners,211,174,4.07,2025-08-26 15:55:15
BATSAN46,7,175,45675,BATH AND PERSONAL CARE,Sanitary pads and liners,261,202,3.86,2025-08-26 15:53:15
BATSAN47,7,114,29184,BATH AND PERSONAL CARE,Sanitary pads and liners,256,229,4.41,2025-08-26 15:49:15
BATSAN48,7,125,27875,BATH AND PERSONAL CARE,Sanitary pads and liners,223,170,2.66,2025-08-26 15:52:15
BATSAN49,7,331,74144,BATH AND PERSONAL CARE,Sanitary pads and liners,224,213,5.79,2025-08-26 15:53:15
BATSAN50,7,137,31784,BATH AND PERSONAL CARE,Sanitary pads and liners,232,227,4.37,2025-08-26 15:52:15
BATSAN51,7,256,105472,BATH AND PERSONAL CARE,Sanitary pads and liners,412,340,4.56,2025-08-26 15:52:15
BATSAN52,7,127,48514,BATH AND PERSONAL CARE,Sanitary pads and liners,382,324,2.94,2025-08-26 15:56:15
BATSAN53,7,175,58450,BATH AND PERSONAL CARE,Sanitary pads and liners,334,310,3.95,2025-08-26 15:48:15
BATSAN54,7,293,67390,BATH AND PERSONAL CARE,Sanitary pads and liners,230,172,3.09,2025-08-26 15:54:15
BATSAN55,7,356,66216,BATH AND PERSONAL CARE,Sanitary pads and liners,186,139,3.08,2025-08-26 15:52:15
BATADU1,7,1785,378420,BATH AND PERSONAL CARE,Adult diapers,212,160,23.16,2025-08-26 15:53:15
BATADU2,7,1072,213328,BATH AND PERSONAL CARE,Adult diapers,199,170,16.03,2025-08-26 15:52:15
BATADU3,7,1229,287586,BATH AND PERSONAL CARE,Adult diapers,234,166,23.43,2025-08-26 15:51:15
BATADU4,7,1990,322380,BATH AND PERSONAL CARE,Adult diapers,162,145,12.71,2025-08-26 15:55:15
BATADU5,7,1972,378624,BATH AND PERSONAL CARE,Adult diapers,192,178,15.66,2025-08-26 15:52:15
BATADU6,7,1252,185296,BATH AND PERSONAL CARE,Adult diapers,148,113,18.58,2025-08-26 15:55:15
BATADU7,7,641,128841,BATH AND PERSONAL CARE,Adult diapers,201,146,18.38,2025-08-26 15:52:15
BATADU8,7,1248,326976,BATH AND PERSONAL CARE,Adult diapers,262,230,16.06,2025-08-26 15:53:15
BATADU9,7,1152,320256,BATH AND PERSONAL CARE,Adult diapers,278,266,17.13,2025-08-26 15:50:15
BATADU10,7,548,111244,BATH AND PERSONAL CARE,Adult diapers,203,189,8.13,2025-08-26 15:49:15
BATADU11,7,1713,217551,BATH AND PERSONAL CARE,Adult diapers,127,93,22.17,2025-08-26 15:56:15
BATADU12,7,903,161637,BATH AND PERSONAL CARE,Adult diapers,179,132,9.84,2025-08-26 15:51:15
BATADU13,7,1101,226806,BATH AND PERSONAL CARE,Adult diapers,206,177,15.87,2025-08-26 15:51:15
BATADU14,7,1203,246615,BATH AND PERSONAL CARE,Adult diapers,205,177,16.72,2025-08-26 15:51:15
BATADU15,7,1886,196144,BATH AND PERSONAL CARE,Adult diapers,104,79,8.75,2025-08-26 15:48:15
BATADU16,7,732,194712,BATH AND PERSONAL CARE,Adult diapers,266,260,14.75,2025-08-26 15:48:15
BATADU17,7,1316,271096,BATH AND PERSONAL CARE,Adult diapers,206,171,18.49,2025-08-26 15:49:15
BATADU18,7,1355,394305,BATH AND PERSONAL CARE,Adult diapers,291,280,17.04,2025-08-26 15:55:15
BATADU19,7,682,112530,BATH AND PERSONAL CARE,Adult diapers,165,154,22.86,2025-08-26 15:52:15
BATADU20,7,896,142464,BATH AND PERSONAL CARE,Adult diapers,159,157,19.48,2025-08-26 15:55:15
BATADU21,7,1406,265734,BATH AND PERSONAL CARE,Adult diapers,189,164,10.24,2025-08-26 15:53:15
BATADU22,7,500,106000,BATH AND PERSONAL CARE,Adult diapers,212,174,14.63,2025-08-26 15:51:15
BATADU23,7,518,129500,BATH AND PERSONAL CARE,Adult diapers,250,233,14.99,2025-08-26 15:53:15
BATADU24,7,955,255940,BATH AND PERSONAL CARE,Adult diapers,268,207,19.41,2025-08-26 15:52:15
BATADU25,7,1632,357408,BATH AND PERSONAL CARE,Adult diapers,219,206,18.33,2025-08-26 15:53:15
BATADU26,7,1763,486588,BATH AND PERSONAL CARE,Adult diapers,276,218,13.04,2025-08-26 15:56:15
BATADU27,7,1101,221301,BATH AND PERSONAL CARE,Adult diapers,201,157,24.24,2025-08-26 15:54:15
BATADU28,7,1773,292545,BATH AND PERSONAL CARE,Adult diapers,165,142,20.26,2025-08-26 15:55:15
BATADU29,7,1676,264808,BATH AND PERSONAL CARE,Adult diapers,158,144,18.82,2025-08-26 15:47:15
BATADU30,7,1866,548604,BATH AND PERSONAL CARE,Adult diapers,294,240,20.2,2025-08-26 15:56:15
BATCOT1,7,133,59983,BATH AND PERSONAL CARE,Cotton,451,446,2.37,2025-08-26 15:52:15
BATCOT2,7,117,36855,BATH AND PERSONAL CARE,Cotton,315,262,1.77,2025-08-26 15:48:15
BATCOT3,7,176,36960,BATH AND PERSONAL CARE,Cotton,210,159,2.33,2025-08-26 15:52:15
BATCOT4,7,196,89572,BATH AND PERSONAL CARE,Cotton,457,387,2.19,2025-08-26 15:47:15
BATCOT5,7,133,44954,BATH AND PERSONAL CARE,Cotton,338,267,2.8,2025-08-26 15:52:15
BATCOT6,7,125,27375,BATH AND PERSONAL CARE,Cotton,219,188,1.16,2025-08-26 15:47:15
BATCOT7,7,192,68352,BATH AND PERSONAL CARE,Cotton,356,312,2.5,2025-08-26 15:56:15
BATCOT8,7,51,20961,BATH AND PERSONAL CARE,Cotton,411,398,2.34,2025-08-26 15:53:15
BATCOT1,7,123,73554,BATH AND PERSONAL CARE,Cotton swabs,598,545,1.54,2025-08-26 15:51:15
BATCOT2,7,124,37324,BATH AND PERSONAL CARE,Cotton swabs,301,260,1.9,2025-08-26 15:52:15
BATCOT3,7,63,15939,BATH AND PERSONAL CARE,Cotton swabs,253,231,1.95,2025-08-26 15:53:15
BATCOT4,7,122,24644,BATH AND PERSONAL CARE,Cotton swabs,202,150,1.92,2025-08-26 15:53:15
BATTOI1,7,1270,314960,BATH AND PERSONAL CARE,Toilet paper,248,229,7.93,2025-08-26 15:52:15
BATTOI2,7,1166,236698,BATH AND PERSONAL CARE,Toilet paper,203,179,8.06,2025-08-26 15:54:15
BATTOI3,7,886,240992,BATH AND PERSONAL CARE,Toilet paper,272,197,6.5,2025-08-26 15:55:15
BATTOI4,7,795,246450,BATH AND PERSONAL CARE,Toilet paper,310,234,8.65,2025-08-26 15:56:15
BATTOI5,7,767,278421,BATH AND PERSONAL CARE,Toilet paper,363,279,4.71,2025-08-26 15:55:15
BATTOI6,7,1834,372302,BATH AND PERSONAL CARE,Toilet paper,203,158,6.83,2025-08-26 15:55:15
BATTOI7,7,1485,329670,BATH AND PERSONAL CARE,Toilet paper,222,169,9.33,2025-08-26 15:48:15
BATTOI8,7,1073,344433,BATH AND PERSONAL CARE,Toilet paper,321,258,6.69,2025-08-26 15:56:15
BATTOI9,7,722,79420,BATH AND PERSONAL CARE,Toilet paper,110,84,6.0,2025-08-26 15:56:15
BATTOI10,7,1931,625644,BATH AND PERSONAL CARE,Toilet paper,324,278,7.39,2025-08-26 15:52:15
BATTOI11,7,776,299536,BATH AND PERSONAL CARE,Toilet paper,386,371,7.69,2025-08-26 15:48:15
BATTOI12,7,919,92819,BATH AND PERSONAL CARE,Toilet paper,101,80,7.55,2025-08-26 15:56:15
BATBAR1,7,168,43176,BATH AND PERSONAL CARE,Bar soaps,257,252,1.45,2025-08-26 15:47:15
BATBAR2,7,171,57285,BATH AND PERSONAL CARE,Bar soaps,335,293,1.51,2025-08-26 15:48:15
BATBAR3,7,157,82268,BATH AND PERSONAL CARE,Bar soaps,524,370,1.76,2025-08-26 15:53:15
BATBAR4,7,128,62592,BATH AND PERSONAL CARE,Bar soaps,489,349,1.71,2025-08-26 15:56:15
BATBAR5,7,72,32256,BATH AND PERSONAL CARE,Bar soaps,448,410,1.18,2025-08-26 15:48:15
BATBAR6,7,97,48985,BATH AND PERSONAL CARE,Bar soaps,505,501,0.81,2025-08-26 15:50:15
BATBAR7,7,106,48654,BATH AND PERSONAL CARE,Bar soaps,459,349,0.83,2025-08-26 15:49:15
BATBAR8,7,173,73698,BATH AND PERSONAL CARE,Bar soaps,426,303,1.63,2025-08-26 15:47:15
BATBAR9,7,83,37184,BATH AND PERSONAL CARE,Bar soaps,448,385,1.0,2025-08-26 15:53:15
BATBAR10,7,56,18872,BATH AND PERSONAL CARE,Bar soaps,337,298,0.97,2025-08-26 15:56:15
BATBAR11,7,105,25515,BATH AND PERSONAL CARE,Bar soaps,243,170,1.71,2025-08-26 15:56:15
BATBAR12,7,96,38400,BATH AND PERSONAL CARE,Bar soaps,400,389,0.99,2025-08-26 15:47:15
BATBAR13,7,195,114660,BATH AND PERSONAL CARE,Bar soaps,588,472,1.56,2025-08-26 15:51:15
BATLIQ1,7,1000,255000,BATH AND PERSONAL CARE,Liquid soaps,255,202,2.46,2025-08-26 15:49:15
BATLIQ2,7,1000,346000,BATH AND PERSONAL CARE,Liquid soaps,346,305,2.52,2025-08-26 15:54:15
BATLIQ3,7,250,73750,BATH AND PERSONAL CARE,Liquid soaps,295,259,1.75,2025-08-26 15:56:15
BATLIQ4,7,250,69250,BATH AND PERSONAL CARE,Liquid soaps,277,260,2.83,2025-08-26 15:54:15
BATLIQ5,7,500,121000,BATH AND PERSONAL CARE,Liquid soaps,242,183,2.64,2025-08-26 15:47:15
BATLIQ6,7,250,40000,BATH AND PERSONAL CARE,Liquid soaps,160,150,1.85,2025-08-26 15:56:15
BATLIQ7,7,250,95500,BATH AND PERSONAL CARE,Liquid soaps,382,366,2.07,2025-08-26 15:47:15
BATLIQ8,7,1000,166000,BATH AND PERSONAL CARE,Liquid soaps,166,124,2.83,2025-08-26 15:55:15
BATLIQ9,7,250,66750,BATH AND PERSONAL CARE,Liquid soaps,267,256,2.46,2025-08-26 15:50:15
BATLIQ10,7,1000,306000,BATH AND PERSONAL CARE,Liquid soaps,306,275,2.02,2025-08-26 15:48:15
BATLIQ11,7,1000,207000,BATH AND PERSONAL CARE,Liquid soaps,207,169,2.47,2025-08-26 15:52:15
BATLIQ12,7,500,77000,BATH AND PERSONAL CARE,Liquid soaps,154,111,2.49,2025-08-26 15:52:15
BATLIQ13,7,500,167500,BATH AND PERSONAL CARE,Liquid soaps,335,327,3.39,2025-08-26 15:52:15
BATLIQ14,7,1000,331000,BATH AND PERSONAL CARE,Liquid soaps,331,251,2.72,2025-08-26 15:54:15
BATLIQ15,7,500,75000,BATH AND PERSONAL CARE,Liquid soaps,150,116,3.75,2025-08-26 15:55:15
BATLIQ16,7,250,91750,BATH AND PERSONAL CARE,Liquid soaps,367,261,2.43,2025-08-26 15:52:15
BATLIQ17,7,250,69500,BATH AND PERSONAL CARE,Liquid soaps,278,275,2.69,2025-08-26 15:49:15
BATLIQ18,7,500,125500,BATH AND PERSONAL CARE,Liquid soaps,251,233,3.01,2025-08-26 15:50:15
BATLIQ19,7,250,76000,BATH AND PERSONAL CARE,Liquid soaps,304,244,3.96,2025-08-26 15:49:15
BATLIQ20,7,250,75250,BATH AND PERSONAL CARE,Liquid soaps,301,291,3.02,2025-08-26 15:47:15
BATLIQ21,7,500,151000,BATH AND PERSONAL CARE,Liquid soaps,302,218,2.47,2025-08-26 15:47:15
BATLIQ22,7,250,98000,BATH AND PERSONAL CARE,Liquid soaps,392,342,3.93,2025-08-26 15:49:15
BATLIQ23,7,500,80500,BATH AND PERSONAL CARE,Liquid soaps,161,153,2.85,2025-08-26 15:56:15
BATLIQ24,7,250,62000,BATH AND PERSONAL CARE,Liquid soaps,248,186,2.69,2025-08-26 15:50:15
BATLIQ25,7,250,87000,BATH AND PERSONAL CARE,Liquid soaps,348,257,2.85,2025-08-26 15:53:15
BATLIQ26,7,500,85000,BATH AND PERSONAL CARE,Liquid soaps,170,143,2.12,2025-08-26 15:55:15
BATLIQ27,7,1000,186000,BATH AND PERSONAL CARE,Liquid soaps,186,136,2.6,2025-08-26 15:50:15
BATLIQ28,7,500,182500,BATH AND PERSONAL CARE,Liquid soaps,365,338,3.57,2025-08-26 15:51:15
BATLIQ29,7,250,74500,BATH AND PERSONAL CARE,Liquid soaps,298,237,1.99,2025-08-26 15:49:15
BATLIQ30,7,250,42500,BATH AND PERSONAL CARE,Liquid soaps,170,132,2.77,2025-08-26 15:52:15
BATLIQ31,7,1000,164000,BATH AND PERSONAL CARE,Liquid soaps,164,118,2.18,2025-08-26 15:54:15
BATLIQ32,7,1000,229000,BATH AND PERSONAL CARE,Liquid soaps,229,163,2.89,2025-08-26 15:50:15
BATINT1,7,250,38250,BATH AND PERSONAL CARE,Intimate soaps,153,110,2.5,2025-08-26 15:47:15
BATINT2,7,250,67000,BATH AND PERSONAL CARE,Intimate soaps,268,217,2.42,2025-08-26 15:55:15
BATINT3,7,250,63250,BATH AND PERSONAL CARE,Intimate soaps,253,227,2.45,2025-08-26 15:55:15
BATINT4,7,500,113500,BATH AND PERSONAL CARE,Intimate soaps,227,167,3.47,2025-08-26 15:53:15
BATINT5,7,250,62000,BATH AND PERSONAL CARE,Intimate soaps,248,187,4.35,2025-08-26 15:52:15
BATINT6,7,250,97250,BATH AND PERSONAL CARE,Intimate soaps,389,290,4.64,2025-08-26 15:55:15
BATINT7,7,500,84500,BATH AND PERSONAL CARE,Intimate soaps,169,121,2.98,2025-08-26 15:52:15
BATINT8,7,500,130500,BATH AND PERSONAL CARE,Intimate soaps,261,220,3.86,2025-08-26 15:50:15
BATINT9,7,250,61750,BATH AND PERSONAL CARE,Intimate soaps,247,195,4.19,2025-08-26 15:50:15
BATINT10,7,500,128500,BATH AND PERSONAL CARE,Intimate soaps,257,196,2.12,2025-08-26 15:52:15
BATINT11,7,250,52250,BATH AND PERSONAL CARE,Intimate soaps,209,150,4.13,2025-08-26 15:54:15
BATINT12,7,500,131500,BATH AND PERSONAL CARE,Intimate soaps,263,260,2.68,2025-08-26 15:56:15
BATINT13,7,500,143000,BATH AND PERSONAL CARE,Intimate soaps,286,244,3.78,2025-08-26 15:52:15
BATINT14,7,500,131500,BATH AND PERSONAL CARE,Intimate soaps,263,191,4.17,2025-08-26 15:54:15
BATINT15,7,250,62500,BATH AND PERSONAL CARE,Intimate soaps,250,210,3.38,2025-08-26 15:54:15
BATINT16,7,500,150500,BATH AND PERSONAL CARE,Intimate soaps,301,216,2.39,2025-08-26 15:49:15
BATINT17,7,250,54000,BATH AND PERSONAL CARE,Intimate soaps,216,206,3.65,2025-08-26 15:50:15
BATINT18,7,250,52750,BATH AND PERSONAL CARE,Intimate soaps,211,153,4.38,2025-08-26 15:55:15
BATINT19,7,500,167000,BATH AND PERSONAL CARE,Intimate soaps,334,284,3.4,2025-08-26 15:49:15
BATTOO1,7,61,15616,BATH AND PERSONAL CARE,Toothpastes,256,199,3.92,2025-08-26 15:53:15
BATTOO2,7,164,60844,BATH AND PERSONAL CARE,Toothpastes,371,336,2.66,2025-08-26 15:52:15
BATTOO3,7,97,25996,BATH AND PERSONAL CARE,Toothpastes,268,229,1.73,2025-08-26 15:47:15
BATTOO4,7,101,41006,BATH AND PERSONAL CARE,Toothpastes,406,348,3.66,2025-08-26 15:52:15
BATTOO5,7,151,45300,BATH AND PERSONAL CARE,Toothpastes,300,252,2.81,2025-08-26 15:50:15
BATTOO6,7,192,67968,BATH AND PERSONAL CARE,Toothpastes,354,309,3.01,2025-08-26 15:49:15
BATTOO7,7,131,47553,BATH AND PERSONAL CARE,Toothpastes,363,292,2.61,2025-08-26 15:53:15
BATTOO8,7,53,25811,BATH AND PERSONAL CARE,Toothpastes,487,451,3.52,2025-08-26 15:49:15
BATTOO9,7,97,37248,BATH AND PERSONAL CARE,Toothpastes,384,284,3.99,2025-08-26 15:53:15
BATTOO10,7,121,50215,BATH AND PERSONAL CARE,Toothpastes,415,369,3.63,2025-08-26 15:55:15
BATTOO11,7,130,36010,BATH AND PERSONAL CARE,Toothpastes,277,258,3.1,2025-08-26 15:51:15
BATTOO12,7,145,36830,BATH AND PERSONAL CARE,Toothpastes,254,231,2.1,2025-08-26 15:55:15
BATTOO13,7,112,40656,BATH AND PERSONAL CARE,Toothpastes,363,312,3.71,2025-08-26 15:51:15
BATTOO14,7,118,31624,BATH AND PERSONAL CARE,Toothpastes,268,252,2.78,2025-08-26 15:51:15
BATTOO15,7,80,35760,BATH AND PERSONAL CARE,Toothpastes,447,321,3.34,2025-08-26 15:52:15
BATTOO16,7,163,49715,BATH AND PERSONAL CARE,Toothpastes,305,292,2.69,2025-08-26 15:56:15
BATTOO17,7,142,32092,BATH AND PERSONAL CARE,Toothpastes,226,181,1.58,2025-08-26 15:48:15
BATTOO18,7,116,38628,BATH AND PERSONAL CARE,Toothpastes,333,328,3.23,2025-08-26 15:55:15
BATTOO19,7,91,23933,BATH AND PERSONAL CARE,Toothpastes,263,210,3.08,2025-08-26 15:54:15
BATTOO20,7,70,21840,BATH AND PERSONAL CARE,Toothpastes,312,269,2.4,2025-08-26 15:55:15
BATTOO21,7,84,41076,BATH AND PERSONAL CARE,Toothpastes,489,437,2.03,2025-08-26 15:48:15
BATTOO22,7,106,47276,BATH AND PERSONAL CARE,Toothpastes,446,366,3.48,2025-08-26 15:52:15
BATTOO23,7,68,29852,BATH AND PERSONAL CARE,Toothpastes,439,336,2.0,2025-08-26 15:51:15
BATTOO24,7,75,32775,BATH AND PERSONAL CARE,Toothpastes,437,382,3.57,2025-08-26 15:47:15
BATTOO25,7,120,46080,BATH AND PERSONAL CARE,Toothpastes,384,276,1.51,2025-08-26 15:52:15
BATTOO26,7,116,44544,BATH AND PERSONAL CARE,Toothpastes,384,306,3.34,2025-08-26 15:50:15
BATTOO27,7,74,28860,BATH AND PERSONAL CARE,Toothpastes,390,375,3.08,2025-08-26 15:48:15
BATTOO28,7,192,58560,BATH AND PERSONAL CARE,Toothpastes,305,282,1.86,2025-08-26 15:48:15
BATTOO29,7,185,76960,BATH AND PERSONAL CARE,Toothpastes,416,358,3.42,2025-08-26 15:55:15
BATTOO30,7,177,40356,BATH AND PERSONAL CARE,Toothpastes,228,209,3.52,2025-08-26 15:48:15
BATTOO31,7,50,14750,BATH AND PERSONAL CARE,Toothpastes,295,284,3.61,2025-08-26 15:53:15
BATTOO32,7,153,57375,BATH AND PERSONAL CARE,Toothpastes,375,323,2.5,2025-08-26 15:50:15
BATTOO33,7,83,19754,BATH AND PERSONAL CARE,Toothpastes,238,204,1.69,2025-08-26 15:49:15
BATTOO34,7,177,50445,BATH AND PERSONAL CARE,Toothpastes,285,238,3.22,2025-08-26 15:53:15
BATTOO35,7,151,42280,BATH AND PERSONAL CARE,Toothpastes,280,209,2.27,2025-08-26 15:53:15
BATTOO36,7,121,34727,BATH AND PERSONAL CARE,Toothpastes,287,273,1.78,2025-08-26 15:47:15
BATTOO37,7,83,32287,BATH AND PERSONAL CARE,Toothpastes,389,372,1.52,2025-08-26 15:51:15
BATTOO38,7,132,44220,BATH AND PERSONAL CARE,Toothpastes,335,293,2.81,2025-08-26 15:47:15
BATTOO39,7,65,31590,BATH AND PERSONAL CARE,Toothpastes,486,395,3.2,2025-08-26 15:54:15
BATTOO40,7,194,55096,BATH AND PERSONAL CARE,Toothpastes,284,213,2.75,2025-08-26 15:51:15
BATTOO41,7,173,84770,BATH AND PERSONAL CARE,Toothpastes,490,366,3.27,2025-08-26 15:47:15
BATTOO42,7,115,38065,BATH AND PERSONAL CARE,Toothpastes,331,303,1.68,2025-08-26 15:52:15
BATTOO43,7,62,14012,BATH AND PERSONAL CARE,Toothpastes,226,160,3.17,2025-08-26 15:51:15
BATTOO44,7,83,39923,BATH AND PERSONAL CARE,Toothpastes,481,380,2.2,2025-08-26 15:53:15
BATTOO45,7,185,73630,BATH AND PERSONAL CARE,Toothpastes,398,349,2.23,2025-08-26 15:47:15
BATTOO46,7,169,84162,BATH AND PERSONAL CARE,Toothpastes,498,429,2.51,2025-08-26 15:50:15
BATTOO47,7,76,15200,BATH AND PERSONAL CARE,Toothpastes,200,149,1.56,2025-08-26 15:55:15
BATTOO48,7,102,26418,BATH AND PERSONAL CARE,Toothpastes,259,226,3.61,2025-08-26 15:47:15
BATTOO49,7,194,81480,BATH AND PERSONAL CARE,Toothpastes,420,399,3.1,2025-08-26 15:50:15
BATTOO50,7,62,21266,BATH AND PERSONAL CARE,Toothpastes,343,287,3.01,2025-08-26 15:56:15
BATTOO51,7,102,35496,BATH AND PERSONAL CARE,Toothpastes,348,269,2.54,2025-08-26 15:53:15
BATTOO52,7,74,20572,BATH AND PERSONAL CARE,Toothpastes,278,210,1.81,2025-08-26 15:49:15
BATTOO53,7,130,62400,BATH AND PERSONAL CARE,Toothpastes,480,342,3.3,2025-08-26 15:48:15
BATTOO54,7,81,30861,BATH AND PERSONAL CARE,Toothpastes,381,373,2.62,2025-08-26 15:55:15
BATTOO55,7,59,23600,BATH AND PERSONAL CARE,Toothpastes,400,360,3.55,2025-08-26 15:56:15
BATTOO56,7,103,27707,BATH AND PERSONAL CARE,Toothpastes,269,266,1.68,2025-08-26 15:55:15
BATTOO57,7,163,65852,BATH AND PERSONAL CARE,Toothpastes,404,312,2.1,2025-08-26 15:48:15
BATMOU1,7,500,193500,BATH AND PERSONAL CARE,Mouthwashes,387,370,5.38,2025-08-26 15:50:15
BATMOU2,7,750,273000,BATH AND PERSONAL CARE,Mouthwashes,364,260,4.43,2025-08-26 15:54:15
BATMOU3,7,750,297000,BATH AND PERSONAL CARE,Mouthwashes,396,337,2.92,2025-08-26 15:51:15
BATMOU4,7,750,185250,BATH AND PERSONAL CARE,Mouthwashes,247,196,5.21,2025-08-26 15:55:15
BATMOU5,7,500,102000,BATH AND PERSONAL CARE,Mouthwashes,204,169,3.91,2025-08-26 15:54:15
BATMOU6,7,750,128250,BATH AND PERSONAL CARE,Mouthwashes,171,150,3.49,2025-08-26 15:48:15
BATMOU7,7,500,159500,BATH AND PERSONAL CARE,Mouthwashes,319,236,5.38,2025-08-26 15:56:15
BATMOU8,7,750,186750,BATH AND PERSONAL CARE,Mouthwashes,249,234,2.69,2025-08-26 15:50:15
BATMOU9,7,250,43000,BATH AND PERSONAL CARE,Mouthwashes,172,147,3.61,2025-08-26 15:56:15
BATMOU10,7,750,199500,BATH AND PERSONAL CARE,Mouthwashes,266,250,3.16,2025-08-26 15:51:15
BATMOU11,7,250,81000,BATH AND PERSONAL CARE,Mouthwashes,324,268,2.66,2025-08-26 15:52:15
BATMOU12,7,500,145500,BATH AND PERSONAL CARE,Mouthwashes,291,216,4.97,2025-08-26 15:52:15
BATMOU13,7,750,289500,BATH AND PERSONAL CARE,Mouthwashes,386,272,4.54,2025-08-26 15:53:15
BATMOU14,7,250,84750,BATH AND PERSONAL CARE,Mouthwashes,339,329,3.69,2025-08-26 15:54:15
BATTOO1,7,170,42670,BATH AND PERSONAL CARE,Toothbrushes and accessories,251,199,1.33,2025-08-26 15:52:15
BATTOO2,7,188,43240,BATH AND PERSONAL CARE,Toothbrushes and accessories,230,195,4.31,2025-08-26 15:51:15
BATTOO3,7,156,23556,BATH AND PERSONAL CARE,Toothbrushes and accessories,151,111,2.08,2025-08-26 15:50:15
BATTOO4,7,149,24287,BATH AND PERSONAL CARE,Toothbrushes and accessories,163,151,4.63,2025-08-26 15:55:15
BATTOO5,7,100,18900,BATH AND PERSONAL CARE,Toothbrushes and accessories,189,146,2.74,2025-08-26 15:56:15
BATTOO6,7,161,26887,BATH AND PERSONAL CARE,Toothbrushes and accessories,167,153,4.75,2025-08-26 15:50:15
BATTOO7,7,194,44426,BATH AND PERSONAL CARE,Toothbrushes and accessories,229,174,3.75,2025-08-26 15:50:15
BATTOO8,7,109,22999,BATH AND PERSONAL CARE,Toothbrushes and accessories,211,192,3.53,2025-08-26 15:49:15
BATTOO9,7,169,33293,BATH AND PERSONAL CARE,Toothbrushes and accessories,197,192,3.7,2025-08-26 15:48:15
BATTOO10,7,72,15768,BATH AND PERSONAL CARE,Toothbrushes and accessories,219,177,2.02,2025-08-26 15:53:15
BATTOO11,7,62,16554,BATH AND PERSONAL CARE,Toothbrushes and accessories,267,248,1.73,2025-08-26 15:47:15
BATTOO12,7,73,21243,BATH AND PERSONAL CARE,Toothbrushes and accessories,291,203,4.04,2025-08-26 15:56:15
BATTOO13,7,66,12672,BATH AND PERSONAL CARE,Toothbrushes and accessories,192,146,3.7,2025-08-26 15:49:15
BATTOO14,7,74,12876,BATH AND PERSONAL CARE,Toothbrushes and accessories,174,170,2.19,2025-08-26 15:51:15
BATTOO15,7,70,19320,BATH AND PERSONAL CARE,Toothbrushes and accessories,276,274,2.9,2025-08-26 15:50:15
BATTOO16,7,189,49707,BATH AND PERSONAL CARE,Toothbrushes and accessories,263,228,5.0,2025-08-26 15:49:15
BATTOO17,7,194,42098,BATH AND PERSONAL CARE,Toothbrushes and accessories,217,165,2.44,2025-08-26 15:54:15
BATTOO18,7,97,27451,BATH AND PERSONAL CARE,Toothbrushes and accessories,283,278,2.54,2025-08-26 15:53:15
BATTOO19,7,90,23310,BATH AND PERSONAL CARE,Toothbrushes and accessories,259,218,2.9,2025-08-26 15:56:15
BATTOO20,7,195,56745,BATH AND PERSONAL CARE,Toothbrushes and accessories,291,270,3.54,2025-08-26 15:50:15
BATTOO21,7,154,44352,BATH AND PERSONAL CARE,Toothbrushes and accessories,288,230,1.21,2025-08-26 15:49:15
BATTOO22,7,62,14694,BATH AND PERSONAL CARE,Toothbrushes and accessories,237,165,2.67,2025-08-26 15:49:15
BATTOO23,7,190,52440,BATH AND PERSONAL CARE,Toothbrushes and accessories,276,231,2.66,2025-08-26 15:47:15
BATTOO24,7,179,39917,BATH AND PERSONAL CARE,Toothbrushes and accessories,223,167,1.85,2025-08-26 15:56:15
BATTOO25,7,122,35014,BATH AND PERSONAL CARE,Toothbrushes and accessories,287,271,4.48,2025-08-26 15:53:15
BATTOO26,7,103,15450,BATH AND PERSONAL CARE,Toothbrushes and accessories,150,106,4.52,2025-08-26 15:56:15
BATTOO27,7,149,37250,BATH AND PERSONAL CARE,Toothbrushes and accessories,250,215,3.71,2025-08-26 15:50:15
BATTOO28,7,186,27900,BATH AND PERSONAL CARE,Toothbrushes and accessories,150,135,1.55,2025-08-26 15:51:15
BATTOO29,7,56,14336,BATH AND PERSONAL CARE,Toothbrushes and accessories,256,206,1.5,2025-08-26 15:50:15
BATTOO30,7,52,13520,BATH AND PERSONAL CARE,Toothbrushes and accessories,260,196,2.26,2025-08-26 15:55:15
BATTOO31,7,198,45342,BATH AND PERSONAL CARE,Toothbrushes and accessories,229,222,3.73,2025-08-26 15:52:15
BATTOO32,7,103,24926,BATH AND PERSONAL CARE,Toothbrushes and accessories,242,194,1.8,2025-08-26 15:53:15
BATTOO33,7,149,33227,BATH AND PERSONAL CARE,Toothbrushes and accessories,223,218,1.34,2025-08-26 15:53:15
