shelf_id,aisle,item_weight,shelf_weight,item_category,item_subcategory,item_visibility,maximum_stock,current_stock,item_price,time_stamp
BATTOO1,7,170,3400,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.15845,20,17,1.33,2025-08-25 16:01:36
BATTOO2,7,188,3008,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.079332,16,13,4.31,2025-08-25 16:09:36
BATTOO3,7,156,2808,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.189019,18,14,2.08,2025-08-25 16:08:36
BATTOO4,7,149,3129,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.111235,21,16,4.63,2025-08-25 16:05:36
BATTOO5,7,100,1800,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.143096,18,14,2.74,2025-08-25 16:06:36
BATTOO6,7,161,3220,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.05716,20,14,4.75,2025-08-25 16:09:36
BATTOO7,7,194,5044,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.136721,26,22,3.75,2025-08-25 16:05:36
BATTOO8,7,109,2289,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.077511,21,16,3.53,2025-08-25 16:01:36
BATTOO9,7,169,4901,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.114383,29,27,3.7,2025-08-25 16:04:36
BATTOO10,7,72,1800,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.063947,25,18,2.02,2025-08-25 16:05:36
BATTOO11,7,62,1302,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.115666,21,19,1.73,2025-08-25 16:01:36
BATTOO12,7,73,1898,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.181538,26,25,4.04,2025-08-25 16:05:36
BATTOO13,7,66,1320,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.078985,20,17,3.7,2025-08-25 16:01:36
BATTOO14,7,74,1554,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.145078,21,18,2.19,2025-08-25 16:06:36
BATTOO15,7,70,1120,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.12789,16,15,2.9,2025-08-25 16:02:36
BATTOO16,7,189,5481,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.188318,29,20,5.0,2025-08-25 16:06:36
BATTOO17,7,194,2910,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.163154,15,12,2.44,2025-08-25 16:09:36
BATTOO18,7,97,2522,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.151976,26,24,2.54,2025-08-25 16:06:36
BATTOO19,7,90,1440,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.080762,16,12,2.9,2025-08-25 16:08:36
BATTOO20,7,195,4485,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.132383,23,21,3.54,2025-08-25 16:08:36
BATTOO21,7,154,3696,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.194552,24,19,1.21,2025-08-25 16:02:36
BATTOO22,7,62,1550,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.155538,25,20,2.67,2025-08-25 16:01:36
BATTOO23,7,190,4750,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.093696,25,20,2.66,2025-08-25 16:05:36
BATTOO24,7,179,5191,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.132305,29,21,1.85,2025-08-25 16:10:36
BATTOO25,7,122,3172,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.152524,26,22,4.48,2025-08-25 16:03:36
BATTOO26,7,103,2472,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.139919,24,17,4.52,2025-08-25 16:04:36
BATTOO27,7,149,3576,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.061515,24,18,3.71,2025-08-25 16:09:36
BATTOO28,7,186,4278,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.137699,23,19,1.55,2025-08-25 16:10:36
BATTOO29,7,56,840,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.123331,15,13,1.5,2025-08-25 16:02:36
BATTOO30,7,52,1404,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.101334,27,25,2.26,2025-08-25 16:08:36
BATTOO31,7,198,3366,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.191753,17,14,3.73,2025-08-25 16:07:36
BATTOO32,7,103,2781,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.163555,27,25,1.8,2025-08-25 16:02:36
BATTOO33,7,149,3427,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.099811,23,16,1.34,2025-08-25 16:08:36
BATTOO34,7,62,1736,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.064965,28,23,1.23,2025-08-25 16:03:36
BATTOO35,7,167,4676,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.114307,28,27,4.13,2025-08-25 16:03:36
BATTOO36,7,102,2652,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.066007,26,18,2.07,2025-08-25 16:07:36
BATTOO37,7,102,2448,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.054348,24,21,3.75,2025-08-25 16:05:36
BATTOO38,7,62,1116,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.139354,18,13,2.52,2025-08-25 16:06:36
BATTOO39,7,73,2117,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.178302,29,20,4.35,2025-08-25 16:01:36
BATTOO40,7,130,2470,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.173695,19,18,1.5,2025-08-25 16:04:36
BATTOO41,7,187,5049,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.149375,27,25,1.13,2025-08-25 16:10:36
BATTOO42,7,180,5040,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.093554,28,27,2.62,2025-08-25 16:01:36
BATTOO43,7,66,1452,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.174787,22,19,4.62,2025-08-25 16:02:36
BATTOO44,7,165,4620,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.067698,28,27,1.04,2025-08-25 16:10:36
BATTOO45,7,171,4275,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.0652,25,20,3.08,2025-08-25 16:02:36
BATTOO46,7,114,2280,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.19708,20,19,2.25,2025-08-25 16:09:36
BATTOO47,7,65,1430,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.126448,22,21,4.09,2025-08-25 16:01:36
BATTOO48,7,153,3825,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.133597,25,17,1.53,2025-08-25 16:04:36
BATTOO49,7,76,1596,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.135022,21,16,3.3,2025-08-25 16:09:36
BATTOO50,7,183,3111,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.17155,17,16,2.74,2025-08-25 16:02:36
BATTOO51,7,82,1968,BATH AND PERSONAL CARE,Toothbrushes and accessories,0.150273,24,19,3.96,2025-08-25 16:04:36
BATSHA1,7,750,19500,BATH AND PERSONAL CARE,Shampoos,0.136065,26,24,4.09,2025-08-25 16:10:36
BATSHA2,7,500,11000,BATH AND PERSONAL CARE,Shampoos,0.09254,22,17,5.42,2025-08-25 16:04:36
BATSHA3,7,750,36750,BATH AND PERSONAL CARE,Shampoos,0.195471,49,47,5.98,2025-08-25 16:01:36
BATSHA4,7,250,6000,BATH AND PERSONAL CARE,Shampoos,0.17773,24,22,7.85,2025-08-25 16:05:36
BATSHA5,7,750,27000,BATH AND PERSONAL CARE,Shampoos,0.149274,36,32,6.05,2025-08-25 16:09:36
BATSHA6,7,750,27000,BATH AND PERSONAL CARE,Shampoos,0.177059,36,31,6.98,2025-08-25 16:03:36
BATSHA7,7,750,22500,BATH AND PERSONAL CARE,Shampoos,0.103375,30,25,6.68,2025-08-25 16:02:36
BATSHA8,7,250,9000,BATH AND PERSONAL CARE,Shampoos,0.10445,36,35,4.39,2025-08-25 16:06:36
BATSHA9,7,750,32250,BATH AND PERSONAL CARE,Shampoos,0.192915,43,30,6.26,2025-08-25 16:03:36
BATSHA10,7,250,11500,BATH AND PERSONAL CARE,Shampoos,0.127283,46,32,3.48,2025-08-25 16:01:36
BATSHA11,7,250,7500,BATH AND PERSONAL CARE,Shampoos,0.183081,30,21,6.48,2025-08-25 16:06:36
BATSHA12,7,750,26250,BATH AND PERSONAL CARE,Shampoos,0.14307,35,26,6.03,2025-08-25 16:01:36
BATSHA13,7,500,21000,BATH AND PERSONAL CARE,Shampoos,0.159052,42,38,7.94,2025-08-25 16:01:36
BATSHA14,7,750,27750,BATH AND PERSONAL CARE,Shampoos,0.075047,37,36,6.71,2025-08-25 16:08:36
BATSHA15,7,500,23000,BATH AND PERSONAL CARE,Shampoos,0.169318,46,33,5.87,2025-08-25 16:09:36
BATSHA16,7,500,11000,BATH AND PERSONAL CARE,Shampoos,0.074572,22,17,4.19,2025-08-25 16:04:36
BATSHA17,7,750,15750,BATH AND PERSONAL CARE,Shampoos,0.105309,21,17,6.35,2025-08-25 16:01:36
BATSHA18,7,750,22500,BATH AND PERSONAL CARE,Shampoos,0.143695,30,25,2.84,2025-08-25 16:06:36
BATSHA19,7,500,13000,BATH AND PERSONAL CARE,Shampoos,0.116492,26,25,7.08,2025-08-25 16:04:36
BATSHA20,7,750,23250,BATH AND PERSONAL CARE,Shampoos,0.165082,31,22,5.47,2025-08-25 16:04:36
BATSHA21,7,750,26250,BATH AND PERSONAL CARE,Shampoos,0.140102,35,33,7.89,2025-08-25 16:06:36
BATSHA22,7,750,31500,BATH AND PERSONAL CARE,Shampoos,0.062474,42,41,2.98,2025-08-25 16:06:36
BATSHA23,7,750,27750,BATH AND PERSONAL CARE,Shampoos,0.196734,37,36,3.56,2025-08-25 16:10:36
BATSHA24,7,250,5250,BATH AND PERSONAL CARE,Shampoos,0.080313,21,15,7.68,2025-08-25 16:04:36
BATSHA25,7,500,23000,BATH AND PERSONAL CARE,Shampoos,0.154724,46,39,3.74,2025-08-25 16:04:36
BATSHA26,7,250,5500,BATH AND PERSONAL CARE,Shampoos,0.174092,22,19,7.34,2025-08-25 16:03:36
BATSHA27,7,250,11750,BATH AND PERSONAL CARE,Shampoos,0.161583,47,36,6.14,2025-08-25 16:08:36
BATSHA28,7,500,19000,BATH AND PERSONAL CARE,Shampoos,0.170292,38,29,2.88,2025-08-25 16:09:36
BATSHA29,7,250,10750,BATH AND PERSONAL CARE,Shampoos,0.055989,43,36,4.98,2025-08-25 16:02:36
BATSHA30,7,250,8000,BATH AND PERSONAL CARE,Shampoos,0.101997,32,27,4.69,2025-08-25 16:01:36
BATSHA31,7,500,19500,BATH AND PERSONAL CARE,Shampoos,0.193121,39,31,4.49,2025-08-25 16:02:36
BATSHA32,7,500,17500,BATH AND PERSONAL CARE,Shampoos,0.051131,35,27,5.18,2025-08-25 16:01:36
BATSHA33,7,750,18750,BATH AND PERSONAL CARE,Shampoos,0.183495,25,19,4.13,2025-08-25 16:10:36
BATSHA34,7,500,16000,BATH AND PERSONAL CARE,Shampoos,0.120694,32,23,6.08,2025-08-25 16:09:36
BATSHA35,7,250,6500,BATH AND PERSONAL CARE,Shampoos,0.106625,26,18,5.73,2025-08-25 16:03:36
BATSHA36,7,500,14500,BATH AND PERSONAL CARE,Shampoos,0.155523,29,26,6.84,2025-08-25 16:04:36
BATSHA37,7,500,15000,BATH AND PERSONAL CARE,Shampoos,0.183361,30,27,5.28,2025-08-25 16:04:36
BATSHA38,7,500,13000,BATH AND PERSONAL CARE,Shampoos,0.149574,26,18,4.6,2025-08-25 16:01:36
BATSHA39,7,500,20000,BATH AND PERSONAL CARE,Shampoos,0.095061,40,37,5.37,2025-08-25 16:02:36
BATSHA40,7,500,16500,BATH AND PERSONAL CARE,Shampoos,0.141395,33,30,4.67,2025-08-25 16:07:36
BATSHA41,7,250,6500,BATH AND PERSONAL CARE,Shampoos,0.195326,26,20,2.3,2025-08-25 16:05:36
BATSHA42,7,250,5750,BATH AND PERSONAL CARE,Shampoos,0.18054,23,21,2.82,2025-08-25 16:05:36
BATSHA43,7,750,30750,BATH AND PERSONAL CARE,Shampoos,0.120334,41,32,6.76,2025-08-25 16:07:36
BATSHA44,7,750,18750,BATH AND PERSONAL CARE,Shampoos,0.097563,25,23,4.35,2025-08-25 16:06:36
BATSHA45,7,500,11500,BATH AND PERSONAL CARE,Shampoos,0.076968,23,20,2.65,2025-08-25 16:03:36
BATSHA46,7,750,33750,BATH AND PERSONAL CARE,Shampoos,0.095409,45,42,4.99,2025-08-25 16:10:36
BATSHA47,7,750,30750,BATH AND PERSONAL CARE,Shampoos,0.131441,41,31,7.89,2025-08-25 16:05:36
BATSHA48,7,250,7500,BATH AND PERSONAL CARE,Shampoos,0.146156,30,28,3.31,2025-08-25 16:06:36
BATSHA49,7,250,6500,BATH AND PERSONAL CARE,Shampoos,0.164005,26,19,4.62,2025-08-25 16:05:36
BATSHA50,7,750,17250,BATH AND PERSONAL CARE,Shampoos,0.077182,23,20,3.06,2025-08-25 16:10:36
BATSHA51,7,500,20500,BATH AND PERSONAL CARE,Shampoos,0.092739,41,31,5.73,2025-08-25 16:09:36
BATSHA52,7,500,14000,BATH AND PERSONAL CARE,Shampoos,0.189546,28,20,2.09,2025-08-25 16:02:36
BATSHA53,7,750,29250,BATH AND PERSONAL CARE,Shampoos,0.06268,39,33,6.39,2025-08-25 16:10:36
BATSHA54,7,250,8000,BATH AND PERSONAL CARE,Shampoos,0.157964,32,31,7.66,2025-08-25 16:03:36
BATSHA55,7,750,23250,BATH AND PERSONAL CARE,Shampoos,0.184205,31,27,4.37,2025-08-25 16:01:36
BATSHA56,7,500,23000,BATH AND PERSONAL CARE,Shampoos,0.136681,46,32,7.8,2025-08-25 16:02:36
BATSHA57,7,250,12000,BATH AND PERSONAL CARE,Shampoos,0.088127,48,37,7.13,2025-08-25 16:09:36
BATSHA58,7,500,23000,BATH AND PERSONAL CARE,Shampoos,0.142311,46,39,6.31,2025-08-25 16:02:36
BATSHA59,7,750,16500,BATH AND PERSONAL CARE,Shampoos,0.085498,22,19,3.39,2025-08-25 16:06:36
BATSHA60,7,750,23250,BATH AND PERSONAL CARE,Shampoos,0.160893,31,25,6.0,2025-08-25 16:10:36
BATSHA61,7,750,26250,BATH AND PERSONAL CARE,Shampoos,0.191736,35,25,7.76,2025-08-25 16:01:36
BATSHA62,7,500,16000,BATH AND PERSONAL CARE,Shampoos,0.151488,32,29,6.63,2025-08-25 16:02:36
BATSHA63,7,500,11500,BATH AND PERSONAL CARE,Shampoos,0.129376,23,17,5.62,2025-08-25 16:02:36
BATSHA64,7,250,5500,BATH AND PERSONAL CARE,Shampoos,0.113624,22,21,2.05,2025-08-25 16:08:36
BATSHA65,7,250,9000,BATH AND PERSONAL CARE,Shampoos,0.170182,36,30,4.26,2025-08-25 16:03:36
BATSHA66,7,500,18500,BATH AND PERSONAL CARE,Shampoos,0.124987,37,33,6.83,2025-08-25 16:09:36
BATSHA67,7,250,11750,BATH AND PERSONAL CARE,Shampoos,0.177442,47,44,3.33,2025-08-25 16:07:36
BATSHA68,7,500,13000,BATH AND PERSONAL CARE,Shampoos,0.158979,26,24,5.09,2025-08-25 16:08:36
BATSHA69,7,750,29250,BATH AND PERSONAL CARE,Shampoos,0.174304,39,35,3.52,2025-08-25 16:07:36
BATSHA70,7,750,21750,BATH AND PERSONAL CARE,Shampoos,0.114045,29,25,2.18,2025-08-25 16:02:36
BATSHA71,7,750,28500,BATH AND PERSONAL CARE,Shampoos,0.06252,38,31,7.37,2025-08-25 16:01:36
BATSHA72,7,250,5500,BATH AND PERSONAL CARE,Shampoos,0.162625,22,16,2.71,2025-08-25 16:05:36
BATSHA73,7,250,9750,BATH AND PERSONAL CARE,Shampoos,0.122655,39,36,2.92,2025-08-25 16:09:36
BATSHA74,7,750,28500,BATH AND PERSONAL CARE,Shampoos,0.098686,38,28,7.52,2025-08-25 16:07:36
BATSHA75,7,750,29250,BATH AND PERSONAL CARE,Shampoos,0.165524,39,36,4.97,2025-08-25 16:03:36
BATSHA76,7,250,12250,BATH AND PERSONAL CARE,Shampoos,0.086518,49,43,6.57,2025-08-25 16:06:36
BATSHA77,7,250,5000,BATH AND PERSONAL CARE,Shampoos,0.057625,20,18,5.81,2025-08-25 16:01:36
BATSHA78,7,250,12000,BATH AND PERSONAL CARE,Shampoos,0.174503,48,34,2.2,2025-08-25 16:05:36
BATSHA79,7,750,16500,BATH AND PERSONAL CARE,Shampoos,0.116044,22,16,7.71,2025-08-25 16:06:36
BATSHA80,7,750,16500,BATH AND PERSONAL CARE,Shampoos,0.10569,22,16,3.65,2025-08-25 16:05:36
BATSHA81,7,250,12250,BATH AND PERSONAL CARE,Shampoos,0.118359,49,41,6.73,2025-08-25 16:08:36
BATCON1,7,150,3150,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.104978,21,19,5.88,2025-08-25 16:05:36
BATCON2,7,500,23000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.154549,46,40,4.99,2025-08-25 16:04:36
BATCON3,7,150,5400,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.145106,36,31,3.94,2025-08-25 16:08:36
BATCON4,7,250,9250,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.184741,37,36,7.76,2025-08-25 16:01:36
BATCON5,7,500,10500,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.103485,21,18,5.54,2025-08-25 16:06:36
BATCON6,7,500,13000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.115,26,22,7.01,2025-08-25 16:04:36
BATCON7,7,150,3900,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.050609,26,19,2.72,2025-08-25 16:09:36
BATCON8,7,150,5700,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.154792,38,33,3.39,2025-08-25 16:02:36
BATCON9,7,150,3750,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.146302,25,24,3.85,2025-08-25 16:07:36
BATCON10,7,150,6300,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.083348,42,33,6.81,2025-08-25 16:08:36
BATCON11,7,500,15000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.198768,30,24,5.07,2025-08-25 16:10:36
BATCON12,7,250,9500,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.078259,38,28,7.54,2025-08-25 16:06:36
BATCON13,7,150,5400,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.118589,36,29,4.62,2025-08-25 16:01:36
BATCON14,7,500,24000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.092604,48,39,7.92,2025-08-25 16:07:36
BATCON15,7,250,5250,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.182903,21,20,7.86,2025-08-25 16:09:36
BATCON16,7,150,5400,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.144613,36,31,7.08,2025-08-25 16:05:36
BATCON17,7,500,13000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.14273,26,21,5.36,2025-08-25 16:10:36
BATCON18,7,500,11500,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.068352,23,19,5.77,2025-08-25 16:10:36
BATCON19,7,150,4650,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.162733,31,21,6.05,2025-08-25 16:04:36
BATCON20,7,150,3300,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.180865,22,15,4.27,2025-08-25 16:01:36
BATCON21,7,500,11000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.054609,22,17,2.7,2025-08-25 16:10:36
BATCON22,7,250,6250,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.139457,25,24,2.93,2025-08-25 16:06:36
BATCON23,7,250,5500,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.192428,22,15,8.14,2025-08-25 16:09:36
BATCON24,7,150,3600,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.171601,24,19,5.26,2025-08-25 16:10:36
BATCON25,7,500,17000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.052412,34,24,7.37,2025-08-25 16:04:36
BATCON26,7,500,20500,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.166419,41,33,4.49,2025-08-25 16:09:36
BATCON27,7,250,7250,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.130331,29,20,7.14,2025-08-25 16:02:36
BATCON28,7,250,8250,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.125872,33,25,7.45,2025-08-25 16:09:36
BATCON29,7,250,12250,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.167031,49,34,7.76,2025-08-25 16:08:36
BATCON30,7,500,22000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.077097,44,43,2.77,2025-08-25 16:05:36
BATCON31,7,500,12500,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.100224,25,20,8.09,2025-08-25 16:09:36
BATCON32,7,500,15000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.082714,30,22,3.27,2025-08-25 16:01:36
BATCON33,7,250,7500,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.164058,30,27,5.69,2025-08-25 16:07:36
BATCON34,7,150,3450,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.108016,23,21,5.0,2025-08-25 16:04:36
BATCON35,7,250,12000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.093852,48,36,4.67,2025-08-25 16:10:36
BATCON36,7,150,6150,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.113636,41,32,8.34,2025-08-25 16:03:36
BATCON37,7,500,11000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.137984,22,20,3.72,2025-08-25 16:09:36
BATCON38,7,150,3900,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.10425,26,18,4.32,2025-08-25 16:04:36
BATCON39,7,500,16000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.162407,32,29,7.8,2025-08-25 16:05:36
BATCON40,7,250,10750,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.090007,43,31,6.88,2025-08-25 16:07:36
BATCON41,7,250,12250,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.119147,49,41,6.89,2025-08-25 16:07:36
BATCON42,7,500,23000,BATH AND PERSONAL CARE,Conditioners and after-shampoos,0.198053,46,39,5.0,2025-08-25 16:03:36
BATHAI1,7,240,2640,BATH AND PERSONAL CARE,Hair dyes,0.085926,11,9,9.23,2025-08-25 16:09:36
BATHAI2,7,149,1937,BATH AND PERSONAL CARE,Hair dyes,0.141376,13,11,13.96,2025-08-25 16:07:36
BATHAI3,7,200,3200,BATH AND PERSONAL CARE,Hair dyes,0.140234,16,15,12.13,2025-08-25 16:10:36
BATHAI4,7,254,2794,BATH AND PERSONAL CARE,Hair dyes,0.114872,11,9,7.71,2025-08-25 16:01:36
BATHAI5,7,284,5964,BATH AND PERSONAL CARE,Hair dyes,0.094306,21,18,8.71,2025-08-25 16:08:36
BATHAI6,7,222,3330,BATH AND PERSONAL CARE,Hair dyes,0.050172,15,14,15.0,2025-08-25 16:10:36
BATHAI7,7,138,2070,BATH AND PERSONAL CARE,Hair dyes,0.139317,15,13,7.2,2025-08-25 16:04:36
BATHAI8,7,121,1331,BATH AND PERSONAL CARE,Hair dyes,0.158797,11,9,8.93,2025-08-25 16:02:36
BATHAI9,7,248,2728,BATH AND PERSONAL CARE,Hair dyes,0.184666,11,9,6.5,2025-08-25 16:08:36
BATHAI10,7,115,2530,BATH AND PERSONAL CARE,Hair dyes,0.050532,22,17,5.78,2025-08-25 16:06:36
BATHAI11,7,130,3120,BATH AND PERSONAL CARE,Hair dyes,0.179895,24,22,12.54,2025-08-25 16:04:36
BATHAI12,7,131,1965,BATH AND PERSONAL CARE,Hair dyes,0.122302,15,13,6.67,2025-08-25 16:09:36
BATHAI13,7,108,1836,BATH AND PERSONAL CARE,Hair dyes,0.141539,17,15,7.69,2025-08-25 16:06:36
BATHAI14,7,109,1853,BATH AND PERSONAL CARE,Hair dyes,0.198438,17,12,9.82,2025-08-25 16:06:36
BATHAI15,7,116,1160,BATH AND PERSONAL CARE,Hair dyes,0.052632,10,7,11.02,2025-08-25 16:02:36
BATHAI16,7,279,3906,BATH AND PERSONAL CARE,Hair dyes,0.168853,14,12,11.32,2025-08-25 16:10:36
BATHAI17,7,222,2442,BATH AND PERSONAL CARE,Hair dyes,0.148867,11,9,12.59,2025-08-25 16:07:36
BATHAI18,7,201,3618,BATH AND PERSONAL CARE,Hair dyes,0.123994,18,15,12.81,2025-08-25 16:01:36
BATHAI19,7,290,6670,BATH AND PERSONAL CARE,Hair dyes,0.131106,23,17,10.09,2025-08-25 16:07:36
BATHAI20,7,135,1620,BATH AND PERSONAL CARE,Hair dyes,0.108977,12,9,14.72,2025-08-25 16:01:36
BATHAI21,7,226,3164,BATH AND PERSONAL CARE,Hair dyes,0.170804,14,10,13.28,2025-08-25 16:10:36
BATHAI22,7,203,2842,BATH AND PERSONAL CARE,Hair dyes,0.083893,14,12,6.8,2025-08-25 16:06:36
BATHAI23,7,266,5054,BATH AND PERSONAL CARE,Hair dyes,0.061281,19,14,9.62,2025-08-25 16:09:36
BATHAI24,7,100,2200,BATH AND PERSONAL CARE,Hair dyes,0.147658,22,21,6.22,2025-08-25 16:01:36
BATHAI25,7,221,2210,BATH AND PERSONAL CARE,Hair dyes,0.098685,10,7,12.29,2025-08-25 16:01:36
BATHAI26,7,225,2925,BATH AND PERSONAL CARE,Hair dyes,0.0903,13,11,8.45,2025-08-25 16:09:36
BATHAI27,7,261,2610,BATH AND PERSONAL CARE,Hair dyes,0.121993,10,8,13.07,2025-08-25 16:05:36
BATHAI28,7,172,1892,BATH AND PERSONAL CARE,Hair dyes,0.158188,11,8,8.45,2025-08-25 16:05:36
BATHAI29,7,105,1785,BATH AND PERSONAL CARE,Hair dyes,0.12515,17,13,11.65,2025-08-25 16:04:36
BATHAI30,7,102,1428,BATH AND PERSONAL CARE,Hair dyes,0.143372,14,13,6.19,2025-08-25 16:09:36
BATHAI31,7,148,2368,BATH AND PERSONAL CARE,Hair dyes,0.085273,16,14,12.27,2025-08-25 16:02:36
BATHAI32,7,274,5480,BATH AND PERSONAL CARE,Hair dyes,0.181793,20,19,9.35,2025-08-25 16:08:36
BATHAI33,7,291,4074,BATH AND PERSONAL CARE,Hair dyes,0.071204,14,11,9.96,2025-08-25 16:10:36
BATHAI34,7,294,3528,BATH AND PERSONAL CARE,Hair dyes,0.082993,12,8,9.83,2025-08-25 16:02:36
BATHAI1,7,199,5572,BATH AND PERSONAL CARE,Hairsprays and gels,0.059867,28,25,6.14,2025-08-25 16:08:36
BATHAI2,7,227,4994,BATH AND PERSONAL CARE,Hairsprays and gels,0.059706,22,18,6.63,2025-08-25 16:08:36
BATHAI3,7,468,10764,BATH AND PERSONAL CARE,Hairsprays and gels,0.120738,23,16,3.1,2025-08-25 16:03:36
BATHAI4,7,471,8949,BATH AND PERSONAL CARE,Hairsprays and gels,0.108172,19,15,3.5,2025-08-25 16:04:36
BATHAI5,7,177,4071,BATH AND PERSONAL CARE,Hairsprays and gels,0.108089,23,17,5.81,2025-08-25 16:06:36
BATHAI6,7,369,7749,BATH AND PERSONAL CARE,Hairsprays and gels,0.102718,21,20,6.37,2025-08-25 16:07:36
BATHAI7,7,346,5536,BATH AND PERSONAL CARE,Hairsprays and gels,0.094333,16,12,3.94,2025-08-25 16:08:36
BATHAI8,7,414,9108,BATH AND PERSONAL CARE,Hairsprays and gels,0.053384,22,17,5.0,2025-08-25 16:09:36
BATHAI9,7,489,11247,BATH AND PERSONAL CARE,Hairsprays and gels,0.06055,23,20,5.19,2025-08-25 16:08:36
BATHAI10,7,267,5607,BATH AND PERSONAL CARE,Hairsprays and gels,0.091828,21,18,3.21,2025-08-25 16:01:36
