shelf_id,discount_date,discount
FISFRE1133,2025-03-26,0.1883
FISFRE1134,2025-03-26,0.25
BEVWAT0005,2025-03-27,0.1
BEVFRU0015,2025-03-27,0.15
BEVICE0024,2025-03-27,0.1709
BEVICE0026,2025-03-27,0.1
BEVICE0028,2025-03-27,0.1
BEVJUI0044,2025-03-27,0.15
SPIALC0055,2025-03-27,0.2879
SPIALC0058,2025-03-27,0.2156
SPIGRA0068,2025-03-27,0.1
SPIAMA0075,2025-03-27,0.329
BEEPRE0095,2025-03-27,0.1
BEEPRE0099,2025-03-27,0.2
BEEPRE0100,2025-03-27,0.1534
WINBRI0115,2025-03-27,0.25
WINWHI0119,2025-03-27,0.1983
WINRED0140,2025-03-27,0.2171
WINRED0144,2025-03-27,0.1
WINRED0154,2025-03-27,0.15
WINRED0161,2025-03-27,0.2789
WINSPA0178,2025-03-27,0.15
LONLON0191,2025-03-27,0.3119
LONLON0192,2025-03-27,0.3002
LONPLA0196,2025-03-27,0.25
LONPLA0197,2025-03-27,0.25
LONCRE0201,2025-03-27,0.3496
LONCRE0202,2025-03-27,0.25
HOUPAP0207,2025-03-27,0.25
HOUFIL0216,2025-03-27,0.0826
HOUPAP0226,2025-03-27,0.15
BATADU0240,2025-03-27,0.1
BATADU0243,2025-03-27,0.2827
BATTOI0247,2025-03-27,0.3348
BATBAR0250,2025-03-27,0.2
BATTOO0263,2025-03-27,0.25
BATTOO0265,2025-03-27,0.1076
BATTOO0267,2025-03-27,0.2
BATSHA0285,2025-03-27,0.1304
BATSHA0286,2025-03-27,0.1
BATSHA0289,2025-03-27,0.2
BATCON0292,2025-03-27,0.2
BATCON0296,2025-03-27,0.0743
BATCON0297,2025-03-27,0.25
BATHAI0303,2025-03-27,0.15
BATHAI0305,2025-03-27,0.2
BATDEO0310,2025-03-27,0.2
BATDEO0321,2025-03-27,0.0674
BATBAT0323,2025-03-27,0.25
BATBAT0325,2025-03-27,0.25
BATBOD0336,2025-03-27,0.25
BATBOD0338,2025-03-27,0.1722
LAUHAN0376,2025-03-27,0.3316
LAULIQ0377,2025-03-27,0.25
LAUPOW0385,2025-03-27,0.25
LAUPOW0386,2025-03-27,0.15
LAUDES0387,2025-03-27,0.2
LAULAU0397,2025-03-27,0.1
LAUBLE0398,2025-03-27,0.1086
HOUDIS0411,2025-03-27,0.2
HOUDIS0422,2025-03-27,0.25
HOUIRO0423,2025-03-27,0.1
HOUBAT0424,2025-03-27,0.1932
HOUAIR0431,2025-03-27,0.1798
HOUDET0437,2025-03-27,0.179
HOUDET0439,2025-03-27,0.1208
HOUINS0446,2025-03-27,0.25
HOUINS0447,2025-03-27,0.1705
HOUINS0451,2025-03-27,0.1
HOUSPO0460,2025-03-27,0.15
HOUSPO0462,2025-03-27,0.1
BABDIA0466,2025-03-27,0.2936
BABDIA0468,2025-03-27,0.25
BABHOM0486,2025-03-27,0.25
BABHOM0492,2025-03-27,0.2
FRUPEA0501,2025-03-27,0.15
FRUYEL0506,2025-03-27,0.2544
FRUCAR0518,2025-03-27,0.3169
FRUTOM0521,2025-03-27,0.1294
FRUCUC0523,2025-03-27,0.1608
FRUEGG0525,2025-03-27,0.1
FRUBRO0530,2025-03-27,0.1176
FRUSOU0550,2025-03-27,0.1
FRUSOU0551,2025-03-27,0.1
LONNUT0565,2025-03-27,0.25
SWESNA0591,2025-03-27,0.2
SWEREA0597,2025-03-27,0.25
SWEREA0599,2025-03-27,0.1
SWEIND0621,2025-03-27,0.15
SWESNA0636,2025-03-27,0.25
SWESWE0639,2025-03-27,0.1009
SWECAN0646,2025-03-27,0.2816
SWECAN0647,2025-03-27,0.15
SWEFLA0651,2025-03-27,0.1
SWESPR0661,2025-03-27,0.25
SWECHO0671,2025-03-27,0.25
SWECER0677,2025-03-27,0.2
SWECER0679,2025-03-27,0.301
SWEJAM0691,2025-03-27,0.15
SWEHON0696,2025-03-27,0.2943
FLOSAL0714,2025-03-27,0.25
FLOSAL0716,2025-03-27,0.0547
PASRIC0719,2025-03-27,0.15
PASPAS0735,2025-03-27,0.15
PASPAS0743,2025-03-27,0.2205
PASEGG0746,2025-03-27,0.2
GLUSWE0777,2025-03-27,0.3044
GLUSWE0780,2025-03-27,0.15
BREBRE0783,2025-03-27,0.1
BREFLA0786,2025-03-27,0.2319
BREPAC0794,2025-03-27,0.1
BRECRA0806,2025-03-27,0.2533
HOTGRO0813,2025-03-27,0.317
HOTDEC0818,2025-03-27,0.1
HOTCOF0825,2025-03-27,0.2
HOTCOF0826,2025-03-27,0.1206
HOTTEA0834,2025-03-27,0.1
HOTDEC0839,2025-03-27,0.15
SAUOTH0861,2025-03-27,0.25
PASREA0872,2025-03-27,0.15
PASTOM0883,2025-03-27,0.15
SPIHER0888,2025-03-27,0.1
SPIFLA0891,2025-03-27,0.1389
SPIFLA0892,2025-03-27,0.15
VINOLI0902,2025-03-27,0.15
VINOLI0903,2025-03-27,0.25
VINCOR0907,2025-03-27,0.25
SAVCHI0918,2025-03-27,0.1
SAVCHI0919,2025-03-27,0.1994
PETDRY0937,2025-03-27,0.3394
PETDRY0939,2025-03-27,0.324
PETDRY0940,2025-03-27,0.15
PETCAT0943,2025-03-27,0.3484
CANPEA0963,2025-03-27,0.3226
CANBEA0966,2025-03-27,0.2341
CANVEG0977,2025-03-27,0.1443
CANOLI0987,2025-03-27,0.2
CANDRI0993,2025-03-27,0.15
CANMAC1010,2025-03-27,0.1294
REFYOG1021,2025-03-27,0.1329
REFYOG1027,2025-03-27,0.2429
REFFRE1035,2025-03-27,0.25
REFFRE1038,2025-03-27,0.1026
REFBUT1041,2025-03-27,0.15
REFCHE1047,2025-03-27,0.25
REFCHE1060,2025-03-27,0.2
REFPIE1062,2025-03-27,0.2
FROFRO1068,2025-03-27,0.15
FROFRO1072,2025-03-27,0.25
FROFRO1078,2025-03-27,0.15
FROICE1085,2025-03-27,0.15
FROPIZ1091,2025-03-27,0.1
FROFRO1097,2025-03-27,0.1
MEABEE1099,2025-03-27,0.2
MEABEE1100,2025-03-27,0.2874
MEABEE1102,2025-03-27,0.2
MEABEE1103,2025-03-27,0.092
MEACOL1127,2025-03-27,0.3102
FISFRE1133,2025-03-27,0.1883
FISSMO1141,2025-03-27,0.15
BEVFRU0015,2025-03-28,0.2
BEVCOL0018,2025-03-28,0.25
BEVICE0024,2025-03-28,0.1709
BEVICE0026,2025-03-28,0.25
BEVFLA0036,2025-03-28,0.15
SPIALC0055,2025-03-28,0.2879
SPIALC0058,2025-03-28,0.2156
SPICOG0070,2025-03-28,0.2
SPIAMA0075,2025-03-28,0.329
SPIVOD0080,2025-03-28,0.25
BEESTA0088,2025-03-28,0.1
BEEPRE0100,2025-03-28,0.1534
BEEIMP0103,2025-03-28,0.2
WINWHI0116,2025-03-28,0.15
WINWHI0119,2025-03-28,0.1983
WINWHI0121,2025-03-28,0.25
WINWHI0128,2025-03-28,0.2
WINRED0140,2025-03-28,0.2171
WINRED0150,2025-03-28,0.15
WINRED0161,2025-03-28,0.2789
LONLON0185,2025-03-28,0.2
LONLON0188,2025-03-28,0.15
LONLON0191,2025-03-28,0.3119
LONLON0192,2025-03-28,0.3002
LONCRE0201,2025-03-28,0.3496
HOUPAP0207,2025-03-28,0.15
HOUFIL0216,2025-03-28,0.0826
HOUBAK0221,2025-03-28,0.15
BATSAN0233,2025-03-28,0.15
BATSAN0235,2025-03-28,0.25
BATADU0243,2025-03-28,0.2827
BATTOI0247,2025-03-28,0.3348
BATTOO0263,2025-03-28,0.2
BATTOO0265,2025-03-28,0.1076
BATTOO0267,2025-03-28,0.15
BATSHA0285,2025-03-28,0.1304
BATSHA0291,2025-03-28,0.15
BATCON0292,2025-03-28,0.2
BATCON0296,2025-03-28,0.0743
BATDEO0315,2025-03-28,0.1
BATDEO0321,2025-03-28,0.15
BATBOD0338,2025-03-28,0.1722
BATRAZ0360,2025-03-28,0.1
BATBAN0369,2025-03-28,0.15
LAUHAN0376,2025-03-28,0.3316
LAULIQ0377,2025-03-28,0.2
LAULIQ0380,2025-03-28,0.1
LAUPOW0384,2025-03-28,0.1
LAUPOW0385,2025-03-28,0.2
LAULAU0397,2025-03-28,0.1
LAUBLE0398,2025-03-28,0.1086
HOUBLE0407,2025-03-28,0.25
HOUDIS0418,2025-03-28,0.15
HOUBAT0424,2025-03-28,0.1932
HOUBAT0427,2025-03-28,0.2
HOUAIR0431,2025-03-28,0.1798
HOUDET0437,2025-03-28,0.179
HOUDET0439,2025-03-28,0.1208
HOUINS0447,2025-03-28,0.1705
HOUSPO0458,2025-03-28,0.1
BABDIA0466,2025-03-28,0.2936
BABHOM0488,2025-03-28,0.25
BABHOM0492,2025-03-28,0.2
FRUYEL0506,2025-03-28,0.2544
FRUCAR0518,2025-03-28,0.3169
FRUTOM0521,2025-03-28,0.1294
FRUCUC0523,2025-03-28,0.1608
FRUZUC0526,2025-03-28,0.1
FRUFEN0527,2025-03-28,0.15
FRUBRO0530,2025-03-28,0.1176
FRUREA0540,2025-03-28,0.25
FRUSOU0546,2025-03-28,0.2
FRUSOU0550,2025-03-28,0.15
SWESNA0637,2025-03-28,0.2
SWESWE0639,2025-03-28,0.1009
SWECAN0646,2025-03-28,0.2816
SWECHO0663,2025-03-28,0.15
SWECHO0670,2025-03-28,0.25
SWECER0677,2025-03-28,0.2
SWECER0679,2025-03-28,0.301
SWERUS0682,2025-03-28,0.1
SWEJAM0690,2025-03-28,0.2
SWEHON0696,2025-03-28,0.2943
FLOSAL0716,2025-03-28,0.0547
PASRIC0722,2025-03-28,0.15
PASPAS0743,2025-03-28,0.2205
PASSOU0759,2025-03-28,0.25
GLUSWE0777,2025-03-28,0.3044
GLUSWE0778,2025-03-28,0.15
BREFLA0786,2025-03-28,0.2319
BRERIC0792,2025-03-28,0.15
BREPAC0799,2025-03-28,0.15
BREPIZ0805,2025-03-28,0.25
BRECRA0806,2025-03-28,0.2533
HOTGRO0813,2025-03-28,0.317
HOTCOF0823,2025-03-28,0.25
HOTCOF0826,2025-03-28,0.1206
HOTOTH0847,2025-03-28,0.1
HOTOTH0849,2025-03-28,0.2
SAUMAY0851,2025-03-28,0.25
SAUKET0854,2025-03-28,0.15
SPISPI0885,2025-03-28,0.1
SPIFLA0891,2025-03-28,0.1389
VINOLI0901,2025-03-28,0.2
VINOLI0905,2025-03-28,0.2
SAVCHI0913,2025-03-28,0.15
SAVCHI0919,2025-03-28,0.1994
PETDRY0937,2025-03-28,0.3394
PETDRY0939,2025-03-28,0.324
PETCAT0943,2025-03-28,0.3484
PETWET0949,2025-03-28,0.1
PETDOG0957,2025-03-28,0.25
CANPEA0963,2025-03-28,0.3226
CANBEA0966,2025-03-28,0.2341
CANVEG0977,2025-03-28,0.1443
CANSWE0983,2025-03-28,0.1
CANOLI0984,2025-03-28,0.2
CANCON0990,2025-03-28,0.15
CANMAC1010,2025-03-28,0.1294
REFYOG1021,2025-03-28,0.1329
REFYOG1025,2025-03-28,0.25
REFYOG1027,2025-03-28,0.2429
REFFRE1030,2025-03-28,0.15
REFFRE1038,2025-03-28,0.1026
REFBUT1040,2025-03-28,0.25
REFCHE1046,2025-03-28,0.2
REFCHE1055,2025-03-28,0.15
REFCHE1057,2025-03-28,0.1
MEABEE1100,2025-03-28,0.2874
MEABEE1101,2025-03-28,0.1
MEABEE1103,2025-03-28,0.092
MEASAU1121,2025-03-28,0.2
MEACOL1122,2025-03-28,0.15
MEACOL1123,2025-03-28,0.2
MEACOL1127,2025-03-28,0.3102
FISFRE1133,2025-03-28,0.1883
BEVWAT0006,2025-03-29,0.1
BEVICE0024,2025-03-29,0.1709
BEVENE0034,2025-03-29,0.15
SPIALC0055,2025-03-29,0.2879
SPIALC0057,2025-03-29,0.25
SPIALC0058,2025-03-29,0.2156
SPIGRA0067,2025-03-29,0.1
SPIAMA0075,2025-03-29,0.329
BEESTA0090,2025-03-29,0.25
BEEPRE0096,2025-03-29,0.2
BEEPRE0098,2025-03-29,0.25
BEEPRE0100,2025-03-29,0.1534
WINWHI0119,2025-03-29,0.1983
WINSPA0136,2025-03-29,0.25
WINRED0140,2025-03-29,0.2171
WINRED0161,2025-03-29,0.2789
WINSPA0165,2025-03-29,0.15
LONLON0191,2025-03-29,0.3119
LONLON0192,2025-03-29,0.3002
LONPLA0195,2025-03-29,0.2
LONPLA0197,2025-03-29,0.25
LONCRE0201,2025-03-29,0.3496
HOUPAP0207,2025-03-29,0.1
HOUFIL0216,2025-03-29,0.0826
BATADU0243,2025-03-29,0.2827
BATTOI0247,2025-03-29,0.3348
BATLIQ0251,2025-03-29,0.15
BATTOO0263,2025-03-29,0.1259
BATTOO0265,2025-03-29,0.1076
BATMOU0269,2025-03-29,0.25
BATTOO0275,2025-03-29,0.2
BATSHA0285,2025-03-29,0.1304
BATSHA0289,2025-03-29,0.25
BATSHA0291,2025-03-29,0.2
BATCON0294,2025-03-29,0.15
BATCON0296,2025-03-29,0.0743
BATHAI0305,2025-03-29,0.25
BATDEO0319,2025-03-29,0.25
BATDEO0321,2025-03-29,0.0674
BATBAT0331,2025-03-29,0.25
BATBOD0338,2025-03-29,0.1722
BATRAZ0359,2025-03-29,0.2
BATRAZ0363,2025-03-29,0.1
LAUHAN0376,2025-03-29,0.3316
LAULAU0395,2025-03-29,0.15
LAUBLE0398,2025-03-29,0.1086
HOUBLE0406,2025-03-29,0.15
HOUBAT0424,2025-03-29,0.1932
HOUBAT0425,2025-03-29,0.25
HOUDRA0428,2025-03-29,0.2
HOUAIR0430,2025-03-29,0.1
HOUAIR0431,2025-03-29,0.1798
HOUDET0437,2025-03-29,0.179
HOUDET0439,2025-03-29,0.1208
HOUDET0440,2025-03-29,0.2
HOUGLA0444,2025-03-29,0.2
HOUINS0447,2025-03-29,0.1705
HOUGLO0455,2025-03-29,0.1
HOUSPO0459,2025-03-29,0.1
BABDIA0466,2025-03-29,0.2936
BABDIA0467,2025-03-29,0.15
BABPAS0472,2025-03-29,0.15
FRUYEL0506,2025-03-29,0.2544
FRUGRA0507,2025-03-29,0.1
FRUPOT0515,2025-03-29,0.15
FRUCAR0518,2025-03-29,0.3169
FRUTOM0521,2025-03-29,0.1294
FRUCUC0523,2025-03-29,0.1608
FRUPEP0524,2025-03-29,0.25
FRUBRO0530,2025-03-29,0.2
FRUBEE0532,2025-03-29,0.25
FRUMAN0536,2025-03-29,0.25
FRUGRA0537,2025-03-29,0.2
FRUREA0541,2025-03-29,0.2
FRUSOU0551,2025-03-29,0.15
LONFRU0558,2025-03-29,0.1
LONDRI0561,2025-03-29,0.2
LONOTH0576,2025-03-29,0.1
SWESNA0596,2025-03-29,0.2
SWEREA0599,2025-03-29,0.25
SWECOO0608,2025-03-29,0.1
SWECOO0612,2025-03-29,0.25
SWEIND0627,2025-03-29,0.15
SWESNA0633,2025-03-29,0.25
SWESWE0639,2025-03-29,0.1009
SWECAN0646,2025-03-29,0.2816
SWESPR0658,2025-03-29,0.15
SWECER0676,2025-03-29,0.2
SWECER0679,2025-03-29,0.301
SWEHON0696,2025-03-29,0.2943
FLOSAL0716,2025-03-29,0.0547
PASRIC0718,2025-03-29,0.1
PASPAS0743,2025-03-29,0.2205
PASEGG0746,2025-03-29,0.15
GLUSWE0777,2025-03-29,0.3044
BREBRE0782,2025-03-29,0.2
BREFLA0786,2025-03-29,0.2319
BRERIC0789,2025-03-29,0.1
BRERIC0792,2025-03-29,0.2
BREPAC0796,2025-03-29,0.25
BREPAC0797,2025-03-29,0.15
BRECRA0806,2025-03-29,0.2533
HOTGRO0813,2025-03-29,0.317
HOTCOF0826,2025-03-29,0.1206
HOTINS0830,2025-03-29,0.15
HOTINS0841,2025-03-29,0.25
HOTCHA0842,2025-03-29,0.1
HOTOTH0848,2025-03-29,0.25
HOTOTH0849,2025-03-29,0.15
SAUOTH0862,2025-03-29,0.2
PASREA0868,2025-03-29,0.1
PASREA0869,2025-03-29,0.1
PASREA0873,2025-03-29,0.15
PASREA0874,2025-03-29,0.2
SPIFLA0891,2025-03-29,0.1389
VINOLI0900,2025-03-29,0.2
SAVCHI0919,2025-03-29,0.1994
PETWET0935,2025-03-29,0.1
PETDRY0937,2025-03-29,0.3394
PETDRY0939,2025-03-29,0.324
PETCAT0942,2025-03-29,0.15
PETCAT0943,2025-03-29,0.3484
CANPEA0963,2025-03-29,0.3226
CANBEA0966,2025-03-29,0.2341
CANVEG0977,2025-03-29,0.1443
CANCAP0991,2025-03-29,0.2
CANTUN1000,2025-03-29,0.2
CANTUN1003,2025-03-29,0.25
CANMAC1010,2025-03-29,0.1294
REFYOG1021,2025-03-29,0.1329
REFYOG1027,2025-03-29,0.2429
REFFRE1033,2025-03-29,0.25
REFFRE1038,2025-03-29,0.1026
REFFRE1067,2025-03-29,0.25
FROFRO1073,2025-03-29,0.2
FROFRO1076,2025-03-29,0.1
FROICE1084,2025-03-29,0.25
MEABEE1099,2025-03-29,0.1
MEABEE1100,2025-03-29,0.2874
MEABEE1103,2025-03-29,0.092
MEACHI1110,2025-03-29,0.15
MEACOL1122,2025-03-29,0.1
MEACOL1127,2025-03-29,0.3102
FISFRE1133,2025-03-29,0.1883
FISSHE1140,2025-03-29,0.25
BEVWAT0002,2025-03-30,0.2
BEVICE0024,2025-03-30,0.25
BEVJUI0044,2025-03-30,0.25
SPIALC0055,2025-03-30,0.2879
SPIALC0057,2025-03-30,0.15
SPIALC0058,2025-03-30,0.2156
SPILIQ0060,2025-03-30,0.1
SPIWHI0072,2025-03-30,0.25
SPIAMA0075,2025-03-30,0.329
SPIGIN0079,2025-03-30,0.1
SPIVOD0080,2025-03-30,0.15
SPIRUM0083,2025-03-30,0.1
BEESTA0088,2025-03-30,0.15
BEEPRE0100,2025-03-30,0.1534
BEEIMP0102,2025-03-30,0.1
BEEIMP0103,2025-03-30,0.15
BEEIMP0107,2025-03-30,0.15
BEEIMP0108,2025-03-30,0.15
BEENON0111,2025-03-30,0.25
WINWHI0119,2025-03-30,0.1983
WINWHI0122,2025-03-30,0.2
WINWHI0129,2025-03-30,0.25
WINWHI0130,2025-03-30,0.25
WINSPA0134,2025-03-30,0.25
WINSPA0136,2025-03-30,0.1
WINRED0140,2025-03-30,0.2171
WINRED0155,2025-03-30,0.2
WINRED0161,2025-03-30,0.2789
WINSPA0169,2025-03-30,0.1
LONLON0191,2025-03-30,0.3119
LONLON0192,2025-03-30,0.3002
LONCRE0201,2025-03-30,0.3496
HOUPAP0206,2025-03-30,0.25
HOUFIL0216,2025-03-30,0.0826
HOUFIL0217,2025-03-30,0.15
HOUFRE0222,2025-03-30,0.25
BATADU0243,2025-03-30,0.2827
BATCOT0244,2025-03-30,0.15
BATTOI0247,2025-03-30,0.3348
BATLIQ0251,2025-03-30,0.1
BATTOO0263,2025-03-30,0.1259
BATTOO0265,2025-03-30,0.1076
BATSHA0285,2025-03-30,0.1304
BATSHA0287,2025-03-30,0.1
BATCON0292,2025-03-30,0.15
BATCON0296,2025-03-30,0.0743
BATDEO0314,2025-03-30,0.25
BATDEO0321,2025-03-30,0.0674
BATBAT0333,2025-03-30,0.15
BATBAT0334,2025-03-30,0.1
BATBOD0338,2025-03-30,0.1722
BATRAZ0363,2025-03-30,0.15
BATAFT0368,2025-03-30,0.25
LAUHAN0376,2025-03-30,0.3316
LAULIQ0382,2025-03-30,0.2
LAUBLE0398,2025-03-30,0.1086
HOUDIS0414,2025-03-30,0.1
HOUBAT0424,2025-03-30,0.1932
HOUAIR0431,2025-03-30,0.1798
HOUANT0435,2025-03-30,0.25
HOUDET0437,2025-03-30,0.179
HOUDET0439,2025-03-30,0.1208
HOUINS0447,2025-03-30,0.25
HOUSPO0457,2025-03-30,0.25
BABDIA0464,2025-03-30,0.2
BABDIA0466,2025-03-30,0.2936
BABHOM0488,2025-03-30,0.2
FRUYEL0506,2025-03-30,0.2544
FRUCAR0518,2025-03-30,0.3169
FRURAD0519,2025-03-30,0.2
FRUTOM0521,2025-03-30,0.1294
FRUCUC0523,2025-03-30,0.1608
FRUCEL0528,2025-03-30,0.25
FRUBRO0530,2025-03-30,0.1176
FRUREA0538,2025-03-30,0.15
LONFRU0558,2025-03-30,0.15
LONFRU0559,2025-03-30,0.15
LONNUT0566,2025-03-30,0.1
LONOTH0571,2025-03-30,0.15
LONSEE0580,2025-03-30,0.2
SWESNA0589,2025-03-30,0.25
SWESNA0590,2025-03-30,0.25
SWEIND0626,2025-03-30,0.15
SWESNA0635,2025-03-30,0.2
SWESWE0639,2025-03-30,0.1009
SWECAN0646,2025-03-30,0.2816
SWECAN0649,2025-03-30,0.25
SWEFLA0651,2025-03-30,0.1
SWECOC0655,2025-03-30,0.2
SWECHO0664,2025-03-30,0.1
SWECHO0671,2025-03-30,0.2
SWECER0678,2025-03-30,0.2
SWECER0679,2025-03-30,0.301
SWEHON0696,2025-03-30,0.2943
FLOFLO0704,2025-03-30,0.25
FLOSAL0716,2025-03-30,0.0547
PASPAS0743,2025-03-30,0.2205
PASEGG0753,2025-03-30,0.2
GLUSWE0777,2025-03-30,0.3044
BREBRE0781,2025-03-30,0.15
BREFLA0786,2025-03-30,0.2319
BRECRA0806,2025-03-30,0.2533
BRECRA0808,2025-03-30,0.2
BRETAR0811,2025-03-30,0.25
HOTGRO0813,2025-03-30,0.317
HOTCOF0821,2025-03-30,0.1
HOTCOF0826,2025-03-30,0.1206
HOTINS0830,2025-03-30,0.25
HOTBAR0833,2025-03-30,0.15
HOTDEC0840,2025-03-30,0.15
HOTINS0841,2025-03-30,0.1
HOTOTH0849,2025-03-30,0.25
SAUKET0855,2025-03-30,0.25
PASREA0873,2025-03-30,0.25
PASTOM0878,2025-03-30,0.1
PASTOM0881,2025-03-30,0.15
SPIFLA0891,2025-03-30,0.1389
SPIFLA0893,2025-03-30,0.2
SAVCHI0912,2025-03-30,0.1
SAVCHI0919,2025-03-30,0.1994
SAVPOP0922,2025-03-30,0.2
PETWET0928,2025-03-30,0.25
PETDRY0937,2025-03-30,0.3394
PETDRY0939,2025-03-30,0.324
PETCAT0943,2025-03-30,0.3484
PETWET0949,2025-03-30,0.15
PETCAT0958,2025-03-30,0.1
CANPEA0963,2025-03-30,0.3226
CANBEA0966,2025-03-30,0.2341
CANVEG0977,2025-03-30,0.1443
CANOLI0984,2025-03-30,0.2
CANOLI0987,2025-03-30,0.25
CANMAC1010,2025-03-30,0.1294
CANMAC1011,2025-03-30,0.1
REFYOG1021,2025-03-30,0.1329
REFYOG1023,2025-03-30,0.1
REFYOG1027,2025-03-30,0.2429
REFFRE1036,2025-03-30,0.2
REFFRE1038,2025-03-30,0.1026
REFCHE1046,2025-03-30,0.2
REFCHE1057,2025-03-30,0.25
REFCHE1058,2025-03-30,0.2
FROFRO1076,2025-03-30,0.1
FROFRO1079,2025-03-30,0.2
FROICE1086,2025-03-30,0.15
MEABEE1099,2025-03-30,0.2
MEABEE1100,2025-03-30,0.2874
MEABEE1103,2025-03-30,0.092
MEABEE1104,2025-03-30,0.2
MEACHI1114,2025-03-30,0.15
MEACOL1127,2025-03-30,0.3102
FISFRE1133,2025-03-30,0.1883
BEVFRU0017,2025-03-31,0.0905
BEVCOL0018,2025-03-31,0.2689
BEVCOL0020,2025-03-31,0.1322
BEVCOL0021,2025-03-31,0.1
BEVICE0025,2025-03-31,0.2764
BEVENE0029,2025-03-31,0.2
BEVENE0032,2025-03-31,0.3449
BEVSYR0052,2025-03-31,0.1
SPINON0053,2025-03-31,0.2849
SPIAMA0074,2025-03-31,0.0605
SPIAMA0076,2025-03-31,0.0986
SPIAMA0077,2025-03-31,0.2
SPIVOD0081,2025-03-31,0.15
BEESTA0089,2025-03-31,0.2
BEEPRE0095,2025-03-31,0.1
BEEPRE0096,2025-03-31,0.1
BEEPRE0097,2025-03-31,0.25
BEEIMP0104,2025-03-31,0.293
BEEIMP0105,2025-03-31,0.1615
WINWHI0117,2025-03-31,0.15
WINWHI0122,2025-03-31,0.1
WINWHI0126,2025-03-31,0.1
WINWHI0132,2025-03-31,0.15
WINSPA0135,2025-03-31,0.2
WINRED0147,2025-03-31,0.2
WINRED0155,2025-03-31,0.2
WINRED0163,2025-03-31,0.1264
WINSPA0165,2025-03-31,0.1
WINSPA0168,2025-03-31,0.2
WINSPA0181,2025-03-31,0.1
LONPLA0199,2025-03-31,0.1
BATSAN0232,2025-03-31,0.25
BATTOI0247,2025-03-31,0.2
BATLIQ0255,2025-03-31,0.1238
BATTOO0263,2025-03-31,0.1
BATSHA0284,2025-03-31,0.0652
BATSHA0287,2025-03-31,0.1
BATHAI0308,2025-03-31,0.2
BATDEO0309,2025-03-31,0.1706
BATDEO0314,2025-03-31,0.2
BATBAT0322,2025-03-31,0.2
BATBAT0326,2025-03-31,0.1698
BATBAT0328,2025-03-31,0.2741
BATACE0351,2025-03-31,0.2
BATRAZ0356,2025-03-31,0.0793
BATRAZ0360,2025-03-31,0.15
BATBAN0371,2025-03-31,0.1
LAULIQ0377,2025-03-31,0.25
LAULIQ0379,2025-03-31,0.1102
LAUPOW0384,2025-03-31,0.327
LAUFAB0390,2025-03-31,0.1
LAUBLE0400,2025-03-31,0.2
LAUSTA0405,2025-03-31,0.2
HOUDIS0415,2025-03-31,0.0767
HOUDIS0418,2025-03-31,0.15
HOUDRA0429,2025-03-31,0.2
HOUDET0437,2025-03-31,0.1
HOUGLA0442,2025-03-31,0.1
HOUGLA0444,2025-03-31,0.3085
HOUINS0448,2025-03-31,0.1
HOUINS0450,2025-03-31,0.15
HOUGLO0455,2025-03-31,0.1
HOUSPO0461,2025-03-31,0.2908
BABDIA0466,2025-03-31,0.25
BABPAS0472,2025-03-31,0.25
BABBAB0479,2025-03-31,0.2
BABHOM0487,2025-03-31,0.2057
BABHOM0493,2025-03-31,0.1
BABCAR0496,2025-03-31,0.304
FRUONI0516,2025-03-31,0.2418
FRUSPR0517,2025-03-31,0.15
FRUREA0541,2025-03-31,0.1
FRUSOU0548,2025-03-31,0.25
LONFRU0558,2025-03-31,0.25
LONDRI0561,2025-03-31,0.2
LONNUT0569,2025-03-31,0.2888
LONDRI0578,2025-03-31,0.3252
SWESNA0595,2025-03-31,0.3482
SWECOO0606,2025-03-31,0.25
SWECOO0612,2025-03-31,0.2
SWECOO0617,2025-03-31,0.25
SWESWE0639,2025-03-31,0.1
SWECAN0645,2025-03-31,0.25
SWECOC0655,2025-03-31,0.2
SWESPR0660,2025-03-31,0.2
SWECHO0667,2025-03-31,0.1
SWECER0674,2025-03-31,0.278
SWERUS0682,2025-03-31,0.2
FLOYEA0710,2025-03-31,0.1298
FLOYEA0711,2025-03-31,0.1368
PASRIC0722,2025-03-31,0.15
PASRIC0723,2025-03-31,0.1086
PASCER0729,2025-03-31,0.2
PASCER0730,2025-03-31,0.2
PASPAS0734,2025-03-31,0.1183
PASEGG0749,2025-03-31,0.2
PASEGG0752,2025-03-31,0.1
PASSTO0764,2025-03-31,0.25
GLUCOO0771,2025-03-31,0.1
GLUSAV0776,2025-03-31,0.1686
GLUSWE0777,2025-03-31,0.15
BREBRE0781,2025-03-31,0.1139
BREFLA0786,2025-03-31,0.25
BREFLA0787,2025-03-31,0.2571
BRERIC0789,2025-03-31,0.2
BRECRA0807,2025-03-31,0.0616
HOTTEA0835,2025-03-31,0.25
HOTDEC0840,2025-03-31,0.15
HOTINS0841,2025-03-31,0.2
HOTOTH0847,2025-03-31,0.2
HOTOTH0848,2025-03-31,0.2427
SAUSAV0859,2025-03-31,0.15
SAUOTH0864,2025-03-31,0.3102
PASTOM0875,2025-03-31,0.1124
SPISPI0884,2025-03-31,0.15
SPISPI0886,2025-03-31,0.173
SPIHER0887,2025-03-31,0.3223
SPIHER0888,2025-03-31,0.1635
VINWHI0895,2025-03-31,0.1
VINBAL0896,2025-03-31,0.3045
VINOLI0906,2025-03-31,0.171
