Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock
FDE34,9.195,0.180588082,Snack Foods,182.3,169,127
NCJ18,12.35,0.274405193,Household,117.1,97,39
FDX27,20.7,0.191008614,Dairy,92.8,154,43
FDV28,16.1,0.159595473,Frozen Foods,32.9,108,5
NCG30,20.2,0.112321218,Household,123.6,126,27
NCH30,17.1,0.112402118,Household,113,176,158
FDB12,11.15,0.105736638,Baking Goods,104.5,104,7
FDI44,16.1,0.100388706,Fruits and Vegetables,76,104,4
NCU54,8.88,0.165073642,Household,207.7,178,105
FDY08,9.395,0.171422166,Fruits and Vegetables,139.2,185,181
NCY54,8.43,0.177971115,Household,174,176,111
FDR59,14.5,0.106894492,Breads,260.5,181,16
DRA59,8.27,0.127927931,Soft Drinks,184.9,134,8
FDS25,6.885,0.1408005,Canned,111.4,164,77
FDR55,12.15,0.132351411,Fruits and Vegetables,190.4,107,13
FDJ10,11.68809968,0.128876537,Snack Foods,139.2,86,25
FDW32,11.68809968,0.165101585,Fruits and Vegetables,87.8,98,92
FDQ34,10.85,0.162903525,Snack Foods,105,116,112
FDN08,7.72,0.147904328,Fruits and Vegetables,116.6,68,61
FDC05,13.1,0.098765906,Frozen Foods,196.4,178,90
FDK08,11.68809968,0.121712459,Fruits and Vegetables,101.2,78,24
FDS25,6.885,0.140292495,Canned,108.5,136,97
NCB31,11.68809968,0.207783483,Household,262.3,82,79
FDC35,7.435,0.122837694,Starchy Foods,208.8,168,160
FDS23,4.635,0.141174838,Breads,127.1,200,2
FDW27,0,0.150122794,Meat,154.5,182,138
FDI16,14,0.135662712,Frozen Foods,52.1,120,111
NCJ18,12.35,0.164274416,Household,119.8,183,145
FDA48,12.1,0.115107028,Baking Goods,222,71,46
FDI09,20.75,0.129337594,Seafood,238.2,126,104
FDK25,11.6,0.157718931,Breakfast,168.3,53,43
FDW32,18.35,0.09468096,Fruits and Vegetables,86.3,121,92
FDV50,14.3,0.122469209,Dairy,122,177,49
DRJ13,12.65,0.105265475,Soft Drinks,160,94,68
FDO23,17.85,0.147255604,Breads,93.7,185,156
FDV35,19.5,0.128206001,Breads,155.9,142,123
FDW26,0,0.106538757,Dairy,222.4,54,25
FDT40,5.985,0.096337184,Frozen Foods,125.3,153,66
DRJ11,9.5,0.142425145,Hard Drinks,190,130,1
NCY29,0,0.135226962,Health and Hygiene,56.3,136,1
FDX25,16.7,0.102055777,Canned,184,186,64
FDD47,7.6,0.142383847,Starchy Foods,172.3,179,90
FDS33,6.67,0.123620492,Snack Foods,90.1,112,53
FDK44,16.6,0.122204371,Fruits and Vegetables,173.6,100,44
NCB06,17.6,0.137807013,Health and Hygiene,161.8,165,115
FDV31,9.8,0.106933748,Fruits and Vegetables,175.3,162,48
FDP34,12.85,0.137786856,Snack Foods,157.8,80,68
FDI02,15.7,0.11521312,Canned,112,56,37
FDZ52,19.2,0.099991245,Frozen Foods,112.8,52,3
DRL01,19.5,0.129170642,Soft Drinks,234,100,16
FDR48,11.65,0.131770922,Baking Goods,151.1,105,52
NCT54,8.695,0.120211747,Household,93.2,122,84
FDV60,20.2,0.196438668,Baking Goods,194.6,59,52
FDL20,0,0.127792701,Fruits and Vegetables,111.2,110,30
FDY12,9.8,0.235354055,Baking Goods,50.8,99,21
FDW51,6.155,0.095195306,Meat,214,171,138
FDZ45,0,0.117091213,Snack Foods,197.9,50,33
FDZ60,20.5,0.119339241,Baking Goods,106.1,87,14
FDR56,15.5,0.101176316,Fruits and Vegetables,199,128,113
NCR53,12.15,0.14526636,Health and Hygiene,224,138,137
FDS04,10.195,0.146662938,Frozen Foods,138.7,131,47
FDP44,16.5,0.133424184,Fruits and Vegetables,102.2,116,30
FDK16,9.065,0.115799592,Frozen Foods,95.3,66,36
FDZ26,11.6,0.241055611,Dairy,238.5,176,107
DRE27,11.85,0.132876847,Dairy,98.1,161,27
FDO25,0,0.126831854,Canned,209,185,158
FDS57,15.5,0.103603094,Snack Foods,143.5,109,69
FDI52,18.7,0.104840884,Frozen Foods,122.1,89,13
FDR55,0,0.131443921,Fruits and Vegetables,189.2,138,121
FDR36,6.715,0.122274118,Baking Goods,40.3,90,86
DRO47,10.195,0.112681821,Hard Drinks,114,189,15
FDC39,7.405,0.159843921,Dairy,206.6,164,24
FDH35,18.25,0.10084386,Starchy Foods,166.4,149,65
FDR60,14.3,0.130946374,Baking Goods,76.7,166,37
FDJ44,12.3,0.17797002,Fruits and Vegetables,173.1,138,102
DRJ24,11.8,0.11397026,Soft Drinks,185.2,142,97
FDK02,0,0.196490902,Canned,120.5,188,114
FDO23,17.85,0.146305498,Breads,94.1,109,39
FDW13,8.5,0.098283459,Canned,51.3,117,106
FDX49,4.615,0.101812521,Canned,232.2,127,63
FDJ44,12.3,0.106327251,Fruits and Vegetables,172.8,95,88
FDZ52,19.2,0.100055601,Frozen Foods,112.5,87,15
FDE26,9.3,0.14897741,Canned,143.1,66,58
FDD56,15.2,0.104201019,Fruits and Vegetables,176.5,115,100
FDL33,7.235,0.10016525,Snack Foods,193.9,85,10
FDA31,7.1,0.109990885,Fruits and Vegetables,172.9,123,0
FDM12,16.7,0.117026714,Baking Goods,189.2,56,12
NCA30,19,0.129534812,Household,190.2,65,29
FDY21,11.68809968,0.30374337,Snack Foods,196,63,4
DRF23,4.61,0.122843005,Hard Drinks,172.4,129,17
FDP37,15.6,0.143396175,Breakfast,128.1,74,12
FDO23,11.68809968,0.14571827,Breads,94.3,154,31
FDV60,20.2,0.117543713,Baking Goods,197.3,53,6
FDC57,11.68809968,0.095587976,Fruits and Vegetables,194,176,49
FDI12,9.395,0.100602552,Baking Goods,88.4,105,70
NCB07,19.2,0.129731747,Household,196.2,55,51
FDC08,19,0.103363904,Fruits and Vegetables,226.2,178,112
NCK29,5.615,0.126480422,Health and Hygiene,121.6,178,79
NCA06,20.5,0.144094079,Household,34.8,164,30
FDT24,12.35,0.186616421,Baking Goods,78.6,106,50
DRG27,8.895,0.105323859,Dairy,39.1,114,26
FDR60,14.3,0.130390458,Baking Goods,77.2,114,59
FDM13,6.425,0.105742544,Breakfast,130.6,152,32
NCJ31,19.2,0.18293775,Others,243,70,52
DRI23,11.68809968,0.136532569,Hard Drinks,159.7,82,71
FDW38,5.325,0.23212188,Dairy,55.5,71,32
FDY32,7.605,0.216323008,Fruits and Vegetables,165,159,125
NCK05,11.68809968,0.135612397,Health and Hygiene,61.2,53,40
FDJ27,17.7,0.122565413,Meat,103.9,189,18
FDB22,8.02,0.186528819,Snack Foods,152,123,84
FDC32,18.35,0.099026525,Fruits and Vegetables,93.8,168,40
FDV37,13,0.139785104,Canned,196.2,142,84
FDL04,19,0.112097433,Frozen Foods,105.6,114,88
FDF47,20.85,0.097618234,Starchy Foods,224,114,41
FDT56,16,0.115570552,Fruits and Vegetables,57.5,59,55
NCA06,20.5,0.143164371,Household,34.9,195,22
FDX49,4.615,0.102407778,Canned,234.3,96,74
NCB31,6.235,0.118858866,Household,263.3,115,32
FDX45,16.75,0.105448901,Snack Foods,156.2,98,19
FDU24,6.78,0.140955857,Baking Goods,92.2,71,24
FDX11,16,0.107186944,Baking Goods,182,135,89
FDF35,15,0.153960209,Starchy Foods,106,75,51
FDS44,12.65,0.15604396,Fruits and Vegetables,239.7,186,11
FDV38,11.68809968,0.101281,Dairy,55.1,198,159
DRJ24,11.68809968,0.198424841,Soft Drinks,185.3,144,142
FDH33,11.68809968,0.213125482,Snack Foods,44.9,156,50
FDF56,16.7,0.120137953,Fruits and Vegetables,181.3,183,5
FDD22,10,0.099804623,Snack Foods,113.8,63,26
FDB41,19,0.162882227,Frozen Foods,46.9,120,68
FDE51,5.925,0.09644909,Dairy,43.8,124,68
FDW37,19.2,0.124301968,Canned,89.7,169,162
FDY33,14.5,0.097201128,Snack Foods,159.4,161,122
FDR23,11.68809968,0.143199389,Breads,175.8,100,85
FDA47,11.68809968,0.116108797,Baking Goods,164.1,179,161
FDC45,11.68809968,0.237651344,Fruits and Vegetables,170.2,192,190
DRE27,11.85,0.222063351,Dairy,99.7,85,67
NCA06,11.68809968,0.142589751,Household,35.9,167,145
FDL56,14.1,0.126292985,Fruits and Vegetables,88.6,53,40
FDT40,5.985,0.096185556,Frozen Foods,127.2,55,50
FDA48,12.1,0.11487406,Baking Goods,221.4,159,153
FDD26,8.71,0.120773451,Canned,186.6,148,110
FDW57,8.31,0.115911972,Snack Foods,177.3,171,60
FDT32,19,0.10985775,Fruits and Vegetables,188.8,166,106
FDO39,6.985,0.137580452,Meat,182.9,145,77
FDC38,15.7,0.122742389,Canned,134.3,116,94
FDC05,13.1,0.099186992,Frozen Foods,198.8,169,73
FDP31,21.1,0.162418495,Fruits and Vegetables,64.9,64,47
FDL04,11.68809968,0.111381428,Frozen Foods,106.8,66,30
FDT22,10.395,0.112553853,Snack Foods,59,67,33
FDN45,19.35,0.118102769,Snack Foods,224.8,164,86
FDR27,15.1,0.096249842,Meat,134.5,196,134
FDJ04,18,0.124452048,Frozen Foods,118.5,125,82
FDZ13,7.84,0.154363209,Canned,50.8,137,134
FDD56,15.2,0.173703549,Fruits and Vegetables,175.8,140,46
FDN45,19.35,0.118342285,Snack Foods,222.6,97,7
FDD45,8.615,0.116152226,Fruits and Vegetables,94.1,64,0
NCL18,18.85,0.16758389,Household,194.6,172,124
FDV21,11.68809968,0.170254469,Snack Foods,124.9,176,76
FDZ31,15.35,0.113195815,Fruits and Vegetables,190.9,147,2
FDU21,11.68809968,0.134327613,Snack Foods,35.1,133,91
FDR23,15.85,0.13689554,Breads,176.4,90,37
DRY23,11.68809968,0.108568067,Soft Drinks,42.9,145,142
FDZ52,11.68809968,0.099589909,Frozen Foods,109.2,117,99
FDL16,11.68809968,0.294939214,Frozen Foods,47.1,54,52
FDS04,10.195,0.146960375,Frozen Foods,142.3,102,66
FDU59,5.78,0.096536082,Breads,162.9,171,67
FDZ03,13.65,0.13187274,Dairy,188,185,132
FDJ16,9.195,0.114863923,Frozen Foods,59,71,9
FDZ12,9.17,0.103138922,Baking Goods,141.7,155,7
FDI22,12.6,0.096407554,Snack Foods,210.9,56,11
FDQ34,11.68809968,0.284065879,Snack Foods,105.6,199,63
FDD50,18.85,0.142219209,Canned,167.6,95,58
FDJ08,11.1,0.11089655,Fruits and Vegetables,191.6,79,66
FDQ14,9.27,0.103419257,Dairy,148.1,175,49
FDP10,19,0.128814669,Snack Foods,107.7,150,150
FDT36,12.3,0.111500259,Baking Goods,35.7,193,39
FDW26,11.8,0.106968096,Dairy,221.7,128,121
FDW26,11.8,0.107036943,Dairy,220.4,182,96
DRJ01,6.135,0.115032406,Soft Drinks,161,116,77
NCI17,8.645,0.1442339,Health and Hygiene,95.4,72,17
FDI16,0,0.135118202,Frozen Foods,52.6,123,20
NCJ31,0,0.181769264,Others,240.6,54,44
NCQ18,15.75,0.134960397,Household,101.4,200,110
NCE30,16,0.099136036,Household,210.4,131,128
NCY17,18.2,0.162960415,Health and Hygiene,43.5,74,37
FDA50,16.25,0.145913308,Dairy,95.4,57,40
DRE60,9.395,0.159201868,Soft Drinks,226.1,198,169
NCE30,16,0.09911729,Household,210.8,51,46
NCO06,19.25,0.108030434,Household,32.5,71,8
FDP34,12.85,0.137227848,Snack Foods,155.6,121,22
FDZ26,11.6,0.144832027,Dairy,239.8,136,77
FDS23,4.635,0.141108156,Breads,128.3,121,10
FDY57,20.2,0.121500143,Snack Foods,95.1,117,70
FDH50,0,0.160653682,Canned,185.2,113,30
DRY23,9.395,0.109096371,Soft Drinks,44.6,143,25
FDG33,5.365,0.234733477,Seafood,173.5,68,29
FDP27,8.155,0.119692888,Meat,188.5,177,161
FDR56,15.5,0.100922503,Fruits and Vegetables,199.1,136,101
FDY24,4.88,0.133382115,Baking Goods,55,131,68
FDT24,12.35,0.185704641,Baking Goods,77.1,136,132
FDP51,0,0.149305497,Meat,119.6,146,60
DRD25,0,0.138269873,Soft Drinks,111.7,101,22
DRK13,11.8,0.115346634,Soft Drinks,200.2,131,112
FDP19,11.5,0.173867958,Fruits and Vegetables,128.9,146,29
NCQ29,12,0.104230135,Health and Hygiene,259.5,184,66
FDL04,19,0.111923422,Frozen Foods,106.6,164,160
FDT07,0,0.135375727,Fruits and Vegetables,256.1,141,130
FDP19,11.5,0.173483253,Fruits and Vegetables,129.1,50,4
DRJ01,6.135,0.115010655,Soft Drinks,161.5,112,82
FDD14,20.7,0.169776346,Canned,184.4,68,41
NCE55,8.92,0.130191993,Household,176.8,80,61
NCQ43,17.75,0.111931193,Others,108.9,126,57
FDC41,15.6,0.116913245,Frozen Foods,78.2,170,56
DRL01,0,0.13511877,Soft Drinks,233,73,0
FDT34,9.3,0.175060504,Snack Foods,106.8,118,101
NCB43,20.2,0.099893424,Household,187.7,108,72
FDG44,11.68809968,0.178923163,Fruits and Vegetables,55.7,163,68
FDU51,20.2,0.096906831,Meat,175.5,150,58
NCC19,6.57,0.096862255,Household,194,61,45
FDY08,11.68809968,0.170246782,Fruits and Vegetables,141.6,168,105
FDK41,14.3,0.127517605,Frozen Foods,86,188,33
FDR60,14.3,0.13030659,Baking Goods,75.7,146,100
DRO47,10.195,0.187841082,Hard Drinks,112.5,196,96
NCU54,8.88,0.098822387,Household,209.6,106,24
FDL16,12.85,0.169139066,Frozen Foods,46.4,91,41
FDC08,19,0.10361083,Fruits and Vegetables,228.4,147,28
FDJ04,18,0.124645538,Frozen Foods,117.2,80,24
FDA31,7.1,0.110459828,Fruits and Vegetables,139.1,51,8
FDW01,11.68809968,0.112161697,Canned,154.5,81,66
FDX36,9.695,0.128805815,Baking Goods,224,187,142
FDA40,16,0.099188598,Frozen Foods,89,154,3
NCE31,7.67,0.309390255,Household,33.2,185,37
FDX19,19.1,0.096929994,Fruits and Vegetables,233.9,124,19
FDG58,10.695,0.145253944,Snack Foods,156.9,154,112
DRI49,14.15,0.183879453,Soft Drinks,82.9,197,22
FDW26,11.8,0.107274301,Dairy,221.2,197,164
FDZ52,19.2,0.100640587,Frozen Foods,112.7,176,110
FDR25,17,0.140090284,Canned,265.2,58,7
FDM27,11.68809968,0.277459381,Meat,156.4,64,36
FDL33,11.68809968,0.099478451,Snack Foods,194.4,146,44
FDU37,9.5,0.104488444,Canned,77.9,154,96
NCE31,7.67,0.185889129,Household,35.4,112,32
FDZ26,11.6,0.143990173,Dairy,239.6,70,6
FDZ59,6.63,0.104183308,Baking Goods,166.2,54,21
FDO20,12.85,0.152364317,Fruits and Vegetables,254,174,132
FDJ56,8.985,0.183774965,Fruits and Vegetables,101.8,134,14
FDU38,10.8,0.138171603,Dairy,191.5,162,20
FDR43,18.2,0.161740582,Fruits and Vegetables,38.4,129,125
FDI12,9.395,0.100966837,Baking Goods,86.9,165,88
FDT56,0,0.115032648,Fruits and Vegetables,58,146,16
DRD15,0,0.099442329,Dairy,233.2,70,55
DRK13,0,0.114609875,Soft Drinks,197,129,49
FDL57,0,0.117442838,Snack Foods,257.7,88,6
FDR27,15.1,0.160852421,Meat,131.4,170,117
FDS07,12.35,0.099674817,Fruits and Vegetables,112.3,173,121
FDZ13,7.84,0.153806271,Canned,51.3,192,49
DRD49,9.895,0.168780385,Soft Drinks,236.9,55,18
NCR30,20.6,0.118827682,Household,75.1,105,6
FDV04,7.825,0.150248468,Frozen Foods,155.2,98,39
FDD46,6.035,0.141475625,Snack Foods,155.1,141,87
FDO25,6.3,0.21332355,Canned,208.5,178,104
FDU13,8.355,0.187850233,Canned,146.5,114,54
FDW51,6.155,0.158441218,Meat,213.8,77,63
FDE29,8.905,0.143419394,Frozen Foods,61.5,149,95
FDF02,16.2,0.103894671,Canned,101.3,197,167
NCR53,0,0.253947823,Health and Hygiene,223.8,121,52
FDV01,0,0.148737487,Canned,155.1,114,43
FDB04,0,0.1107011,Dairy,88.7,100,62
FDE24,14.85,0.15643727,Baking Goods,142.1,98,1
FDK24,0,0.177354373,Baking Goods,46.7,123,78
NCB31,6.235,0.118915034,Household,264.8,61,20
FDR55,12.15,0.131973625,Fruits and Vegetables,188,153,49
FDC38,15.7,0.122470805,Canned,131.8,130,110
FDF16,0,0.150806666,Frozen Foods,149,176,136
FDR52,12.65,0.127283051,Frozen Foods,191.8,63,34
FDW38,0,0.138008431,Dairy,54.8,83,19
DRF23,4.61,0.122901056,Hard Drinks,174.4,97,82
FDW40,14,0.175991929,Frozen Foods,140.8,110,17
FDZ12,9.17,0.172365428,Baking Goods,144.8,84,83
FDX25,16.7,0.10203648,Canned,180.9,168,29
FDN24,14.1,0.113908117,Baking Goods,53.4,114,103
FDY28,7.47,0.15277077,Frozen Foods,214.4,108,64
DRF51,15.75,0.165838224,Dairy,36.7,85,23
FDN12,15.6,0.13575135,Baking Goods,111.6,196,174
FDW10,21.2,0.118297605,Snack Foods,175,91,82
FDU51,20.2,0.096709408,Meat,175.8,118,93
FDX21,7.05,0.1422157,Snack Foods,108.8,196,89
DRN37,9.6,0.096842096,Soft Drinks,166.1,156,105
FDA49,19.7,0.108665723,Canned,86.4,88,43
FDU35,6.44,0.132590283,Breads,98.2,118,101
FDJ10,5.095,0.129705008,Snack Foods,141.9,61,28
FDO39,6.985,0.137366883,Meat,185,132,76
FDO25,6.3,0.127424932,Canned,208.1,85,67
FDT36,12.3,0.111727876,Baking Goods,34,175,108
DRM37,15.35,0.096790497,Soft Drinks,197.3,112,16
FDK25,11.6,0.157149885,Breakfast,168.2,125,125
FDK41,14.3,0.12780038,Frozen Foods,83.6,131,96
FDR43,18.2,0.161458973,Fruits and Vegetables,37.8,100,4
FDY15,18.25,0.171093639,Dairy,155.7,92,91
FDW08,12.1,0.14825809,Fruits and Vegetables,108.4,83,80
FDO32,11.68809968,0.119959873,Fruits and Vegetables,45.5,146,49
FDP58,11.1,0.135416391,Snack Foods,218.3,98,39
FDX35,11.68809968,0.139913045,Breads,227.9,195,45
FDS25,6.885,0.14057889,Canned,112.1,174,10
FDR36,6.715,0.203510667,Baking Goods,41,106,11
FDU13,8.355,0.187523164,Canned,146.2,142,140
DRP47,15.75,0.14048631,Hard Drinks,252.7,158,63
FDU33,7.63,0.134919202,Snack Foods,46.9,54,7
FDL33,7.235,0.099879337,Snack Foods,195.1,73,64
FDV52,20.7,0.122015744,Frozen Foods,117.7,108,8
FDW33,9.395,0.099120588,Snack Foods,107.2,87,1
FDR19,13.5,0.159968994,Fruits and Vegetables,147.6,59,13
FDK56,9.695,0.129889831,Fruits and Vegetables,185.4,175,140
FDY24,4.88,0.134037,Baking Goods,53.3,60,47
FDS02,10.195,0.145867347,Dairy,194.1,73,1
FDP39,11.68809968,0.121554149,Meat,53.7,137,73
FDP58,11.68809968,0.236616754,Snack Foods,217.6,163,130
FDF35,15,0.154860353,Starchy Foods,106.2,70,67
NCE30,16,0.099290166,Household,214.1,197,133
DRI37,15.85,0.180096791,Soft Drinks,57.4,59,22
NCC18,19.1,0.177629525,Household,173.9,192,4
FDK41,14.3,0.127435585,Frozen Foods,86.8,183,130
NCE06,5.825,0.153127523,Household,162.5,115,9
FDU51,20.2,0.096433359,Meat,178.5,171,170
NCH06,12.3,0.128136346,Household,248.3,181,146
FDK08,9.195,0.122494876,Fruits and Vegetables,100.1,72,13
FDX28,6.325,0.125154452,Frozen Foods,99.2,62,20
NCR53,12.15,0.145013434,Health and Hygiene,225,65,42
FDR55,12.15,0.132058566,Fruits and Vegetables,187.6,90,27
FDO25,6.3,0.127449031,Canned,210.5,50,20
FDF47,20.85,0.097536998,Starchy Foods,225.4,160,23
FDY40,15.5,0.143670179,Frozen Foods,48.5,61,53
FDR25,17,0.139804885,Canned,265.8,168,165
FDH48,11.68809968,0.105893301,Baking Goods,86.3,69,16
NCK29,5.615,0.12566436,Health and Hygiene,123.5,85,21
FDV04,7.825,0.150015234,Frozen Foods,157.5,128,82
FDI52,18.7,0.104890428,Frozen Foods,121.4,199,44
FDO20,12.85,0.152099033,Fruits and Vegetables,252.6,157,73
FDT10,16.7,0.103849783,Snack Foods,58.9,145,138
FDF35,15,0.154301621,Starchy Foods,106,108,60
FDG20,15.5,0.125687917,Fruits and Vegetables,178.2,69,37
DRD49,9.895,0.167831064,Soft Drinks,237.5,175,65
FDR19,13.5,0.160624116,Fruits and Vegetables,147,146,32
NCC54,17.75,0.097909084,Health and Hygiene,242.1,192,42
FDA10,0,0.141129263,Snack Foods,121.6,111,30
FDT14,10.695,0.127727102,Dairy,121.1,180,111
FDC38,15.7,0.122684413,Canned,132.3,142,34
FDX19,19.1,0.09688421,Fruits and Vegetables,233.6,140,36
FDQ46,7.51,0.104023565,Snack Foods,112.5,182,174
FDU27,0,0.170646494,Meat,46.3,172,99
FDC35,7.435,0.205605116,Starchy Foods,207.8,135,22
FDL12,0,0.212963193,Baking Goods,59.5,167,163
FDZ08,12.5,0.110614538,Fruits and Vegetables,80.7,75,39
FDA10,20.35,0.142393712,Snack Foods,122.7,167,88
FDI22,12.6,0.161039887,Snack Foods,210.3,50,16
FDZ48,0,0.132995494,Baking Goods,113.6,56,14
DRN37,9.6,0.096689673,Soft Drinks,168,125,36
FDK41,0,0.126924095,Frozen Foods,87.2,136,131
FDR44,6.11,0.103340142,Fruits and Vegetables,131.3,143,21
FDR11,10.5,0.142827296,Breads,159.5,110,80
FDR51,9.035,0.17417636,Meat,149,78,77
FDY07,11.8,0.122289654,Fruits and Vegetables,46.3,144,77
FDT14,10.695,0.128247408,Dairy,121.8,67,16
FDI24,0,0.137870237,Baking Goods,175,90,71
FDP10,19,0.128289285,Snack Foods,105,196,97
FDI53,8.895,0.13842353,Frozen Foods,163,181,89
FDR55,12.15,0.132083542,Fruits and Vegetables,189.6,90,85
NCT30,0,0.140582485,Household,47.2,172,79
FDC50,15.85,0.228469522,Canned,93.3,192,93
FDM03,12.65,0.123007534,Meat,106.1,192,79
NCO06,19.25,0.180820798,Household,36,71,37
FDV24,5.635,0.103693024,Baking Goods,149.9,195,151
FDB50,13,0.154244343,Canned,78,129,25
FDP27,8.155,0.119428052,Meat,190.9,179,100
FDL09,19.6,0.128235131,Snack Foods,169.3,85,40
NCL29,9.695,0.114583922,Health and Hygiene,139.6,69,37
FDI44,16.1,0.100799828,Fruits and Vegetables,78.4,193,82
FDC60,5.425,0.191603334,Baking Goods,87.1,116,42
FDK25,0,0.156072361,Breakfast,169.3,169,142
DRK13,11.8,0.115636723,Soft Drinks,199.7,104,89
FDT40,0,0.167725251,Frozen Foods,128.4,115,55
FDJ20,20.7,0.100378096,Fruits and Vegetables,122.4,75,55
FDN46,7.21,0.14460413,Snack Foods,102.6,179,30
FDD14,20.7,0.169667145,Canned,183.5,105,82
FDY33,14.5,0.097398254,Snack Foods,157.4,83,56
FDE28,0,0.232072674,Frozen Foods,229.5,105,50
FDO57,20.75,0.108689606,Snack Foods,159.4,104,23
FDA58,9.395,0.103664897,Snack Foods,233.7,69,57
FDX45,16.75,0.105282932,Snack Foods,157,99,72
FDY12,9.8,0.141406394,Baking Goods,50,133,131
FDR48,11.65,0.132248069,Baking Goods,150.5,102,9
FDS12,0,0.304859104,Baking Goods,125.4,191,190
FDF50,4.905,0.1175683,Canned,197.7,160,72
FDT34,9.3,0.291826616,Snack Foods,107.2,161,14
NCJ31,19.2,0.183686937,Others,241.8,118,114
FDT50,0,0.107714834,Dairy,97.9,51,33
FDG21,17.35,0.146299902,Seafood,150.4,65,62
FDM03,12.65,0.123531974,Meat,108.3,143,18
NCR53,12.15,0.242768664,Health and Hygiene,226.5,94,62
NCC54,17.75,0.097629611,Health and Hygiene,240.4,175,115
NCB19,11.68809968,0.158096128,Household,86.4,73,55
FDK08,9.195,0.122802943,Fruits and Vegetables,100.1,164,20
NCC19,11.68809968,0.096411426,Household,193,172,161
FDL16,12.85,0.16871476,Frozen Foods,47.3,188,144
FDD52,18.25,0.183260221,Dairy,108.6,127,17
FDB12,11.15,0.105287746,Baking Goods,103.3,200,80
NCR38,17.25,0.113497001,Household,253.5,166,65
NCU54,8.88,0.098622378,Household,208.4,129,64
FDQ36,7.855,0.162461219,Baking Goods,39.3,99,42
DRZ11,8.85,0.112840108,Soft Drinks,122,134,56
DRH23,11.68809968,0.298205272,Hard Drinks,55.8,53,9
FDY16,11.68809968,0.16147714,Frozen Foods,186.2,110,36
FDP13,8.1,0.134870732,Canned,41.9,160,119
FDY33,14.5,0.097750937,Snack Foods,159.7,127,68
FDN56,5.46,0.107223632,Fruits and Vegetables,144.9,132,55
FDR56,15.5,0.101335811,Fruits and Vegetables,196.6,182,118
FDX40,12.85,0.098993139,Frozen Foods,39.3,149,54
FDR51,9.035,0.173821519,Meat,151.5,195,37
FDR48,11.65,0.131708682,Baking Goods,152.3,80,72
FDJ04,18,0.12470444,Frozen Foods,139.6,168,14
NCY17,18.2,0.163096139,Health and Hygiene,43,143,143
FDC47,15,0.119131749,Snack Foods,227,198,76
DRE01,10.1,0.167155198,Soft Drinks,241.8,79,52
FDP37,15.6,0.142986863,Breakfast,130.4,104,55
NCE19,11.68809968,0.162856593,Household,54.6,154,6
FDH47,13.5,0.128816212,Starchy Foods,96.4,90,56
FDP08,20.5,0.112316501,Fruits and Vegetables,193.9,123,54
FDX19,19.1,0.096653315,Fruits and Vegetables,235.2,126,51
FDE29,8.905,0.143351652,Frozen Foods,62.1,134,3
FDE44,14.65,0.171245426,Fruits and Vegetables,50.4,153,42
FDU33,11.68809968,0.134057426,Snack Foods,45.3,128,39
FDO32,6.36,0.120543611,Fruits and Vegetables,45.8,133,120
FDF50,4.905,0.117308165,Canned,195.8,182,29
NCL55,11.68809968,0.113212516,Others,254.6,173,137
FDX11,16,0.106731895,Baking Goods,183.7,81,6
FDW27,5.86,0.151159243,Meat,156.6,55,35
FDR11,10.5,0.142419608,Breads,161.2,143,108
FDZ08,12.5,0.110215444,Fruits and Vegetables,81.9,75,19
FDV60,20.2,0.117339056,Baking Goods,195,86,48
NCG30,20.2,0.112227747,Household,123.5,62,31
DRM48,11.68809968,0.112349962,Soft Drinks,39.2,142,58
NCY54,8.43,0.177661246,Household,170.5,74,48
FDS35,9.3,0.11184963,Breads,64.7,190,89
FDI15,13.8,0.14215211,Dairy,263.6,69,25
FDV38,19.25,0.101689151,Dairy,54.7,121,35
FDQ34,10.85,0.162242617,Snack Foods,107.9,198,170
FDL56,14.1,0.125756824,Fruits and Vegetables,87.1,164,125
FDC44,15.6,0.172453254,Fruits and Vegetables,115.2,176,42
FDK08,9.195,0.122202946,Fruits and Vegetables,100.1,75,75
FDS13,6.465,0.124402507,Canned,266.2,103,32
FDO57,20.75,0.108879177,Snack Foods,161.6,188,99
FDD46,0,0.140571971,Snack Foods,154.8,174,96
FDN56,5.46,0.107662745,Fruits and Vegetables,143.9,60,45
FDJ44,12.3,0.106307146,Fruits and Vegetables,174.9,76,44
FDY15,18.25,0.171174491,Dairy,139.6,143,44
NCZ18,0,0.325780807,Household,252.8,132,87
DRO47,10.195,0.112859454,Hard Drinks,114.5,83,14
FDP03,5.15,0.10239789,Meat,122.1,87,16
FDU02,13.35,0.1027194,Dairy,228.8,136,21
FDN13,0,0.266234421,Breakfast,98.5,114,22
FDX56,0,0.129668578,Fruits and Vegetables,206.9,180,89
NCC18,0,0.176411579,Household,173.2,191,77
FDU51,0,0.096046304,Meat,178.7,101,11
FDJ44,12.3,0.106928681,Fruits and Vegetables,173.7,79,67
FDN22,18.85,0.138585859,Snack Foods,252.5,162,109
FDV52,20.7,0.12152072,Frozen Foods,118,192,178
FDK09,0,0.160665697,Snack Foods,227.5,191,124
FDZ60,0,0.208987123,Baking Goods,106.1,57,12
FDV11,9.1,0.136695145,Breads,173.4,121,56
FDR25,17,0.140311123,Canned,265.7,196,54
FDG32,19.85,0.176991029,Fruits and Vegetables,221.6,81,81
FDC22,6.89,0.136984147,Snack Foods,192.7,144,106
