shelf_id,x,y,w,h,label,zone,aisle
FRR20,47.0,14.45,1.0,0.7,FRR20 (Frozen Foods),🥶 Fresh & Fridge,14
FRR28,47.0,15.3,1.0,0.7,FRR28 (Frozen Foods),🥶 Fresh & Fridge,14
FRR42,47.0,16.15,1.0,0.7,FRR42 (Frozen Foods),🥶 Fresh & Fridge,14
FRR46,47.0,17.0,1.0,0.7,FRR46 (Frozen Foods),🥶 Fresh & Fridge,14
FRR56,47.0,17.85,1.0,0.7,FRR56 (Frozen Foods),🥶 Fresh & Fridge,14
FRR59,47.0,18.7,1.0,0.7,FRR59 (Frozen Foods),🥶 Fresh & Fridge,14
FRR66,47.0,19.55,1.0,0.7,FRR66 (Frozen Foods),🥶 Fresh & Fridge,14
FRR77,47.0,20.4,1.0,0.7,FRR77 (Frozen Foods),🥶 Fresh & Fridge,14
FRR82,47.0,21.25,1.0,0.7,FRR82 (Frozen Foods),🥶 Fresh & Fridge,14
FRS00,47.0,22.1,1.0,0.7,FRS00 (Frozen Foods),🥶 Fresh & Fridge,14
FRS02,47.0,22.95,1.0,0.7,FRS02 (Frozen Foods),🥶 Fresh & Fridge,14
FRS04,47.0,23.8,1.0,0.7,FRS04 (Frozen Foods),🥶 Fresh & Fridge,14
FRS24,47.0,24.65,1.0,0.7,FRS24 (Frozen Foods),🥶 Fresh & Fridge,14
FRS71,48.8,0.0,1.0,0.7,FRS71 (Frozen Foods),🥶 Fresh & Fridge,15
FRS75,48.8,0.85,1.0,0.7,FRS75 (Frozen Foods),🥶 Fresh & Fridge,15
FRS76,48.8,1.7,1.0,0.7,FRS76 (Frozen Foods),🥶 Fresh & Fridge,15
FRS85,48.8,2.55,1.0,0.7,FRS85 (Frozen Foods),🥶 Fresh & Fridge,15
FRS87,48.8,3.4,1.0,0.7,FRS87 (Frozen Foods),🥶 Fresh & Fridge,15
FRS96,48.8,4.25,1.0,0.7,FRS96 (Frozen Foods),🥶 Fresh & Fridge,15
FRT00,48.8,5.1,1.0,0.7,FRT00 (Frozen Foods),🥶 Fresh & Fridge,15
FRT01,48.8,5.95,1.0,0.7,FRT01 (Frozen Foods),🥶 Fresh & Fridge,15
FRT11,48.8,6.8,1.0,0.7,FRT11 (Frozen Foods),🥶 Fresh & Fridge,15
FRT14,48.8,7.65,1.0,0.7,FRT14 (Frozen Foods),🥶 Fresh & Fridge,15
FRT43,48.8,8.5,1.0,0.7,FRT43 (Frozen Foods),🥶 Fresh & Fridge,15
FRT51,48.8,9.35,1.0,0.7,FRT51 (Frozen Foods),🥶 Fresh & Fridge,15
FRT53,48.8,10.2,1.0,0.7,FRT53 (Frozen Foods),🥶 Fresh & Fridge,15
FRT62,48.8,11.05,1.0,0.7,FRT62 (Frozen Foods),🥶 Fresh & Fridge,15
FRT72,48.8,11.9,1.0,0.7,FRT72 (Frozen Foods),🥶 Fresh & Fridge,15
FRT77,48.8,12.75,1.0,0.7,FRT77 (Frozen Foods),🥶 Fresh & Fridge,15
FRT91,48.8,13.6,1.0,0.7,FRT91 (Frozen Foods),🥶 Fresh & Fridge,15
FRU01,48.8,14.45,1.0,0.7,FRU01 (Frozen Foods),🥶 Fresh & Fridge,15
FRU06,48.8,15.3,1.0,0.7,FRU06 (Frozen Foods),🥶 Fresh & Fridge,15
FRU09,48.8,16.15,1.0,0.7,FRU09 (Frozen Foods),🥶 Fresh & Fridge,15
FRU36,48.8,17.0,1.0,0.7,FRU36 (Frozen Foods),🥶 Fresh & Fridge,15
FRU43,48.8,17.85,1.0,0.7,FRU43 (Frozen Foods),🥶 Fresh & Fridge,15
FRU46,48.8,18.7,1.0,0.7,FRU46 (Frozen Foods),🥶 Fresh & Fridge,15
FRU72,48.8,19.55,1.0,0.7,FRU72 (Frozen Foods),🥶 Fresh & Fridge,15
FRU92,48.8,20.4,1.0,0.7,FRU92 (Frozen Foods),🥶 Fresh & Fridge,15
FRU94,48.8,21.25,1.0,0.7,FRU94 (Frozen Foods),🥶 Fresh & Fridge,15
FRU99,48.8,22.1,1.0,0.7,FRU99 (Frozen Foods),🥶 Fresh & Fridge,15
FRV09,48.8,22.95,1.0,0.7,FRV09 (Frozen Foods),🥶 Fresh & Fridge,15
FRV12,48.8,23.8,1.0,0.7,FRV12 (Frozen Foods),🥶 Fresh & Fridge,15
FRV19,48.8,24.65,1.0,0.7,FRV19 (Frozen Foods),🥶 Fresh & Fridge,15
FRV29,50.6,0.0,1.0,0.7,FRV29 (Frozen Foods),🥶 Fresh & Fridge,16
FRV38,50.6,0.85,1.0,0.7,FRV38 (Frozen Foods),🥶 Fresh & Fridge,16
FRV55,50.6,1.7,1.0,0.7,FRV55 (Frozen Foods),🥶 Fresh & Fridge,16
FRV62,50.6,2.55,1.0,0.7,FRV62 (Frozen Foods),🥶 Fresh & Fridge,16
FRV64,50.6,3.4,1.0,0.7,FRV64 (Frozen Foods),🥶 Fresh & Fridge,16
FRV67,50.6,4.25,1.0,0.7,FRV67 (Frozen Foods),🥶 Fresh & Fridge,16
FRV68,50.6,5.1,1.0,0.7,FRV68 (Frozen Foods),🥶 Fresh & Fridge,16
FRV74,50.6,5.95,1.0,0.7,FRV74 (Frozen Foods),🥶 Fresh & Fridge,16
FRV80,50.6,6.8,1.0,0.7,FRV80 (Frozen Foods),🥶 Fresh & Fridge,16
FRW10,50.6,7.65,1.0,0.7,FRW10 (Frozen Foods),🥶 Fresh & Fridge,16
FRW31,50.6,8.5,1.0,0.7,FRW31 (Frozen Foods),🥶 Fresh & Fridge,16
FRW61,50.6,9.35,1.0,0.7,FRW61 (Frozen Foods),🥶 Fresh & Fridge,16
FRW71,50.6,10.2,1.0,0.7,FRW71 (Frozen Foods),🥶 Fresh & Fridge,16
FRW94,50.6,11.05,1.0,0.7,FRW94 (Frozen Foods),🥶 Fresh & Fridge,16
FRW98,50.6,11.9,1.0,0.7,FRW98 (Frozen Foods),🥶 Fresh & Fridge,16
FRX02,50.6,12.75,1.0,0.7,FRX02 (Frozen Foods),🥶 Fresh & Fridge,16
FRX14,50.6,13.6,1.0,0.7,FRX14 (Frozen Foods),🥶 Fresh & Fridge,16
FRX18,50.6,14.45,1.0,0.7,FRX18 (Frozen Foods),🥶 Fresh & Fridge,16
FRX21,50.6,15.3,1.0,0.7,FRX21 (Frozen Foods),🥶 Fresh & Fridge,16
FRX27,50.6,16.15,1.0,0.7,FRX27 (Frozen Foods),🥶 Fresh & Fridge,16
FRX34,50.6,17.0,1.0,0.7,FRX34 (Frozen Foods),🥶 Fresh & Fridge,16
FRX39,50.6,17.85,1.0,0.7,FRX39 (Frozen Foods),🥶 Fresh & Fridge,16
FRX47,50.6,18.7,1.0,0.7,FRX47 (Frozen Foods),🥶 Fresh & Fridge,16
FRX49,50.6,19.55,1.0,0.7,FRX49 (Frozen Foods),🥶 Fresh & Fridge,16
FRX50,50.6,20.4,1.0,0.7,FRX50 (Frozen Foods),🥶 Fresh & Fridge,16
FRX56,50.6,21.25,1.0,0.7,FRX56 (Frozen Foods),🥶 Fresh & Fridge,16
FRX69,50.6,22.1,1.0,0.7,FRX69 (Frozen Foods),🥶 Fresh & Fridge,16
FRX77,50.6,22.95,1.0,0.7,FRX77 (Frozen Foods),🥶 Fresh & Fridge,16
FRX86,50.6,23.8,1.0,0.7,FRX86 (Frozen Foods),🥶 Fresh & Fridge,16
FRX89,50.6,24.65,1.0,0.7,FRX89 (Frozen Foods),🥶 Fresh & Fridge,16
FRY00,52.4,0.0,1.0,0.7,FRY00 (Frozen Foods),🥶 Fresh & Fridge,17
FRY01,52.4,0.85,1.0,0.7,FRY01 (Frozen Foods),🥶 Fresh & Fridge,17
FRY17,52.4,1.7,1.0,0.7,FRY17 (Frozen Foods),🥶 Fresh & Fridge,17
FRY24,52.4,2.55,1.0,0.7,FRY24 (Frozen Foods),🥶 Fresh & Fridge,17
FRY30,52.4,3.4,1.0,0.7,FRY30 (Frozen Foods),🥶 Fresh & Fridge,17
FRY31,52.4,4.25,1.0,0.7,FRY31 (Frozen Foods),🥶 Fresh & Fridge,17
FRY37,52.4,5.1,1.0,0.7,FRY37 (Frozen Foods),🥶 Fresh & Fridge,17
FRY70,52.4,5.95,1.0,0.7,FRY70 (Frozen Foods),🥶 Fresh & Fridge,17
FRY74,52.4,6.8,1.0,0.7,FRY74 (Frozen Foods),🥶 Fresh & Fridge,17
FRY77,52.4,7.65,1.0,0.7,FRY77 (Frozen Foods),🥶 Fresh & Fridge,17
FRY88,52.4,8.5,1.0,0.7,FRY88 (Frozen Foods),🥶 Fresh & Fridge,17
FRY91,52.4,9.35,1.0,0.7,FRY91 (Frozen Foods),🥶 Fresh & Fridge,17
FRY92,52.4,10.2,1.0,0.7,FRY92 (Frozen Foods),🥶 Fresh & Fridge,17
FRY96,52.4,11.05,1.0,0.7,FRY96 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ02,52.4,11.9,1.0,0.7,FRZ02 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ03,52.4,12.75,1.0,0.7,FRZ03 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ09,52.4,13.6,1.0,0.7,FRZ09 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ13,52.4,14.45,1.0,0.7,FRZ13 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ41,52.4,15.3,1.0,0.7,FRZ41 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ44,52.4,16.15,1.0,0.7,FRZ44 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ45,52.4,17.0,1.0,0.7,FRZ45 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ65,52.4,17.85,1.0,0.7,FRZ65 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ80,52.4,18.7,1.0,0.7,FRZ80 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ81,52.4,19.55,1.0,0.7,FRZ81 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ90,52.4,20.4,1.0,0.7,FRZ90 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ92,52.4,21.25,1.0,0.7,FRZ92 (Frozen Foods),🥶 Fresh & Fridge,17
FRZ98,52.4,22.1,1.0,0.7,FRZ98 (Frozen Foods),🥶 Fresh & Fridge,17
MEA21,52.4,22.95,1.0,0.7,MEA21 (Meat),🥶 Fresh & Fridge,17
MEA24,52.4,23.8,1.0,0.7,MEA24 (Meat),🥶 Fresh & Fridge,17
MEA30,52.4,24.65,1.0,0.7,MEA30 (Meat),🥶 Fresh & Fridge,17
MEA43,54.2,0.0,1.0,0.7,MEA43 (Meat),🥶 Fresh & Fridge,18
MEA86,54.2,0.85,1.0,0.7,MEA86 (Meat),🥶 Fresh & Fridge,18
MEB11,54.2,1.7,1.0,0.7,MEB11 (Meat),🥶 Fresh & Fridge,18
MEB16,54.2,2.55,1.0,0.7,MEB16 (Meat),🥶 Fresh & Fridge,18
MEB37,54.2,3.4,1.0,0.7,MEB37 (Meat),🥶 Fresh & Fridge,18
MEB54,54.2,4.25,1.0,0.7,MEB54 (Meat),🥶 Fresh & Fridge,18
MEB69,54.2,5.1,1.0,0.7,MEB69 (Meat),🥶 Fresh & Fridge,18
MEB88,54.2,5.95,1.0,0.7,MEB88 (Meat),🥶 Fresh & Fridge,18
MEB90,54.2,6.8,1.0,0.7,MEB90 (Meat),🥶 Fresh & Fridge,18
MEB94,54.2,7.65,1.0,0.7,MEB94 (Meat),🥶 Fresh & Fridge,18
MEC54,54.2,8.5,1.0,0.7,MEC54 (Meat),🥶 Fresh & Fridge,18
MEC73,54.2,9.35,1.0,0.7,MEC73 (Meat),🥶 Fresh & Fridge,18
MEC76,54.2,10.2,1.0,0.7,MEC76 (Meat),🥶 Fresh & Fridge,18
MEC86,54.2,11.05,1.0,0.7,MEC86 (Meat),🥶 Fresh & Fridge,18
MED20,54.2,11.9,1.0,0.7,MED20 (Meat),🥶 Fresh & Fridge,18
MED23,54.2,12.75,1.0,0.7,MED23 (Meat),🥶 Fresh & Fridge,18
MED48,54.2,13.6,1.0,0.7,MED48 (Meat),🥶 Fresh & Fridge,18
MED66,54.2,14.45,1.0,0.7,MED66 (Meat),🥶 Fresh & Fridge,18
MED73,54.2,15.3,1.0,0.7,MED73 (Meat),🥶 Fresh & Fridge,18
MED90,54.2,16.15,1.0,0.7,MED90 (Meat),🥶 Fresh & Fridge,18
MED94,54.2,17.0,1.0,0.7,MED94 (Meat),🥶 Fresh & Fridge,18
MED99,54.2,17.85,1.0,0.7,MED99 (Meat),🥶 Fresh & Fridge,18
MEE01,54.2,18.7,1.0,0.7,MEE01 (Meat),🥶 Fresh & Fridge,18
MEE25,54.2,19.55,1.0,0.7,MEE25 (Meat),🥶 Fresh & Fridge,18
MEE57,54.2,20.4,1.0,0.7,MEE57 (Meat),🥶 Fresh & Fridge,18
MEE71,54.2,21.25,1.0,0.7,MEE71 (Meat),🥶 Fresh & Fridge,18
MEE92,54.2,22.1,1.0,0.7,MEE92 (Meat),🥶 Fresh & Fridge,18
MEF04,54.2,22.95,1.0,0.7,MEF04 (Meat),🥶 Fresh & Fridge,18
MEF05,54.2,23.8,1.0,0.7,MEF05 (Meat),🥶 Fresh & Fridge,18
MEF22,54.2,24.65,1.0,0.7,MEF22 (Meat),🥶 Fresh & Fridge,18
MEF30,56.0,0.0,1.0,0.7,MEF30 (Meat),🥶 Fresh & Fridge,19
MEF53,56.0,0.85,1.0,0.7,MEF53 (Meat),🥶 Fresh & Fridge,19
MEF82,56.0,1.7,1.0,0.7,MEF82 (Meat),🥶 Fresh & Fridge,19
MEF84,56.0,2.55,1.0,0.7,MEF84 (Meat),🥶 Fresh & Fridge,19
MEF97,56.0,3.4,1.0,0.7,MEF97 (Meat),🥶 Fresh & Fridge,19
MEG02,56.0,4.25,1.0,0.7,MEG02 (Meat),🥶 Fresh & Fridge,19
MEG11,56.0,5.1,1.0,0.7,MEG11 (Meat),🥶 Fresh & Fridge,19
MEG20,56.0,5.95,1.0,0.7,MEG20 (Meat),🥶 Fresh & Fridge,19
MEG26,56.0,6.8,1.0,0.7,MEG26 (Meat),🥶 Fresh & Fridge,19
MEG28,56.0,7.65,1.0,0.7,MEG28 (Meat),🥶 Fresh & Fridge,19
MEG40,56.0,8.5,1.0,0.7,MEG40 (Meat),🥶 Fresh & Fridge,19
MEG68,56.0,9.35,1.0,0.7,MEG68 (Meat),🥶 Fresh & Fridge,19
MEG95,56.0,10.2,1.0,0.7,MEG95 (Meat),🥶 Fresh & Fridge,19
MEH08,56.0,11.05,1.0,0.7,MEH08 (Meat),🥶 Fresh & Fridge,19
MEH12,56.0,11.9,1.0,0.7,MEH12 (Meat),🥶 Fresh & Fridge,19
MEH15,56.0,12.75,1.0,0.7,MEH15 (Meat),🥶 Fresh & Fridge,19
MEH16,56.0,13.6,1.0,0.7,MEH16 (Meat),🥶 Fresh & Fridge,19
MEH30,56.0,14.45,1.0,0.7,MEH30 (Meat),🥶 Fresh & Fridge,19
MEH36,56.0,15.3,1.0,0.7,MEH36 (Meat),🥶 Fresh & Fridge,19
MEH49,56.0,16.15,1.0,0.7,MEH49 (Meat),🥶 Fresh & Fridge,19
MEH55,56.0,17.0,1.0,0.7,MEH55 (Meat),🥶 Fresh & Fridge,19
MEH67,56.0,17.85,1.0,0.7,MEH67 (Meat),🥶 Fresh & Fridge,19
MEI36,56.0,18.7,1.0,0.7,MEI36 (Meat),🥶 Fresh & Fridge,19
MEI44,56.0,19.55,1.0,0.7,MEI44 (Meat),🥶 Fresh & Fridge,19
MEJ16,56.0,20.4,1.0,0.7,MEJ16 (Meat),🥶 Fresh & Fridge,19
MEJ60,56.0,21.25,1.0,0.7,MEJ60 (Meat),🥶 Fresh & Fridge,19
MEJ66,56.0,22.1,1.0,0.7,MEJ66 (Meat),🥶 Fresh & Fridge,19
MEJ86,56.0,22.95,1.0,0.7,MEJ86 (Meat),🥶 Fresh & Fridge,19
MEJ87,56.0,23.8,1.0,0.7,MEJ87 (Meat),🥶 Fresh & Fridge,19
MEK47,56.0,24.65,1.0,0.7,MEK47 (Meat),🥶 Fresh & Fridge,19
MEK61,57.8,0.0,1.0,0.7,MEK61 (Meat),🥶 Fresh & Fridge,20
MEK62,57.8,0.85,1.0,0.7,MEK62 (Meat),🥶 Fresh & Fridge,20
MEK69,57.8,1.7,1.0,0.7,MEK69 (Meat),🥶 Fresh & Fridge,20
MEK94,57.8,2.55,1.0,0.7,MEK94 (Meat),🥶 Fresh & Fridge,20
MEL13,57.8,3.4,1.0,0.7,MEL13 (Meat),🥶 Fresh & Fridge,20
MEL19,57.8,4.25,1.0,0.7,MEL19 (Meat),🥶 Fresh & Fridge,20
MEL23,57.8,5.1,1.0,0.7,MEL23 (Meat),🥶 Fresh & Fridge,20
MEL45,57.8,5.95,1.0,0.7,MEL45 (Meat),🥶 Fresh & Fridge,20
MEL53,57.8,6.8,1.0,0.7,MEL53 (Meat),🥶 Fresh & Fridge,20
MEL67,57.8,7.65,1.0,0.7,MEL67 (Meat),🥶 Fresh & Fridge,20
MEL89,57.8,8.5,1.0,0.7,MEL89 (Meat),🥶 Fresh & Fridge,20
MEM07,57.8,9.35,1.0,0.7,MEM07 (Meat),🥶 Fresh & Fridge,20
MEM36,57.8,10.2,1.0,0.7,MEM36 (Meat),🥶 Fresh & Fridge,20
MEM51,57.8,11.05,1.0,0.7,MEM51 (Meat),🥶 Fresh & Fridge,20
MEM80,57.8,11.9,1.0,0.7,MEM80 (Meat),🥶 Fresh & Fridge,20
MEM94,57.8,12.75,1.0,0.7,MEM94 (Meat),🥶 Fresh & Fridge,20
MEN27,57.8,13.6,1.0,0.7,MEN27 (Meat),🥶 Fresh & Fridge,20
MEN31,57.8,14.45,1.0,0.7,MEN31 (Meat),🥶 Fresh & Fridge,20
MEN33,57.8,15.3,1.0,0.7,MEN33 (Meat),🥶 Fresh & Fridge,20
MEN52,57.8,16.15,1.0,0.7,MEN52 (Meat),🥶 Fresh & Fridge,20
MEN54,57.8,17.0,1.0,0.7,MEN54 (Meat),🥶 Fresh & Fridge,20
MEN71,57.8,17.85,1.0,0.7,MEN71 (Meat),🥶 Fresh & Fridge,20
MEN90,57.8,18.7,1.0,0.7,MEN90 (Meat),🥶 Fresh & Fridge,20
MEN93,57.8,19.55,1.0,0.7,MEN93 (Meat),🥶 Fresh & Fridge,20
MEO59,57.8,20.4,1.0,0.7,MEO59 (Meat),🥶 Fresh & Fridge,20
MEO91,57.8,21.25,1.0,0.7,MEO91 (Meat),🥶 Fresh & Fridge,20
MEP02,57.8,22.1,1.0,0.7,MEP02 (Meat),🥶 Fresh & Fridge,20
MEP10,57.8,22.95,1.0,0.7,MEP10 (Meat),🥶 Fresh & Fridge,20
MEP22,57.8,23.8,1.0,0.7,MEP22 (Meat),🥶 Fresh & Fridge,20
MEP45,57.8,24.65,1.0,0.7,MEP45 (Meat),🥶 Fresh & Fridge,20
MEP51,59.6,0.0,1.0,0.7,MEP51 (Meat),🥶 Fresh & Fridge,21
MEP83,59.6,0.85,1.0,0.7,MEP83 (Meat),🥶 Fresh & Fridge,21
MEP84,59.6,1.7,1.0,0.7,MEP84 (Meat),🥶 Fresh & Fridge,21
MEP97,59.6,2.55,1.0,0.7,MEP97 (Meat),🥶 Fresh & Fridge,21
MEQ19,59.6,3.4,1.0,0.7,MEQ19 (Meat),🥶 Fresh & Fridge,21
MEQ37,59.6,4.25,1.0,0.7,MEQ37 (Meat),🥶 Fresh & Fridge,21
MEQ46,59.6,5.1,1.0,0.7,MEQ46 (Meat),🥶 Fresh & Fridge,21
MEQ48,59.6,5.95,1.0,0.7,MEQ48 (Meat),🥶 Fresh & Fridge,21
MEQ75,59.6,6.8,1.0,0.7,MEQ75 (Meat),🥶 Fresh & Fridge,21
MEQ85,59.6,7.65,1.0,0.7,MEQ85 (Meat),🥶 Fresh & Fridge,21
MER16,59.6,8.5,1.0,0.7,MER16 (Meat),🥶 Fresh & Fridge,21
MER17,59.6,9.35,1.0,0.7,MER17 (Meat),🥶 Fresh & Fridge,21
MER38,59.6,10.2,1.0,0.7,MER38 (Meat),🥶 Fresh & Fridge,21
MER54,59.6,11.05,1.0,0.7,MER54 (Meat),🥶 Fresh & Fridge,21
MER63,59.6,11.9,1.0,0.7,MER63 (Meat),🥶 Fresh & Fridge,21
MER79,59.6,12.75,1.0,0.7,MER79 (Meat),🥶 Fresh & Fridge,21
MER92,59.6,13.6,1.0,0.7,MER92 (Meat),🥶 Fresh & Fridge,21
MES32,59.6,14.45,1.0,0.7,MES32 (Meat),🥶 Fresh & Fridge,21
MES57,59.6,15.3,1.0,0.7,MES57 (Meat),🥶 Fresh & Fridge,21
MES71,59.6,16.15,1.0,0.7,MES71 (Meat),🥶 Fresh & Fridge,21
MET27,59.6,17.0,1.0,0.7,MET27 (Meat),🥶 Fresh & Fridge,21
MET31,59.6,17.85,1.0,0.7,MET31 (Meat),🥶 Fresh & Fridge,21
MET46,59.6,18.7,1.0,0.7,MET46 (Meat),🥶 Fresh & Fridge,21
MET51,59.6,19.55,1.0,0.7,MET51 (Meat),🥶 Fresh & Fridge,21
MET79,59.6,20.4,1.0,0.7,MET79 (Meat),🥶 Fresh & Fridge,21
MET85,59.6,21.25,1.0,0.7,MET85 (Meat),🥶 Fresh & Fridge,21
MEU04,59.6,22.1,1.0,0.7,MEU04 (Meat),🥶 Fresh & Fridge,21
MEU12,59.6,22.95,1.0,0.7,MEU12 (Meat),🥶 Fresh & Fridge,21
MEU43,59.6,23.8,1.0,0.7,MEU43 (Meat),🥶 Fresh & Fridge,21
MEU80,59.6,24.65,1.0,0.7,MEU80 (Meat),🥶 Fresh & Fridge,21
MEU82,61.4,0.0,1.0,0.7,MEU82 (Meat),🥶 Fresh & Fridge,22
MEU96,61.4,0.85,1.0,0.7,MEU96 (Meat),🥶 Fresh & Fridge,22
MEV14,61.4,1.7,1.0,0.7,MEV14 (Meat),🥶 Fresh & Fridge,22
MEV67,61.4,2.55,1.0,0.7,MEV67 (Meat),🥶 Fresh & Fridge,22
MEV85,61.4,3.4,1.0,0.7,MEV85 (Meat),🥶 Fresh & Fridge,22
MEW33,61.4,4.25,1.0,0.7,MEW33 (Meat),🥶 Fresh & Fridge,22
MEW53,61.4,5.1,1.0,0.7,MEW53 (Meat),🥶 Fresh & Fridge,22
MEW93,61.4,5.95,1.0,0.7,MEW93 (Meat),🥶 Fresh & Fridge,22
MEX30,61.4,6.8,1.0,0.7,MEX30 (Meat),🥶 Fresh & Fridge,22
MEX33,61.4,7.65,1.0,0.7,MEX33 (Meat),🥶 Fresh & Fridge,22
MEX39,61.4,8.5,1.0,0.7,MEX39 (Meat),🥶 Fresh & Fridge,22
MEX45,61.4,9.35,1.0,0.7,MEX45 (Meat),🥶 Fresh & Fridge,22
MEX70,61.4,10.2,1.0,0.7,MEX70 (Meat),🥶 Fresh & Fridge,22
MEX87,61.4,11.05,1.0,0.7,MEX87 (Meat),🥶 Fresh & Fridge,22
MEX88,61.4,11.9,1.0,0.7,MEX88 (Meat),🥶 Fresh & Fridge,22
MEX90,61.4,12.75,1.0,0.7,MEX90 (Meat),🥶 Fresh & Fridge,22
MEY28,61.4,13.6,1.0,0.7,MEY28 (Meat),🥶 Fresh & Fridge,22
MEY37,61.4,14.45,1.0,0.7,MEY37 (Meat),🥶 Fresh & Fridge,22
MEY66,61.4,15.3,1.0,0.7,MEY66 (Meat),🥶 Fresh & Fridge,22
MEZ41,61.4,16.15,1.0,0.7,MEZ41 (Meat),🥶 Fresh & Fridge,22
MEZ61,61.4,17.0,1.0,0.7,MEZ61 (Meat),🥶 Fresh & Fridge,22
MEZ79,61.4,17.85,1.0,0.7,MEZ79 (Meat),🥶 Fresh & Fridge,22
MEZ82,61.4,18.7,1.0,0.7,MEZ82 (Meat),🥶 Fresh & Fridge,22
MEZ89,61.4,19.55,1.0,0.7,MEZ89 (Meat),🥶 Fresh & Fridge,22
RMA26,61.4,20.4,1.0,0.7,RMA26 (Ready Meals),🥶 Fresh & Fridge,22
RMA42,61.4,21.25,1.0,0.7,RMA42 (Ready Meals),🥶 Fresh & Fridge,22
RMA57,61.4,22.1,1.0,0.7,RMA57 (Ready Meals),🥶 Fresh & Fridge,22
RMB02,61.4,22.95,1.0,0.7,RMB02 (Ready Meals),🥶 Fresh & Fridge,22
RMB39,61.4,23.8,1.0,0.7,RMB39 (Ready Meals),🥶 Fresh & Fridge,22
RMC81,61.4,24.65,1.0,0.7,RMC81 (Ready Meals),🥶 Fresh & Fridge,22
RMD16,63.2,0.0,1.0,0.7,RMD16 (Ready Meals),🥶 Fresh & Fridge,23
RMD86,63.2,0.85,1.0,0.7,RMD86 (Ready Meals),🥶 Fresh & Fridge,23
RMD97,63.2,1.7,1.0,0.7,RMD97 (Ready Meals),🥶 Fresh & Fridge,23
RME79,63.2,2.55,1.0,0.7,RME79 (Ready Meals),🥶 Fresh & Fridge,23
RMF09,63.2,3.4,1.0,0.7,RMF09 (Ready Meals),🥶 Fresh & Fridge,23
RMG16,63.2,4.25,1.0,0.7,RMG16 (Ready Meals),🥶 Fresh & Fridge,23
RMG37,63.2,5.1,1.0,0.7,RMG37 (Ready Meals),🥶 Fresh & Fridge,23
RMH53,63.2,5.95,1.0,0.7,RMH53 (Ready Meals),🥶 Fresh & Fridge,23
RMI03,63.2,6.8,1.0,0.7,RMI03 (Ready Meals),🥶 Fresh & Fridge,23
RMI11,63.2,7.65,1.0,0.7,RMI11 (Ready Meals),🥶 Fresh & Fridge,23
RMI23,63.2,8.5,1.0,0.7,RMI23 (Ready Meals),🥶 Fresh & Fridge,23
RMI40,63.2,9.35,1.0,0.7,RMI40 (Ready Meals),🥶 Fresh & Fridge,23
RMI62,63.2,10.2,1.0,0.7,RMI62 (Ready Meals),🥶 Fresh & Fridge,23
RMI80,63.2,11.05,1.0,0.7,RMI80 (Ready Meals),🥶 Fresh & Fridge,23
RMJ98,63.2,11.9,1.0,0.7,RMJ98 (Ready Meals),🥶 Fresh & Fridge,23
RMK52,63.2,12.75,1.0,0.7,RMK52 (Ready Meals),🥶 Fresh & Fridge,23
RMK59,63.2,13.6,1.0,0.7,RMK59 (Ready Meals),🥶 Fresh & Fridge,23
RML21,63.2,14.45,1.0,0.7,RML21 (Ready Meals),🥶 Fresh & Fridge,23
RML22,63.2,15.3,1.0,0.7,RML22 (Ready Meals),🥶 Fresh & Fridge,23
RML62,63.2,16.15,1.0,0.7,RML62 (Ready Meals),🥶 Fresh & Fridge,23
RML83,63.2,17.0,1.0,0.7,RML83 (Ready Meals),🥶 Fresh & Fridge,23
RMM30,63.2,17.85,1.0,0.7,RMM30 (Ready Meals),🥶 Fresh & Fridge,23
RMM42,63.2,18.7,1.0,0.7,RMM42 (Ready Meals),🥶 Fresh & Fridge,23
RMM85,63.2,19.55,1.0,0.7,RMM85 (Ready Meals),🥶 Fresh & Fridge,23
RMN53,63.2,20.4,1.0,0.7,RMN53 (Ready Meals),🥶 Fresh & Fridge,23
RMO06,63.2,21.25,1.0,0.7,RMO06 (Ready Meals),🥶 Fresh & Fridge,23
RMO66,63.2,22.1,1.0,0.7,RMO66 (Ready Meals),🥶 Fresh & Fridge,23
RMO91,63.2,22.95,1.0,0.7,RMO91 (Ready Meals),🥶 Fresh & Fridge,23
RMP09,63.2,23.8,1.0,0.7,RMP09 (Ready Meals),🥶 Fresh & Fridge,23
RMP86,63.2,24.65,1.0,0.7,RMP86 (Ready Meals),🥶 Fresh & Fridge,23
RMQ32,65.0,0.0,1.0,0.7,RMQ32 (Ready Meals),🥶 Fresh & Fridge,24
RMQ99,65.0,0.85,1.0,0.7,RMQ99 (Ready Meals),🥶 Fresh & Fridge,24
RMR12,65.0,1.7,1.0,0.7,RMR12 (Ready Meals),🥶 Fresh & Fridge,24
