Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock
FDO57,20.75,0.109153001,Snack Foods,161.4,601,567
NCJ30,5.82,0.08062523,Household,168.4,1365,530
FDQ31,5.785,0.0901292,Fruits and Vegetables,89.9,1023,158
FDC05,13.1,0.098938169,Frozen Foods,195.8,774,537
FDM08,10.1,0.0,Fruits and Vegetables,225.1,1567,1449
NCA41,16.75,0.032580547,Health and Hygiene,192.1,1316,680
FDK15,11.68809968,0.097937252,Meat,98.9,1456,22
FDX56,17.1,0.0,Fruits and Vegetables,208.6,1540,1070
FDT21,7.42,0.020391845,Snack Foods,248.9,829,524
FDQ46,7.51,0.103813029,Snack Foods,113.8,511,216
FDS01,11.68809968,0.031069203,Canned,179.7,1841,1729
FDW34,11.68809968,0.062294473,Snack Foods,242.4,715,143
FDX07,19.2,0.022914478,Fruits and Vegetables,181.2,838,584
FDN13,18.6,0.152058281,Breakfast,99.9,1160,667
NCP02,7.105,0.044991294,Household,59.3,1604,1442
FDT48,4.92,0.046214971,Baking Goods,199.8,873,680
FDZ49,11.0,0.13312044,Canned,221.6,1475,972
NCJ17,7.68,0.255348289,Health and Hygiene,84.4,1209,798
FDB17,13.15,0.036879539,Frozen Foods,181.4,1723,84
FDP48,7.52,0.044202545,Baking Goods,183.0,965,415
FDI53,8.895,0.137858955,Frozen Foods,162.1,1612,693
FDW02,4.805,0.037668051,Dairy,126.8,1791,481
FDL20,11.68809968,0.224837308,Fruits and Vegetables,112.8,988,455
FDV32,7.785,0.089069748,Fruits and Vegetables,62.8,546,296
FDG38,8.975,0.053027398,Canned,86.0,1811,1135
NCB31,11.68809968,0.118099673,Household,262.9,1277,1253
FDF52,9.3,0.0,Frozen Foods,182.9,1539,1119
FDB15,10.895,0.137023446,Dairy,263.8,1210,949
FDO48,15.0,0.026950104,Baking Goods,220.9,900,679
NCR53,12.15,0.0,Health and Hygiene,224.4,1480,377
FDF56,16.7,0.119362812,Fruits and Vegetables,180.4,1609,1179
FDL57,15.1,0.067350054,Snack Foods,257.3,749,420
NCC31,8.02,0.0,Household,157.8,890,104
FDE33,19.35,0.049712775,Fruits and Vegetables,78.3,834,704
FDV52,20.7,0.122208091,Frozen Foods,119.7,1128,329
FDR46,11.68809968,0.138742518,Snack Foods,147.5,636,438
DRE12,4.59,0.070780558,Soft Drinks,114.6,1382,1155
FDD57,18.1,0.037492325,Fruits and Vegetables,95.5,1187,381
NCS41,12.85,0.053527105,Health and Hygiene,185.2,1326,137
NCY41,16.75,0.076164013,Health and Hygiene,34.1,1226,942
FDV22,14.85,0.009995002,Snack Foods,154.5,2000,842
FDF12,8.235,0.08259502,Baking Goods,149.1,1093,269
FDM13,6.425,0.063122753,Breakfast,131.4,1746,1573
FDQ56,6.59,0.105597316,Fruits and Vegetables,83.5,1489,395
FDW55,11.68809968,0.021863506,Fruits and Vegetables,247.0,871,556
NCT29,11.68809968,0.063800266,Health and Hygiene,123.0,1434,912
NCX42,6.36,0.006012413,Household,163.1,1494,463
FDR24,17.35,0.063207198,Baking Goods,89.4,901,674
NCS42,8.6,0.069809115,Household,90.5,1966,449
FDL40,17.7,0.011660463,Frozen Foods,96.5,1114,19
FDD47,7.6,0.142410775,Starchy Foods,171.9,1796,238
DRE03,19.6,0.024226902,Dairy,48.8,1682,1293
NCM18,11.68809968,0.082440705,Household,61.3,1675,417
FDF52,9.3,0.066918731,Frozen Foods,184.2,1494,1333
NCG43,20.2,0.074390007,Household,91.4,1119,1054
FDE20,11.35,0.005530516,Fruits and Vegetables,171.2,687,103
FDI33,16.5,0.028579565,Snack Foods,90.3,1621,185
NCT06,17.1,0.038705317,Household,165.1,630,127
FDY24,4.88,0.0,Baking Goods,53.1,1304,1233
FDZ33,10.195,0.108004532,Snack Foods,148.7,1694,1437
FDJ55,12.8,0.023626808,Meat,223.2,1435,1304
FDE45,11.68809968,0.070660449,Fruits and Vegetables,180.4,1485,252
FDD44,8.05,0.078719835,Fruits and Vegetables,258.6,682,18
FDD10,20.6,0.046208155,Snack Foods,178.0,1482,711
FDA39,6.32,0.012769753,Meat,40.0,863,731
FDB36,5.465,0.048486801,Baking Goods,131.3,538,135
FDK52,18.25,0.132596101,Frozen Foods,226.2,996,222
FDJ36,14.5,0.128459481,Baking Goods,102.0,1872,2
NCB55,15.7,0.161317495,Household,57.6,1481,1259
NCK18,9.6,0.011211251,Household,166.9,1420,853
FDX27,20.7,0.114294512,Dairy,94.9,1920,1488
FDB08,6.055,0.031103357,Fruits and Vegetables,160.0,1221,227
FDX43,5.655,0.085274988,Fruits and Vegetables,165.1,1684,912
FDA20,6.78,0.066892471,Fruits and Vegetables,186.4,515,498
FDC04,11.68809968,0.078764059,Dairy,241.4,992,520
FDG17,6.865,0.036042939,Frozen Foods,244.4,1949,701
FDU58,6.61,0.04855968,Snack Foods,188.5,1631,916
FDP24,11.68809968,0.082602127,Baking Goods,121.0,1393,1162
NCT29,12.6,0.064240743,Health and Hygiene,121.9,1973,1299
FDB08,6.055,0.031230059,Fruits and Vegetables,160.4,810,290
NCB43,20.2,0.100114941,Household,188.4,1238,1076
FDL09,11.68809968,0.22417463,Snack Foods,168.9,1693,1133
DRK49,14.15,0.035943717,Soft Drinks,40.5,1045,714
FDR37,16.5,0.06619442,Breakfast,184.4,913,647
FDG56,13.3,0.071439051,Fruits and Vegetables,61.1,750,3
FDE34,9.195,0.108059141,Snack Foods,181.8,1258,683
FDE16,11.68809968,0.026216144,Frozen Foods,207.6,1664,869
FDT58,9.0,0.085938463,Snack Foods,168.7,1797,1070
FDR03,15.7,0.008734284,Meat,207.9,1939,93
NCL30,18.1,0.049016517,Household,128.7,1562,939
FDT22,11.68809968,0.111554381,Snack Foods,59.8,1313,559
FDP45,15.7,0.030672457,Snack Foods,253.2,528,212
FDS15,9.195,0.077995641,Meat,107.2,1457,435
FDF16,11.68809968,0.085715273,Frozen Foods,146.6,976,851
FDL13,13.85,0.056432784,Breakfast,234.9,817,507
NCV30,20.2,0.066200667,Household,61.5,744,650
FDG33,11.68809968,0.245542627,Seafood,172.3,1247,204
FDO10,13.65,0.0127517,Snack Foods,55.6,1196,380
FDQ03,15.0,0.077949334,Meat,238.7,771,72
NCC55,10.695,0.064022881,Household,36.1,1963,1539
FDD52,11.68809968,0.182407266,Dairy,109.2,1762,1099
FDI16,14.0,0.136328794,Frozen Foods,54.9,876,840
FDB44,6.655,0.016958832,Fruits and Vegetables,210.1,765,76
FDA25,16.5,0.068125756,Canned,101.2,1425,815
FDV33,9.6,0.02734361,Snack Foods,257.8,1420,767
FDX47,6.55,0.034658144,Breads,155.8,1882,409
FDO50,16.25,0.0,Canned,89.9,839,613
FDV57,15.25,0.065841719,Snack Foods,179.9,888,105
FDB02,9.695,0.029158763,Canned,174.5,1076,550
FDD16,11.68809968,0.063649582,Frozen Foods,74.8,502,475
FDX02,16.0,0.05706009,Dairy,225.0,1952,825
FDP11,15.85,0.11566015,Breads,218.3,1665,1298
FDH32,11.68809968,0.075691713,Fruits and Vegetables,98.2,875,87
NCL18,18.85,0.167844438,Household,193.9,823,722
FDT12,6.215,0.049722335,Baking Goods,224.5,645,76
FDD50,11.68809968,0.14095631,Canned,167.7,792,76
NCU05,11.8,0.058827557,Health and Hygiene,80.9,931,441
FDI56,7.325,0.093765794,Fruits and Vegetables,90.3,1204,539
DRL11,10.5,0.048092816,Hard Drinks,159.3,1448,244
FDQ08,15.7,0.018968743,Fruits and Vegetables,62.0,1084,577
FDW20,11.68809968,0.024032484,Fruits and Vegetables,125.0,898,777
FDW46,13.0,0.070444232,Snack Foods,63.4,1316,981
FDO09,13.5,0.125469442,Snack Foods,264.5,1867,716
DRJ49,6.865,0.01405025,Soft Drinks,129.0,1463,141
FDP26,7.785,0.139436695,Dairy,103.0,1663,892
FDO19,17.7,0.016593506,Fruits and Vegetables,46.9,686,367
NCG43,20.2,0.124261614,Household,93.6,560,83
FDG02,7.855,0.011261165,Canned,189.5,1438,1166
FDO32,6.36,0.120520818,Fruits and Vegetables,45.9,1903,351
FDR34,17.0,0.015965308,Snack Foods,229.4,1209,544
FDU59,5.78,0.096386227,Breads,163.6,1306,912
FDN31,11.5,0.073029341,Fruits and Vegetables,188.0,1963,151
FDT55,11.68809968,0.043443753,Fruits and Vegetables,158.2,1842,1181
FDE08,18.2,0.049520593,Fruits and Vegetables,147.4,1825,1469
FDK52,18.25,0.079152918,Frozen Foods,223.8,1867,652
FDW11,12.6,0.048741487,Breads,60.4,510,445
FDC03,8.575,0.071958197,Dairy,195.4,1585,762
FDR43,18.2,0.162147349,Fruits and Vegetables,37.7,725,302
FDL14,8.115,0.05382735,Canned,155.3,1676,623
FDP39,12.65,0.069565759,Meat,52.4,1063,655
FDG29,11.68809968,0.056019324,Frozen Foods,40.0,1271,449
DRH15,8.775,0.109911272,Dairy,41.9,1833,720
FDT11,5.94,0.029366813,Breads,187.8,1384,1247
FDU48,18.85,0.055347985,Baking Goods,131.5,1766,42
FDY12,9.8,0.0,Baking Goods,49.2,1889,263
FDS44,12.65,0.156926608,Fruits and Vegetables,238.4,1853,1779
NCP06,20.7,0.039405676,Household,149.8,1630,1026
DRH23,14.65,0.170176516,Hard Drinks,55.3,725,636
FDA16,11.68809968,0.033777629,Frozen Foods,222.8,1324,1291
FDT45,15.85,0.057546914,Snack Foods,55.9,717,595
FDE56,17.25,0.160095901,Fruits and Vegetables,61.5,1436,1039
FDA40,16.0,0.099832728,Frozen Foods,87.5,1252,1082
FDA39,6.32,0.012717946,Meat,40.3,1005,176
NCB19,6.525,0.090278634,Household,86.8,758,62
FDZ34,6.695,0.0,Starchy Foods,191.9,553,306
FDV22,14.85,0.009958941,Snack Foods,158.0,1570,1269
FDO40,17.1,0.032678839,Frozen Foods,150.7,1226,954
FDD21,10.3,0.0,Fruits and Vegetables,115.0,1188,849
FDO36,19.7,0.077849003,Baking Goods,179.2,1622,1278
FDV34,10.695,0.011443222,Snack Foods,73.5,1543,603
NCY18,7.285,0.031214809,Household,177.1,918,509
NCM54,17.7,0.051146565,Household,127.4,1189,605
FDB59,18.25,0.015302653,Snack Foods,198.0,1349,829
FDS45,5.175,0.04937018,Snack Foods,106.8,561,462
FDV24,5.635,0.0,Baking Goods,148.7,1668,1222
FDD46,6.035,0.236433601,Snack Foods,155.6,715,270
FDQ39,14.8,0.081372267,Meat,191.5,502,499
FDD52,18.25,0.18329488,Dairy,111.7,659,557
FDL39,16.1,0.06358934,Dairy,179.4,1280,63
FDV02,16.75,0.060792265,Dairy,170.4,1643,1253
FDE11,17.7,0.0,Starchy Foods,184.4,1392,941
NCU54,8.88,0.098775709,Household,208.9,1612,248
FDR43,18.2,0.270300331,Fruits and Vegetables,38.3,828,245
FDD51,11.15,0.119852889,Dairy,45.0,1079,939
FDO60,20.0,0.034563936,Baking Goods,45.3,1880,1610
NCS06,7.935,0.031710329,Household,263.1,1790,156
FDX50,20.1,0.074778547,Dairy,110.7,1451,734
FDQ55,13.65,0.013035609,Fruits and Vegetables,114.8,1846,1725
FDL52,6.635,0.046277956,Frozen Foods,36.8,1134,984
FDK52,18.25,0.0793795,Frozen Foods,226.1,1487,1111
NCO02,11.15,0.073783159,Others,66.0,1718,1336
NCO30,19.5,0.01572192,Household,185.7,1420,1089
FDA33,6.48,0.033952603,Snack Foods,148.2,1237,661
FDB12,11.15,0.105220024,Baking Goods,102.8,1855,1043
FDT40,5.985,0.095715608,Frozen Foods,125.9,669,32
NCO05,7.27,0.046822808,Health and Hygiene,99.3,1020,839
FDR32,6.78,0.0,Fruits and Vegetables,227.6,1986,1816
FDM04,9.195,0.04731256,Frozen Foods,50.8,539,72
DRL01,19.5,0.077108099,Soft Drinks,232.9,1784,824
FDQ56,6.59,0.106027474,Fruits and Vegetables,84.0,1918,1366
FDH08,7.51,0.01742908,Fruits and Vegetables,229.6,1454,1156
NCQ06,11.68809968,0.073229342,Household,254.1,1749,1078
FDG16,11.68809968,0.157257637,Frozen Foods,215.0,1483,60
FDZ40,11.68809968,0.039988162,Frozen Foods,55.7,1647,1543
FDY51,12.5,0.081119484,Meat,220.1,1474,271
NCN41,17.0,0.052421981,Health and Hygiene,123.8,537,245
NCM17,11.68809968,0.070791391,Health and Hygiene,46.4,827,175
FDP39,12.65,0.069817659,Meat,53.5,1774,627
FDZ08,12.5,0.109971578,Fruits and Vegetables,82.8,1699,1340
FDU03,18.7,0.091950972,Meat,184.2,1413,704
FDZ49,11.0,0.133145617,Canned,218.5,953,661
NCX30,11.68809968,0.046609281,Household,248.7,536,130
FDV08,7.35,0.028652919,Fruits and Vegetables,40.5,1839,1125
FDB15,10.895,0.136696892,Dairy,264.6,1472,309
FDY49,17.2,0.012002075,Canned,165.3,1295,494
FDF24,15.5,0.025513973,Baking Goods,83.8,1472,1384
DRK47,7.905,0.064194304,Hard Drinks,229.5,1092,337
DRD37,9.8,0.013920032,Soft Drinks,45.0,1637,578
FDH40,11.6,0.079251097,Frozen Foods,79.2,1563,9
FDL12,11.68809968,0.121043709,Baking Goods,59.4,1824,48
FDW11,11.68809968,0.048545853,Breads,60.1,723,486
NCE06,5.825,0.091467933,Household,159.8,817,622
FDF32,16.35,0.0,Fruits and Vegetables,196.3,848,320
DRI47,14.7,0.020916223,Hard Drinks,141.8,614,568
DRA12,11.6,0.0,Soft Drinks,141.9,1197,794
FDX45,16.75,0.104768536,Snack Foods,155.2,1846,970
FDR35,12.5,0.020680499,Breads,197.3,1563,132
FDK03,12.6,0.123727659,Dairy,253.0,539,82
NCJ18,12.35,0.163805509,Household,117.6,1812,56
FDN48,13.35,0.065082452,Baking Goods,93.1,1785,375
FDZ59,11.68809968,0.182128363,Baking Goods,165.7,715,348
FDB57,11.68809968,0.01871404,Fruits and Vegetables,223.5,1670,270
DRP35,11.68809968,0.159096908,Hard Drinks,129.3,835,482
FDZ59,6.63,0.103935018,Baking Goods,166.9,1691,110
FDU58,6.61,0.029129907,Snack Foods,188.5,591,75
FDL09,19.6,0.128011859,Snack Foods,166.9,852,157
FDY38,13.6,0.119850541,Dairy,234.5,1070,328
FDI46,11.68809968,0.073985248,Snack Foods,252.6,1315,121
FDL03,19.25,0.027233781,Meat,197.5,1280,40
DRC25,11.68809968,0.079440262,Soft Drinks,86.8,862,166
FDU60,20.0,0.060022526,Baking Goods,168.7,1056,921
FDP25,11.68809968,0.02110482,Canned,217.1,1868,641
FDO57,20.75,0.181958524,Snack Foods,161.1,1693,1046
FDQ09,7.235,0.058222587,Snack Foods,114.9,855,278
NCY05,11.68809968,0.054723717,Health and Hygiene,36.7,690,468
FDA20,6.78,0.066724663,Fruits and Vegetables,187.7,921,399
FDF16,7.3,0.144167934,Frozen Foods,146.3,1199,8
NCG07,12.3,0.052458358,Household,188.8,506,12
FDR46,16.85,0.139985583,Snack Foods,145.3,632,51
FDP22,14.65,0.099286298,Snack Foods,49.9,1056,652
FDL45,15.6,0.037680711,Snack Foods,123.8,1325,620
NCF42,17.35,0.168064909,Household,176.3,1260,195
FDD04,16.0,0.090111173,Dairy,141.3,1554,416
FDC45,17.0,0.136286138,Fruits and Vegetables,170.9,1034,663
FDI40,11.5,0.125857678,Frozen Foods,100.5,925,419
FDQ11,5.695,0.067700925,Breads,256.6,1917,1778
DRM48,15.2,0.112896669,Soft Drinks,36.1,1171,147
FDS12,9.1,0.173973652,Baking Goods,126.5,862,364
FDR46,16.85,0.0,Snack Foods,146.1,1960,363
NCO02,11.15,0.073516952,Others,65.9,581,401
FDQ52,17.0,0.119285634,Frozen Foods,247.4,855,605
FDY28,7.47,0.153011599,Frozen Foods,215.2,1781,1515
FDE32,20.7,0.04875891,Fruits and Vegetables,37.4,1088,228
FDJ58,15.6,0.105276162,Snack Foods,173.3,794,574
FDJ27,17.7,0.122123201,Meat,100.8,1747,536
NCM18,13.0,0.082970667,Household,60.0,1569,267
FDA02,14.0,0.029782937,Dairy,146.4,1636,1428
FDT26,18.85,0.067953506,Dairy,119.0,1756,1034
DRD60,15.7,0.03722507,Soft Drinks,182.5,516,319
NCR18,15.85,0.020487625,Household,44.0,859,712
FDO27,6.175,0.179077475,Meat,94.4,1746,125
FDP25,11.68809968,0.037131628,Canned,216.5,1365,305
FDQ51,16.0,0.017547958,Meat,48.4,1199,1112
NCH07,13.15,0.093191195,Household,158.2,947,354
FDP44,16.5,0.079875237,Fruits and Vegetables,102.7,1355,627
NCP55,14.65,0.01125332,Others,57.1,864,351
FDO09,13.5,0.125170423,Snack Foods,261.5,1174,688
FDP38,10.1,0.032152004,Canned,50.6,1507,1037
FDI48,11.85,0.056033565,Baking Goods,51.5,1849,1280
FDS58,9.285,0.021049215,Snack Foods,161.1,966,208
FDJ55,12.8,0.023526504,Meat,223.5,913,280
NCF06,6.235,0.020229757,Household,260.9,1978,442
FDF41,12.15,0.131445848,Frozen Foods,246.8,1085,836
NCL05,11.68809968,0.083862625,Health and Hygiene,44.1,1756,388
FDT24,12.35,0.18614827,Baking Goods,78.2,1747,616
FDK08,9.195,0.204713036,Fruits and Vegetables,101.0,1493,146
FDU55,16.2,0.036057562,Fruits and Vegetables,260.3,1935,1302
NCY18,7.285,0.031327839,Household,174.6,1071,520
FDS11,7.05,0.055558509,Breads,224.7,834,629
FDC28,11.68809968,0.0,Frozen Foods,109.9,1745,1629
FDR59,14.5,0.063863551,Breads,262.4,536,433
DRE15,13.35,0.0,Dairy,75.7,1488,143
FDP19,11.5,0.0,Fruits and Vegetables,128.5,777,288
DRN47,12.1,0.016852909,Hard Drinks,180.7,1719,1409
FDJ34,11.8,0.094037241,Snack Foods,124.6,1415,13
FDX21,7.05,0.085312137,Snack Foods,107.5,983,256
FDI57,11.68809968,0.053764023,Seafood,195.8,1765,1369
NCI42,18.75,0.010365546,Household,207.1,1847,1721
FDL03,19.25,0.027135522,Meat,196.3,1230,1230
FDX37,16.2,0.0,Canned,100.6,691,171
FDW57,8.31,0.116148596,Snack Foods,176.0,1540,463
FDX14,13.1,0.075363922,Dairy,73.8,1023,269
FDD09,13.5,0.021496403,Fruits and Vegetables,180.6,1417,1244
FDM09,11.15,0.085931544,Snack Foods,169.7,900,151
NCW54,7.5,0.096806008,Household,56.3,1385,622
DRL11,11.68809968,0.04778563,Hard Drinks,156.6,1204,71
FDJ58,15.6,0.105725004,Snack Foods,170.0,521,417
FDX21,11.68809968,0.148764535,Snack Foods,111.2,973,897
FDA20,6.78,0.066997921,Fruits and Vegetables,186.5,1643,1306
FDL34,16.0,0.040938155,Snack Foods,141.1,709,73
FDL38,11.68809968,0.014661762,Canned,89.1,805,354
DRL11,10.5,0.048213766,Hard Drinks,159.7,1793,1750
FDO40,17.1,0.032761024,Frozen Foods,148.8,1203,496
DRZ24,7.535,0.0,Soft Drinks,121.6,1186,987
FDM52,15.1,0.025988508,Frozen Foods,146.6,784,534
FDM52,15.1,0.026140452,Frozen Foods,149.0,1215,579
FDV49,10.0,0.025932408,Canned,264.7,1262,909
FDF47,20.85,0.098170402,Starchy Foods,224.1,1750,1470
FDF56,16.7,0.119439636,Fruits and Vegetables,182.2,1447,372
FDW12,8.315,0.059540542,Baking Goods,143.6,880,361
FDY09,11.68809968,0.044122209,Snack Foods,173.8,959,92
FDY55,16.75,0.081304829,Fruits and Vegetables,258.5,1530,1344
FDU36,11.68809968,0.081014461,Baking Goods,98.8,528,323
NCR06,12.5,0.006775667,Household,42.9,1406,383
FDW24,6.8,0.03749705,Baking Goods,49.9,1556,574
FDF16,7.3,0.086060695,Frozen Foods,149.8,1378,735
NCR18,15.85,0.020519478,Household,42.5,578,345
DRD01,12.1,0.061163967,Soft Drinks,56.6,1446,1126
FDS15,9.195,0.07821891,Meat,107.7,958,214
FDT19,7.59,0.14492016,Fruits and Vegetables,174.7,1069,718
FDE59,12.15,0.062235983,Starchy Foods,34.6,1953,780
FDE04,19.75,0.030166924,Frozen Foods,179.8,1237,1019
NCV17,18.85,0.016104504,Health and Hygiene,130.3,1808,1217
FDC17,12.15,0.01544786,Frozen Foods,211.3,1015,379
FDI45,13.1,0.037574137,Fruits and Vegetables,174.2,1622,1426
FDZ33,11.68809968,0.106876976,Snack Foods,146.7,896,663
FDJ56,11.68809968,0.32111501,Fruits and Vegetables,100.8,538,10
FDN25,7.895,0.061124626,Breakfast,58.6,1794,186
FDC10,11.68809968,0.127599399,Snack Foods,118.9,1386,725
FDQ22,16.75,0.029785889,Snack Foods,39.0,1296,1038
NCR54,16.35,0.0,Household,198.2,656,296
DRK11,8.21,0.010762387,Hard Drinks,149.5,1598,410
DRI37,15.85,0.108206497,Soft Drinks,58.4,1383,955
FDX37,16.2,0.063127333,Canned,100.5,1653,584
FDF05,17.5,0.02687089,Frozen Foods,264.5,1473,1075
FDW36,11.68809968,0.099681705,Baking Goods,107.5,1607,1051
FDI04,13.65,0.072898645,Frozen Foods,198.1,1545,576
FDB04,11.35,0.063354531,Dairy,89.0,1982,1040
FDU38,10.8,0.082534287,Dairy,191.2,1348,1252
FDY28,7.47,0.152024355,Frozen Foods,211.8,1905,1789
FDP20,19.85,0.045669236,Fruits and Vegetables,126.4,1247,988
FDC29,8.39,0.024342578,Frozen Foods,113.6,1963,1233
FDR45,10.8,0.028988288,Snack Foods,239.2,1488,1454
NCC42,15.0,0.044908404,Health and Hygiene,140.3,520,293
NCF42,17.35,0.168329848,Household,176.8,802,742
FDZ45,14.1,0.111936685,Snack Foods,198.8,1368,1127
FDB23,19.2,0.005620213,Starchy Foods,226.6,583,203
FDC41,15.6,0.117095014,Frozen Foods,78.1,1976,1076
FDA10,11.68809968,0.248301532,Snack Foods,124.1,1910,973
NCM26,20.5,0.023274107,Others,154.1,1780,939
FDZ58,11.68809968,0.091354948,Snack Foods,122.3,1069,1054
FDW35,10.6,0.011087128,Breads,41.4,1433,1158
FDX32,15.1,0.099839365,Fruits and Vegetables,143.4,1685,1081
FDK40,7.035,0.021938404,Frozen Foods,264.7,1686,104
FDD04,16.0,0.090480206,Dairy,142.4,1508,1289
FDP28,13.65,0.080640478,Frozen Foods,262.7,1292,252
NCL42,18.85,0.040338009,Household,246.7,1291,294
DRB13,6.115,0.007043008,Soft Drinks,190.4,1794,667
FDC33,8.96,0.069219165,Fruits and Vegetables,196.6,991,157
FDO58,19.6,0.039569689,Snack Foods,166.0,707,548
FDE34,9.195,0.180588082,Snack Foods,182.3,1583,630
NCE19,8.97,0.09301462,Household,52.8,929,66
NCJ18,12.35,0.274405193,Household,117.1,1484,298
FDF52,9.3,0.066887123,Frozen Foods,183.9,1832,1486
FDY04,17.7,0.042468413,Frozen Foods,162.4,1019,724
DRF49,7.27,0.071188446,Soft Drinks,112.0,1090,100
FDX27,20.7,0.191008614,Dairy,92.8,1550,1079
FDV28,16.1,0.159595473,Frozen Foods,32.9,698,331
FDE33,11.68809968,0.086905536,Fruits and Vegetables,78.9,886,835
FDQ37,20.75,0.089186387,Breakfast,193.3,848,750
NCG30,20.2,0.112321218,Household,123.6,1459,392
NCH29,5.51,0.034668802,Health and Hygiene,98.6,1192,873
FDV20,20.2,0.0,Fruits and Vegetables,129.1,877,380
FDG57,14.7,0.072592873,Fruits and Vegetables,48.5,1398,91
FDU60,20.0,0.059889718,Baking Goods,168.5,1415,446
NCH30,17.1,0.112402118,Household,113.0,1026,108
NCM29,11.5,0.029529474,Health and Hygiene,132.7,1676,316
FDB12,11.15,0.105736638,Baking Goods,104.5,1233,1191
FDD53,16.2,0.044291251,Frozen Foods,43.3,705,434
FDI44,16.1,0.100388706,Fruits and Vegetables,76.0,954,441
FDW56,11.68809968,0.070556945,Fruits and Vegetables,191.2,1796,217
FDA01,15.0,0.054599767,Canned,59.5,1759,1245
FDG47,12.8,0.069560905,Starchy Foods,263.0,1020,672
FDT40,5.985,0.0,Frozen Foods,125.3,1516,277
FDU20,19.35,0.021453493,Fruits and Vegetables,120.3,1455,1008
NCP41,16.6,0.016276741,Health and Hygiene,109.9,1225,568
FDW36,11.68809968,0.056656942,Baking Goods,106.3,1513,1009
FDN31,11.5,0.072994847,Fruits and Vegetables,189.3,1000,874
NCU54,8.88,0.165073642,Household,207.7,616,465
FDS01,11.6,0.017744999,Canned,178.0,885,838
FDA23,9.8,0.047453947,Baking Goods,101.7,1867,753
FDY08,9.395,0.171422166,Fruits and Vegetables,139.2,1083,837
FDJ28,12.3,0.021860985,Frozen Foods,193.3,894,29
DRF36,16.1,0.023577298,Soft Drinks,192.7,1587,358
FDH44,19.1,0.043304681,Fruits and Vegetables,147.5,1220,85
NCY54,8.43,0.177971115,Household,174.0,571,233
FDR59,14.5,0.106894492,Breads,260.5,773,746
DRA59,8.27,0.127927931,Soft Drinks,184.9,1843,312
FDS55,7.02,0.081623275,Fruits and Vegetables,148.1,837,364
FDZ28,20.0,0.051596927,Frozen Foods,128.1,1889,1800
DRG49,7.81,0.067592098,Soft Drinks,246.0,1106,904
FDH21,11.68809968,0.054670967,Seafood,158.7,665,268
NCN19,13.1,0.012089479,Others,189.9,510,185
FDP25,15.2,0.021250528,Canned,216.6,1824,130
DRH59,10.8,0.05843345,Hard Drinks,74.7,1228,802
FDH09,12.6,0.05606697,Seafood,50.8,1300,788
NCK54,12.15,0.029569276,Household,115.0,601,350
FDT21,7.42,0.0204332,Snack Foods,248.9,1948,179
FDR12,11.68809968,0.055213281,Baking Goods,172.5,1915,1825
FDS25,6.885,0.1408005,Canned,111.4,1278,1186
NCL05,11.68809968,0.047665717,Health and Hygiene,42.2,713,95
NCI30,20.25,0.059268885,Household,246.4,1611,773
FDJ26,15.3,0.084937098,Canned,214.0,900,509
FDA56,9.21,0.008778413,Fruits and Vegetables,122.4,1087,364
FDM33,15.6,0.0,Snack Foods,220.5,1388,980
FDP04,15.35,0.013834247,Frozen Foods,62.7,1569,352
FDR55,12.15,0.132351411,Fruits and Vegetables,190.4,1986,799
NCZ54,11.68809968,0.082955719,Household,164.1,1091,411
NCA53,11.395,0.009893817,Health and Hygiene,50.3,1833,734
FDL20,17.1,0.0,Fruits and Vegetables,112.0,1609,980
FDT26,18.85,0.067940657,Dairy,119.0,591,117
NCZ06,19.6,0.094161662,Household,252.0,1172,481
FDA04,11.3,0.067107448,Frozen Foods,258.2,1213,191
FDD29,11.68809968,0.018321361,Frozen Foods,255.4,1435,590
FDS56,5.785,0.038756864,Fruits and Vegetables,260.7,741,589
FDT07,5.82,0.077254736,Fruits and Vegetables,257.6,501,146
FDT58,9.0,0.08630486,Snack Foods,168.1,724,106
FDJ10,11.68809968,0.128876537,Snack Foods,139.2,1300,381
FDN25,7.895,0.061163967,Breakfast,59.3,1088,782
DRC27,13.8,0.058220302,Dairy,247.5,615,389
FDA38,5.44,0.025519534,Dairy,238.8,1417,243
FDM56,16.7,0.070133177,Fruits and Vegetables,109.9,1626,584
NCI43,19.85,0.025947095,Household,46.9,693,467
FDP36,10.395,0.091688111,Baking Goods,49.0,1689,865
DRK49,11.68809968,0.0,Soft Drinks,40.5,1370,933
FDW32,11.68809968,0.165101585,Fruits and Vegetables,87.8,589,537
NCW18,15.1,0.059417055,Household,237.9,621,209
FDQ44,20.5,0.036287517,Fruits and Vegetables,121.3,642,603
FDL45,15.6,0.037764269,Snack Foods,125.0,1493,1014
DRB48,16.75,0.024848788,Soft Drinks,40.0,605,72
FDQ34,10.85,0.162903525,Snack Foods,105.0,1386,1332
FDH17,16.2,0.016747538,Frozen Foods,98.7,927,695
FDN08,7.72,0.147904328,Fruits and Vegetables,116.6,1828,1722
FDK57,11.68809968,0.079904068,Snack Foods,120.0,816,709
FDK10,5.785,0.040325274,Snack Foods,180.5,1134,859
FDL39,11.68809968,0.06302467,Dairy,181.6,508,185
FDP25,15.2,0.021203509,Canned,216.4,1273,12
FDC05,13.1,0.098765906,Frozen Foods,196.4,1596,298
