shelf_id,item_category,item_weight,shelf_weight,item_visibility,initial_stock,current_stock,time_stamp
HOH97,Household,750,98250.0,0.099136036,131.0,131.0,2025-08-14 20:01:59
HHC47,Health and Hygiene,100,7400.0,0.162960415,74.0,74.0,2025-08-14 20:01:59
DAG86,Dairy,200,11400.0,0.145913308,57.0,57.0,2025-08-14 20:01:59
SDO69,Soft Drinks,500,99000.0,0.159201868,198.0,198.0,2025-08-14 20:01:59
HOC17,Household,1000,51000.0,0.09911729,51.0,51.0,2025-08-14 20:01:59
HOQ08,Household,500,35500.0,0.108030434,71.0,71.0,2025-08-14 20:01:59
SFJ63,Snack Foods,100,12100.0,0.137227848,121.0,121.0,2025-08-14 20:01:59
DAD12,Dairy,1000,136000.0,0.144832027,136.0,136.0,2025-08-14 20:01:59
BRG88,Breads,800,96800.0,0.141108156,121.0,121.0,2025-08-14 20:01:59
SFK45,Snack Foods,100,11700.0,0.121500143,117.0,117.0,2025-08-14 20:01:59
CAQ02,Canned,400,45200.0,0.160653682,113.0,113.0,2025-08-14 20:01:59
SDO65,Soft Drinks,330,47190.0,0.109096371,143.0,143.0,2025-08-14 20:01:59
SEN12,Seafood,700,47600.0,0.234733477,68.0,68.0,2025-08-14 20:01:59
MEG26,Meat,500,88500.0,0.119692888,177.0,177.0,2025-08-14 20:01:59
FVK73,Fruits and Vegetables,300,40800.0,0.100922503,136.0,136.0,2025-08-14 20:01:59
BAF86,Baking Goods,1000,131000.0,0.133382115,131.0,131.0,2025-08-14 20:01:59
BAT57,Baking Goods,1000,136000.0,0.185704641,136.0,136.0,2025-08-14 20:01:59
MEN90,Meat,500,73000.0,0.149305497,146.0,146.0,2025-08-14 20:01:59
SDB16,Soft Drinks,330,33330.0,0.138269873,101.0,101.0,2025-08-14 20:01:59
SDJ80,Soft Drinks,1000,131000.0,0.115346634,131.0,131.0,2025-08-14 20:01:59
FVG48,Fruits and Vegetables,200,29200.0,0.173867958,146.0,146.0,2025-08-14 20:01:59
HHM62,Health and Hygiene,250,46000.0,0.104230135,184.0,184.0,2025-08-14 20:01:59
FRK92,Frozen Foods,1000,164000.0,0.111923422,164.0,164.0,2025-08-14 20:01:59
FVQ48,Fruits and Vegetables,500,70500.0,0.135375727,141.0,141.0,2025-08-14 20:01:59
FVJ43,Fruits and Vegetables,300,15000.0,0.173483253,50.0,50.0,2025-08-14 20:01:59
SDE20,Soft Drinks,500,56000.0,0.115010655,112.0,112.0,2025-08-14 20:01:59
CAU06,Canned,400,27200.0,0.169776346,68.0,68.0,2025-08-14 20:01:59
HOI76,Household,1500,120000.0,0.130191993,80.0,80.0,2025-08-14 20:01:59
FRV68,Frozen Foods,400,68000.0,0.116913245,170.0,170.0,2025-08-14 20:01:59
SDC68,Soft Drinks,330,24090.0,0.13511877,73.0,73.0,2025-08-14 20:01:59
SFL62,Snack Foods,100,11800.0,0.175060504,118.0,118.0,2025-08-14 20:01:59
HOG13,Household,750,81000.0,0.099893424,108.0,108.0,2025-08-14 20:01:59
FVB20,Fruits and Vegetables,200,32600.0,0.178923163,163.0,163.0,2025-08-14 20:01:59
MEI36,Meat,1000,150000.0,0.096906831,150.0,150.0,2025-08-14 20:01:59
HOM46,Household,750,45750.0,0.096862255,61.0,61.0,2025-08-14 20:01:59
FVC73,Fruits and Vegetables,300,50400.0,0.170246782,168.0,168.0,2025-08-14 20:01:59
FRB54,Frozen Foods,1000,188000.0,0.127517605,188.0,188.0,2025-08-14 20:01:59
BAX55,Baking Goods,250,36500.0,0.13030659,146.0,146.0,2025-08-14 20:01:59
HDP37,Hard Drinks,1000,196000.0,0.187841082,196.0,196.0,2025-08-14 20:01:59
HOP98,Household,1000,106000.0,0.098822387,106.0,106.0,2025-08-14 20:01:59
FRG05,Frozen Foods,1000,91000.0,0.169139066,91.0,91.0,2025-08-14 20:01:59
FVF90,Fruits and Vegetables,300,44100.0,0.10361083,147.0,147.0,2025-08-14 20:01:59
FRO82,Frozen Foods,500,40000.0,0.124645538,80.0,80.0,2025-08-14 20:01:59
FVO51,Fruits and Vegetables,300,15300.0,0.110459828,51.0,51.0,2025-08-14 20:01:59
CAZ97,Canned,800,64800.0,0.112161697,81.0,81.0,2025-08-14 20:01:59
BAR31,Baking Goods,1000,187000.0,0.128805815,187.0,187.0,2025-08-14 20:01:59
FRG47,Frozen Foods,500,77000.0,0.099188598,154.0,154.0,2025-08-14 20:01:59
HOM18,Household,500,92500.0,0.309390255,185.0,185.0,2025-08-14 20:01:59
FVR77,Fruits and Vegetables,1000,124000.0,0.096929994,124.0,124.0,2025-08-14 20:01:59
SFV15,Snack Foods,30,4620.0,0.145253944,154.0,154.0,2025-08-14 20:01:59
SDX75,Soft Drinks,500,98500.0,0.183879453,197.0,197.0,2025-08-14 20:01:59
DAA79,Dairy,500,98500.0,0.107274301,197.0,197.0,2025-08-14 20:01:59
FRF39,Frozen Foods,1500,264000.0,0.100640587,176.0,176.0,2025-08-14 20:01:59
CAI53,Canned,400,23200.0,0.140090284,58.0,58.0,2025-08-14 20:01:59
MEF22,Meat,1000,64000.0,0.277459381,64.0,64.0,2025-08-14 20:01:59
SFF47,Snack Foods,30,4380.0,0.099478451,146.0,146.0,2025-08-14 20:01:59
CAN68,Canned,400,61600.0,0.104488444,154.0,154.0,2025-08-14 20:01:59
HOY27,Household,500,56000.0,0.185889129,112.0,112.0,2025-08-14 20:01:59
DAF31,Dairy,500,35000.0,0.143990173,70.0,70.0,2025-08-14 20:01:59
BAW50,Baking Goods,500,27000.0,0.104183308,54.0,54.0,2025-08-14 20:01:59
FVL49,Fruits and Vegetables,300,52200.0,0.152364317,174.0,174.0,2025-08-14 20:01:59
FVF84,Fruits and Vegetables,200,26800.0,0.183774965,134.0,134.0,2025-08-14 20:01:59
DAV78,Dairy,500,81000.0,0.138171603,162.0,162.0,2025-08-14 20:01:59
FVR06,Fruits and Vegetables,1000,129000.0,0.161740582,129.0,129.0,2025-08-14 20:01:59
BAQ04,Baking Goods,1000,165000.0,0.100966837,165.0,165.0,2025-08-14 20:01:59
FVE33,Fruits and Vegetables,300,43800.0,0.115032648,146.0,146.0,2025-08-14 20:01:59
DAV22,Dairy,200,14000.0,0.099442329,70.0,70.0,2025-08-14 20:01:59
SDI94,Soft Drinks,1000,129000.0,0.114609875,129.0,129.0,2025-08-14 20:01:59
SFM61,Snack Foods,30,2640.0,0.117442838,88.0,88.0,2025-08-14 20:01:59
MEB54,Meat,1000,170000.0,0.160852421,170.0,170.0,2025-08-14 20:01:59
FVV85,Fruits and Vegetables,1000,173000.0,0.099674817,173.0,173.0,2025-08-14 20:01:59
CAC16,Canned,400,76800.0,0.153806271,192.0,192.0,2025-08-14 20:01:59
SDY68,Soft Drinks,330,18150.0,0.168780385,55.0,55.0,2025-08-14 20:01:59
HOR36,Household,750,78750.0,0.118827682,105.0,105.0,2025-08-14 20:01:59
FRD02,Frozen Foods,400,39200.0,0.150248468,98.0,98.0,2025-08-14 20:01:59
SFI37,Snack Foods,30,4230.0,0.141475625,141.0,141.0,2025-08-14 20:01:59
CAJ14,Canned,800,142400.0,0.21332355,178.0,178.0,2025-08-14 20:01:59
CAV57,Canned,400,45600.0,0.187850233,114.0,114.0,2025-08-14 20:01:59
MEH16,Meat,1000,77000.0,0.158441218,77.0,77.0,2025-08-14 20:01:59
FRT14,Frozen Foods,1500,223500.0,0.143419394,149.0,149.0,2025-08-14 20:01:59
CAB35,Canned,400,78800.0,0.103894671,197.0,197.0,2025-08-14 20:01:59
HHJ06,Health and Hygiene,500,60500.0,0.253947823,121.0,121.0,2025-08-14 20:01:59
CAG12,Canned,400,45600.0,0.148737487,114.0,114.0,2025-08-14 20:01:59
DAO46,Dairy,1000,100000.0,0.1107011,100.0,100.0,2025-08-14 20:01:59
BAL81,Baking Goods,250,24500.0,0.15643727,98.0,98.0,2025-08-14 20:01:59
BAD49,Baking Goods,500,61500.0,0.177354373,123.0,123.0,2025-08-14 20:01:59
HOL17,Household,500,30500.0,0.118915034,61.0,61.0,2025-08-14 20:01:59
FVC86,Fruits and Vegetables,300,45900.0,0.131973625,153.0,153.0,2025-08-14 20:01:59
CAX67,Canned,800,104000.0,0.122470805,130.0,130.0,2025-08-14 20:01:59
FRO90,Frozen Foods,600,105600.0,0.150806666,176.0,176.0,2025-08-14 20:01:59
FRD22,Frozen Foods,500,31500.0,0.127283051,63.0,63.0,2025-08-14 20:01:59
DAN70,Dairy,200,16600.0,0.138008431,83.0,83.0,2025-08-14 20:01:59
HDO90,Hard Drinks,500,48500.0,0.122901056,97.0,97.0,2025-08-14 20:01:59
FRN58,Frozen Foods,1500,165000.0,0.175991929,110.0,110.0,2025-08-14 20:01:59
BAT32,Baking Goods,1000,84000.0,0.172365428,84.0,84.0,2025-08-14 20:01:59
CAV01,Canned,400,67200.0,0.10203648,168.0,168.0,2025-08-14 20:01:59
BAS14,Baking Goods,500,57000.0,0.113908117,114.0,114.0,2025-08-14 20:01:59
FRF96,Frozen Foods,400,43200.0,0.15277077,108.0,108.0,2025-08-14 20:01:59
DAX93,Dairy,1000,85000.0,0.165838224,85.0,85.0,2025-08-14 20:01:59
BAH05,Baking Goods,250,49000.0,0.13575135,196.0,196.0,2025-08-14 20:01:59
SFH09,Snack Foods,100,9100.0,0.118297605,91.0,91.0,2025-08-14 20:01:59
MEH08,Meat,1000,118000.0,0.096709408,118.0,118.0,2025-08-14 20:01:59
SFB77,Snack Foods,75,14700.0,0.1422157,196.0,196.0,2025-08-14 20:01:59
SDL52,Soft Drinks,500,78000.0,0.096842096,156.0,156.0,2025-08-14 20:01:59
CAG97,Canned,800,70400.0,0.108665723,88.0,88.0,2025-08-14 20:01:59
BRL10,Breads,500,59000.0,0.132590283,118.0,118.0,2025-08-14 20:01:59
SFT48,Snack Foods,75,4575.0,0.129705008,61.0,61.0,2025-08-14 20:01:59
MEB16,Meat,1000,132000.0,0.137366883,132.0,132.0,2025-08-14 20:01:59
CAV85,Canned,800,68000.0,0.127424932,85.0,85.0,2025-08-14 20:01:59
BAO28,Baking Goods,500,87500.0,0.111727876,175.0,175.0,2025-08-14 20:01:59
SDY23,Soft Drinks,330,36960.0,0.096790497,112.0,112.0,2025-08-14 20:01:59
BKM48,Breakfast,300,37500.0,0.157149885,125.0,125.0,2025-08-14 20:01:59
FRK77,Frozen Foods,500,65500.0,0.12780038,131.0,131.0,2025-08-14 20:01:59
FVY16,Fruits and Vegetables,300,30000.0,0.161458973,100.0,100.0,2025-08-14 20:01:59
DAG14,Dairy,200,18400.0,0.171093639,92.0,92.0,2025-08-14 20:01:59
FVG99,Fruits and Vegetables,200,16600.0,0.14825809,83.0,83.0,2025-08-14 20:01:59
FVE10,Fruits and Vegetables,200,29200.0,0.119959873,146.0,146.0,2025-08-14 20:01:59
SFL88,Snack Foods,30,2940.0,0.135416391,98.0,98.0,2025-08-14 20:01:59
BRH84,Breads,250,48750.0,0.139913045,195.0,195.0,2025-08-14 20:01:59
CAP20,Canned,800,139200.0,0.14057889,174.0,174.0,2025-08-14 20:01:59
BAF45,Baking Goods,1000,106000.0,0.203510667,106.0,106.0,2025-08-14 20:01:59
CAY32,Canned,400,56800.0,0.187523164,142.0,142.0,2025-08-14 20:01:59
HDD54,Hard Drinks,500,79000.0,0.14048631,158.0,158.0,2025-08-14 20:01:59
SFT43,Snack Foods,100,5400.0,0.134919202,54.0,54.0,2025-08-14 20:01:59
SFG24,Snack Foods,30,2190.0,0.099879337,73.0,73.0,2025-08-14 20:01:59
FRX49,Frozen Foods,600,64800.0,0.122015744,108.0,108.0,2025-08-14 20:01:59
SFW82,Snack Foods,100,8700.0,0.099120588,87.0,87.0,2025-08-14 20:01:59
FVX83,Fruits and Vegetables,1000,59000.0,0.159968994,59.0,59.0,2025-08-14 20:01:59
FVP54,Fruits and Vegetables,300,52500.0,0.129889831,175.0,175.0,2025-08-14 20:01:59
BAV66,Baking Goods,1000,60000.0,0.134037,60.0,60.0,2025-08-14 20:01:59
DAW78,Dairy,500,36500.0,0.145867347,73.0,73.0,2025-08-14 20:01:59
MEX90,Meat,300,41100.0,0.121554149,137.0,137.0,2025-08-14 20:01:59
SFL87,Snack Foods,75,12225.0,0.236616754,163.0,163.0,2025-08-14 20:01:59
STS80,Starchy Foods,400,28000.0,0.154860353,70.0,70.0,2025-08-14 20:01:59
HOR46,Household,1000,197000.0,0.099290166,197.0,197.0,2025-08-14 20:01:59
SDM79,Soft Drinks,1500,88500.0,0.180096791,59.0,59.0,2025-08-14 20:01:59
HOF76,Household,500,96000.0,0.177629525,192.0,192.0,2025-08-14 20:01:59
FRS00,Frozen Foods,1000,183000.0,0.127435585,183.0,183.0,2025-08-14 20:01:59
HOV68,Household,500,57500.0,0.153127523,115.0,115.0,2025-08-14 20:01:59
MEZ61,Meat,500,85500.0,0.096433359,171.0,171.0,2025-08-14 20:01:59
HOU15,Household,500,90500.0,0.128136346,181.0,181.0,2025-08-14 20:01:59
FVC32,Fruits and Vegetables,200,14400.0,0.122494876,72.0,72.0,2025-08-14 20:01:59
FRL82,Frozen Foods,400,24800.0,0.125154452,62.0,62.0,2025-08-14 20:01:59
HHM51,Health and Hygiene,100,6500.0,0.145013434,65.0,65.0,2025-08-14 20:01:59
FVG29,Fruits and Vegetables,500,45000.0,0.132058566,90.0,90.0,2025-08-14 20:01:59
CAG71,Canned,800,40000.0,0.127449031,50.0,50.0,2025-08-14 20:01:59
STV31,Starchy Foods,1000,160000.0,0.097536998,160.0,160.0,2025-08-14 20:01:59
FRR20,Frozen Foods,500,30500.0,0.143670179,61.0,61.0,2025-08-14 20:01:59
CAK74,Canned,800,134400.0,0.139804885,168.0,168.0,2025-08-14 20:01:59
BAU70,Baking Goods,500,34500.0,0.105893301,69.0,69.0,2025-08-14 20:01:59
HHE83,Health and Hygiene,250,21250.0,0.12566436,85.0,85.0,2025-08-14 20:01:59
FRW61,Frozen Foods,500,64000.0,0.150015234,128.0,128.0,2025-08-14 20:01:59
FRL34,Frozen Foods,1000,199000.0,0.104890428,199.0,199.0,2025-08-14 20:01:59
FVQ67,Fruits and Vegetables,1000,157000.0,0.152099033,157.0,157.0,2025-08-14 20:01:59
SFH41,Snack Foods,100,14500.0,0.103849783,145.0,145.0,2025-08-14 20:01:59
STY92,Starchy Foods,1000,108000.0,0.154301621,108.0,108.0,2025-08-14 20:01:59
FVJ58,Fruits and Vegetables,200,13800.0,0.125687917,69.0,69.0,2025-08-14 20:01:59
SDE30,Soft Drinks,1000,175000.0,0.167831064,175.0,175.0,2025-08-14 20:01:59
FVF98,Fruits and Vegetables,500,73000.0,0.160624116,146.0,146.0,2025-08-14 20:01:59
HHX96,Health and Hygiene,100,19200.0,0.097909084,192.0,192.0,2025-08-14 20:01:59
SFZ66,Snack Foods,100,11100.0,0.141129263,111.0,111.0,2025-08-14 20:01:59
DAV91,Dairy,500,90000.0,0.127727102,180.0,180.0,2025-08-14 20:01:59
CAY55,Canned,800,113600.0,0.122684413,142.0,142.0,2025-08-14 20:01:59
FVH14,Fruits and Vegetables,1000,140000.0,0.09688421,140.0,140.0,2025-08-14 20:01:59
SFY42,Snack Foods,75,13650.0,0.104023565,182.0,182.0,2025-08-14 20:01:59
MEA86,Meat,500,86000.0,0.170646494,172.0,172.0,2025-08-14 20:01:59
STV98,Starchy Foods,1000,135000.0,0.205605116,135.0,135.0,2025-08-14 20:01:59
BAR11,Baking Goods,500,83500.0,0.212963193,167.0,167.0,2025-08-14 20:01:59
FVQ81,Fruits and Vegetables,500,37500.0,0.110614538,75.0,75.0,2025-08-14 20:01:59
SFJ71,Snack Foods,30,5010.0,0.142393712,167.0,167.0,2025-08-14 20:01:59
SFI70,Snack Foods,100,5000.0,0.161039887,50.0,50.0,2025-08-14 20:01:59
BAQ70,Baking Goods,1000,56000.0,0.132995494,56.0,56.0,2025-08-14 20:01:59
SDJ07,Soft Drinks,1000,125000.0,0.096689673,125.0,125.0,2025-08-14 20:01:59
FRY00,Frozen Foods,1000,136000.0,0.126924095,136.0,136.0,2025-08-14 20:01:59
FVZ73,Fruits and Vegetables,1000,143000.0,0.103340142,143.0,143.0,2025-08-14 20:01:59
BRL03,Breads,250,27500.0,0.142827296,110.0,110.0,2025-08-14 20:01:59
MED48,Meat,300,23400.0,0.17417636,78.0,78.0,2025-08-14 20:01:59
FVB17,Fruits and Vegetables,1000,144000.0,0.122289654,144.0,144.0,2025-08-14 20:01:59
DAZ56,Dairy,500,33500.0,0.128247408,67.0,67.0,2025-08-14 20:01:59
BAD38,Baking Goods,250,22500.0,0.137870237,90.0,90.0,2025-08-14 20:01:59
SFC87,Snack Foods,50,9800.0,0.128289285,196.0,196.0,2025-08-14 20:01:59
FRN69,Frozen Foods,1000,181000.0,0.13842353,181.0,181.0,2025-08-14 20:01:59
FVB62,Fruits and Vegetables,500,45000.0,0.132083542,90.0,90.0,2025-08-14 20:01:59
HOI13,Household,1000,172000.0,0.140582485,172.0,172.0,2025-08-14 20:01:59
CAE92,Canned,800,153600.0,0.228469522,192.0,192.0,2025-08-14 20:01:59
MEC54,Meat,300,57600.0,0.123007534,192.0,192.0,2025-08-14 20:01:59
HOI81,Household,1500,106500.0,0.180820798,71.0,71.0,2025-08-14 20:01:59
BAX04,Baking Goods,1000,195000.0,0.103693024,195.0,195.0,2025-08-14 20:01:59
CAW90,Canned,800,103200.0,0.154244343,129.0,129.0,2025-08-14 20:01:59
MEC86,Meat,300,53700.0,0.119428052,179.0,179.0,2025-08-14 20:01:59
SFE60,Snack Foods,75,6375.0,0.128235131,85.0,85.0,2025-08-14 20:01:59
HHK01,Health and Hygiene,500,34500.0,0.114583922,69.0,69.0,2025-08-14 20:01:59
FVJ99,Fruits and Vegetables,500,96500.0,0.100799828,193.0,193.0,2025-08-14 20:01:59
BAV54,Baking Goods,500,58000.0,0.191603334,116.0,116.0,2025-08-14 20:01:59
BKF59,Breakfast,300,50700.0,0.156072361,169.0,169.0,2025-08-14 20:01:59
SDF81,Soft Drinks,1500,156000.0,0.115636723,104.0,104.0,2025-08-14 20:01:59
FRZ02,Frozen Foods,1000,115000.0,0.167725251,115.0,115.0,2025-08-14 20:01:59
FVV71,Fruits and Vegetables,300,22500.0,0.100378096,75.0,75.0,2025-08-14 20:01:59
SFV31,Snack Foods,100,17900.0,0.14460413,179.0,179.0,2025-08-14 20:01:59
CAY87,Canned,800,84000.0,0.169667145,105.0,105.0,2025-08-14 20:01:59
SFS89,Snack Foods,100,8300.0,0.097398254,83.0,83.0,2025-08-14 20:01:59
FRD64,Frozen Foods,1500,157500.0,0.232072674,105.0,105.0,2025-08-14 20:01:59
SFZ43,Snack Foods,30,3120.0,0.108689606,104.0,104.0,2025-08-14 20:01:59
SFP68,Snack Foods,50,3450.0,0.103664897,69.0,69.0,2025-08-14 20:01:59
SFR61,Snack Foods,100,9900.0,0.105282932,99.0,99.0,2025-08-14 20:01:59
BAH39,Baking Goods,1000,133000.0,0.141406394,133.0,133.0,2025-08-14 20:01:59
BAA52,Baking Goods,500,51000.0,0.132248069,102.0,102.0,2025-08-14 20:01:59
BAS30,Baking Goods,250,47750.0,0.304859104,191.0,191.0,2025-08-14 20:01:59
CAE66,Canned,800,128000.0,0.1175683,160.0,160.0,2025-08-14 20:01:59
SFA86,Snack Foods,30,4830.0,0.291826616,161.0,161.0,2025-08-14 20:01:59
DAY16,Dairy,200,10200.0,0.107714834,51.0,51.0,2025-08-14 20:01:59
SEN35,Seafood,700,45500.0,0.146299902,65.0,65.0,2025-08-14 20:01:59
MEP10,Meat,500,71500.0,0.123531974,143.0,143.0,2025-08-14 20:01:59
HHY19,Health and Hygiene,250,23500.0,0.242768664,94.0,94.0,2025-08-14 20:01:59
HHP04,Health and Hygiene,100,17500.0,0.097629611,175.0,175.0,2025-08-14 20:01:59
HOL94,Household,1000,73000.0,0.158096128,73.0,73.0,2025-08-14 20:01:59
FVL71,Fruits and Vegetables,200,32800.0,0.122802943,164.0,164.0,2025-08-14 20:01:59
HOO58,Household,500,86000.0,0.096411426,172.0,172.0,2025-08-14 20:01:59
FRO52,Frozen Foods,1500,282000.0,0.16871476,188.0,188.0,2025-08-14 20:01:59
DAR17,Dairy,500,63500.0,0.183260221,127.0,127.0,2025-08-14 20:01:59
BAE41,Baking Goods,250,50000.0,0.105287746,200.0,200.0,2025-08-14 20:01:59
HOV20,Household,750,124500.0,0.113497001,166.0,166.0,2025-08-14 20:01:59
HOU08,Household,1500,193500.0,0.098622378,129.0,129.0,2025-08-14 20:01:59
BAW36,Baking Goods,500,49500.0,0.162461219,99.0,99.0,2025-08-14 20:01:59
SDH43,Soft Drinks,330,44220.0,0.112840108,134.0,134.0,2025-08-14 20:01:59
HDS96,Hard Drinks,500,26500.0,0.298205272,53.0,53.0,2025-08-14 20:01:59
FRS85,Frozen Foods,500,55000.0,0.16147714,110.0,110.0,2025-08-14 20:01:59
CAK92,Canned,400,64000.0,0.134870732,160.0,160.0,2025-08-14 20:01:59
SFR28,Snack Foods,30,3810.0,0.097750937,127.0,127.0,2025-08-14 20:01:59
FVJ97,Fruits and Vegetables,300,39600.0,0.107223632,132.0,132.0,2025-08-14 20:01:59
FVM09,Fruits and Vegetables,500,91000.0,0.101335811,182.0,182.0,2025-08-14 20:01:59
FRO00,Frozen Foods,1000,149000.0,0.098993139,149.0,149.0,2025-08-14 20:01:59
MEQ19,Meat,1000,195000.0,0.173821519,195.0,195.0,2025-08-14 20:01:59
BAQ72,Baking Goods,1000,80000.0,0.131708682,80.0,80.0,2025-08-14 20:01:59
FRJ56,Frozen Foods,400,67200.0,0.12470444,168.0,168.0,2025-08-14 20:01:59
HHO28,Health and Hygiene,250,35750.0,0.163096139,143.0,143.0,2025-08-14 20:01:59
SFC60,Snack Foods,50,9900.0,0.119131749,198.0,198.0,2025-08-14 20:01:59
SDS45,Soft Drinks,330,26070.0,0.167155198,79.0,79.0,2025-08-14 20:01:59
BKD78,Breakfast,200,20800.0,0.142986863,104.0,104.0,2025-08-14 20:01:59
HOC14,Household,1500,231000.0,0.162856593,154.0,154.0,2025-08-14 20:01:59
STA88,Starchy Foods,400,36000.0,0.128816212,90.0,90.0,2025-08-14 20:01:59
FVN11,Fruits and Vegetables,200,24600.0,0.112316501,123.0,123.0,2025-08-14 20:01:59
FVC69,Fruits and Vegetables,500,63000.0,0.096653315,126.0,126.0,2025-08-14 20:01:59
FRH94,Frozen Foods,600,80400.0,0.143351652,134.0,134.0,2025-08-14 20:01:59
FVW74,Fruits and Vegetables,1000,153000.0,0.171245426,153.0,153.0,2025-08-14 20:01:59
SFQ41,Snack Foods,30,3840.0,0.134057426,128.0,128.0,2025-08-14 20:01:59
FVW50,Fruits and Vegetables,300,39900.0,0.120543611,133.0,133.0,2025-08-14 20:01:59
CAM05,Canned,800,145600.0,0.117308165,182.0,182.0,2025-08-14 20:01:59
BAZ17,Baking Goods,1000,81000.0,0.106731895,81.0,81.0,2025-08-14 20:01:59
MES71,Meat,300,16500.0,0.151159243,55.0,55.0,2025-08-14 20:01:59
BRF40,Breads,250,35750.0,0.142419608,143.0,143.0,2025-08-14 20:01:59
FVW85,Fruits and Vegetables,200,15000.0,0.110215444,75.0,75.0,2025-08-14 20:01:59
BAP06,Baking Goods,500,43000.0,0.117339056,86.0,86.0,2025-08-14 20:01:59
HOB66,Household,500,31000.0,0.112227747,62.0,62.0,2025-08-14 20:01:59
SDU10,Soft Drinks,1500,213000.0,0.112349962,142.0,142.0,2025-08-14 20:01:59
HOG12,Household,750,55500.0,0.177661246,74.0,74.0,2025-08-14 20:01:59
BRH60,Breads,800,152000.0,0.11184963,190.0,190.0,2025-08-14 20:01:59
DAA11,Dairy,200,13800.0,0.14215211,69.0,69.0,2025-08-14 20:01:59
DAH74,Dairy,200,24200.0,0.101689151,121.0,121.0,2025-08-14 20:01:59
SFL97,Snack Foods,50,9900.0,0.162242617,198.0,198.0,2025-08-14 20:01:59
FVK60,Fruits and Vegetables,200,32800.0,0.125756824,164.0,164.0,2025-08-14 20:01:59
FVU16,Fruits and Vegetables,500,88000.0,0.172453254,176.0,176.0,2025-08-14 20:01:59
FVJ92,Fruits and Vegetables,1000,75000.0,0.122202946,75.0,75.0,2025-08-14 20:01:59
CAM94,Canned,400,41200.0,0.124402507,103.0,103.0,2025-08-14 20:01:59
SFN46,Snack Foods,50,9400.0,0.108879177,188.0,188.0,2025-08-14 20:01:59
SFE62,Snack Foods,100,17400.0,0.140571971,174.0,174.0,2025-08-14 20:01:59
FVN39,Fruits and Vegetables,500,30000.0,0.107662745,60.0,60.0,2025-08-14 20:01:59
FVP87,Fruits and Vegetables,500,38000.0,0.106307146,76.0,76.0,2025-08-14 20:01:59
DAL67,Dairy,500,71500.0,0.171174491,143.0,143.0,2025-08-14 20:01:59
HOH95,Household,750,99000.0,0.325780807,132.0,132.0,2025-08-14 20:01:59
HDK27,Hard Drinks,1000,83000.0,0.112859454,83.0,83.0,2025-08-14 20:01:59
MEX88,Meat,500,43500.0,0.10239789,87.0,87.0,2025-08-14 20:01:59
DAD21,Dairy,1000,136000.0,0.1027194,136.0,136.0,2025-08-14 20:01:59
BKS18,Breakfast,300,34200.0,0.266234421,114.0,114.0,2025-08-14 20:01:59
FVI83,Fruits and Vegetables,300,54000.0,0.129668578,180.0,180.0,2025-08-14 20:01:59
HOC56,Household,500,95500.0,0.176411579,191.0,191.0,2025-08-14 20:01:59
MED99,Meat,1000,101000.0,0.096046304,101.0,101.0,2025-08-14 20:01:59
FVA24,Fruits and Vegetables,500,39500.0,0.106928681,79.0,79.0,2025-08-14 20:01:59
SFV27,Snack Foods,30,4860.0,0.138585859,162.0,162.0,2025-08-14 20:01:59
FRG03,Frozen Foods,1500,288000.0,0.12152072,192.0,192.0,2025-08-14 20:01:59
SFT06,Snack Foods,100,19100.0,0.160665697,191.0,191.0,2025-08-14 20:01:59
BAZ14,Baking Goods,500,28500.0,0.208987123,57.0,57.0,2025-08-14 20:01:59
BRW60,Breads,250,30250.0,0.136695145,121.0,121.0,2025-08-14 20:01:59
CAL87,Canned,400,78400.0,0.140311123,196.0,196.0,2025-08-14 20:01:59
FVY21,Fruits and Vegetables,200,16200.0,0.176991029,81.0,81.0,2025-08-14 20:01:59
SFG62,Snack Foods,100,14400.0,0.136984147,144.0,144.0,2025-08-14 20:01:59
FVR32,Fruits and Vegetables,500,45000.0,0.155316936,90.0,90.0,2025-08-14 20:01:59
SDS27,Soft Drinks,330,40920.0,0.108036187,124.0,124.0,2025-08-14 20:01:59
FVE36,Fruits and Vegetables,1000,94000.0,0.16216286,94.0,94.0,2025-08-14 20:01:59
FRO25,Frozen Foods,600,37200.0,0.118806857,62.0,62.0,2025-08-14 20:01:59
FRD16,Frozen Foods,1500,102000.0,0.126313413,68.0,68.0,2025-08-14 20:01:59
FRH18,Frozen Foods,400,40800.0,0.098910759,102.0,102.0,2025-08-14 20:01:59
BKW38,Breakfast,400,74400.0,0.10154201,186.0,186.0,2025-08-14 20:01:59
DAS54,Dairy,1000,52000.0,0.119077255,52.0,52.0,2025-08-14 20:01:59
FVJ46,Fruits and Vegetables,1000,185000.0,0.103988736,185.0,185.0,2025-08-14 20:01:59
DAZ98,Dairy,200,12600.0,0.114581955,63.0,63.0,2025-08-14 20:01:59
FVR45,Fruits and Vegetables,500,84500.0,0.175962247,169.0,169.0,2025-08-14 20:01:59
MEA21,Meat,300,54000.0,0.255929096,180.0,180.0,2025-08-14 20:01:59
FRI91,Frozen Foods,400,24800.0,0.110653377,62.0,62.0,2025-08-14 20:01:59
BRH62,Breads,250,30250.0,0.185306514,121.0,121.0,2025-08-14 20:01:59
SFT75,Snack Foods,100,19500.0,0.099535996,195.0,195.0,2025-08-14 20:01:59
